"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"ABLLL","ABLLL","ABL","","BB","8.000000","05/13/2025","2/15/2027","11/15/2028","0.620000","9.88%","","","95.62","Insurance","","56.000000","","","","","","24.660000","","","25.690000","26.200000","-4.000000","-5.890000","20.520000","38.500000","20.520000","38.500000","24.430000","6.120000","5.100000","11.860000","7.700000","7.600000","5.100000","13.250000","0.585194","8.000000","","","0.200000","-0.538113","0.200000","-0.483980","-0.205195","-0.194737","","","","3329.013190","","172.811147","52.409366","39.427610","","","","57.953243","","60.911400","50.341643","50.011073","",""
"ABR PRD","ABR-D","ABR","","","8.000000","06/17/2025","6/2/2026","NONE","0.400000","6.38%","21.350000","16.600000","192.08","Reit","","1.000000","","","","","","17.550000","0.950000","-3.800000","17.560000","18.300000","-0.070000","-4.080000","16.750000","19.980000","15.900000","19.980000","17.150000","10.210000","8.430000","15.940000","14.220000","12.230000","7.400000","20.740000","1.961137","8.000000","15.000000","4.820000","0.379730","-0.507715","0.211151","-0.359473","-0.281997","-0.165168","-0.319333","1.118257","","3550.165762","","222.047566","56.161580","41.793389","259.066048","320.176161","","61.736753","","77.981033","53.874226","52.951889","13.363730","21.117503"
"ABR PRE","ABR-E","ABR","","","8.000000","06/17/2025","8/11/2026","NONE","0.390000","6.25%","21.350000","16.600000","192.08","Reit","","1.000000","","","","","","17.500000","0.900000","-3.850000","17.190000","18.100000","1.820000","-3.300000","16.300000","20.600000","16.000000","20.940000","17.110000","10.210000","8.430000","15.940000","14.220000","12.230000","7.400000","20.740000","1.961137","8.000000","15.000000","4.820000","0.379730","-0.507715","0.211151","-0.359473","-0.281997","-0.165168","-0.319333","1.118257","","3550.165762","","222.047566","56.161580","41.793389","259.066048","320.176161","","61.736753","","77.981033","53.874226","52.951889","13.363730","21.117503"
"ABR PRF","ABR-F","ABR","NFF","","8.000000","07/11/2025","10/30/2026","NONE","0.390000","6.25%","","","192.08","Reit","","25.000000","","","","","","20.450000","","","21.310000","20.600000","-4.040000","-0.710000","19.060000","23.300000","17.150000","23.300000","20.170000","10.210000","8.430000","15.940000","14.220000","12.230000","7.400000","20.740000","1.961137","8.000000","15.000000","4.820000","0.379730","-0.507715","0.211151","-0.359473","-0.281997","-0.165168","-0.319333","1.118257","","3550.165762","","222.047566","56.161580","41.793389","259.066048","320.176161","","61.736753","","77.981033","53.874226","52.951889","13.363730","21.117503"
"ACR PRC","ACR-C","ACR","FF","","8.000000","07/01/2025","7/30/2024","NONE","0.640000","8.63%","","","7.39","Reit","","15.000000","","","","","","25.100000","","","24.820000","24.870000","1.110000","0.940000","22.610000","25.530000","20.680000","25.530000","24.570000","18.010000","12.600000","23.810000","17.010000","23.210000","5.280000","23.810000","0.133094","8.000000","","","2.410985","-0.243595","0.429365","-0.243595","0.058789","-0.224041","","","","5471.655666","","267.871692","78.119836","46.353762","","","","94.609883","","93.867667","74.547179","58.620729","",""
"ACR PRD","ACR-D","ACR","","","8.000000","07/01/2025","5/21/2026","NONE","0.490000","7.88%","20.500000","18.570000","7.39","Reit","","15.000000","","","","","","22.240000","3.670000","1.740000","21.280000","22.130000","4.530000","0.480000","18.120000","23.500000","17.690000","24.490000","21.830000","18.010000","12.600000","23.810000","17.010000","23.210000","5.280000","23.810000","0.133094","8.000000","","","2.410985","-0.243595","0.429365","-0.243595","0.058789","-0.224041","","","","5471.655666","","267.871692","78.119836","46.353762","","","","94.609883","","93.867667","74.547179","58.620729","",""
"AGNCL","AGNCL","AGNC","FF","","8.000000","07/01/2025","10/15/2027","NONE","0.480000","7.75%","","","1020.48","Reit","","15.000000","","","","","","24.990000","","","24.940000","24.670000","0.200000","1.280000","22.840000","26.590000","19.780000","26.590000","24.590000","9.320000","7.850000","10.850000","9.570000","10.350000","6.810000","18.840000","9.510874","8.000000","19.030000","9.830000","0.368576","-0.505308","0.187261","-0.141014","-0.026123","-0.099517","-0.510247","-0.051882","","3567.674737","","271.425137","69.849880","47.045980","177.638092","129.498577","","62.036299","","95.099601","66.761297","59.481200","9.477643","9.136733"
"AGNCM","AGNCM","AGNC","FF","","8.000000","07/01/2025","4/15/2024","NONE","0.560000","6.88%","","","1020.48","Reit","","15.000000","","","","","","24.730000","","","24.810000","25.070000","-0.320000","-1.340000","23.010000","25.630000","20.470000","25.850000","24.260000","9.320000","7.850000","10.850000","9.570000","10.350000","6.810000","18.840000","9.510874","8.000000","19.030000","9.830000","0.368576","-0.505308","0.187261","-0.141014","-0.026123","-0.099517","-0.510247","-0.051882","","3567.674737","","271.425137","69.849880","47.045980","177.638092","129.498577","","62.036299","","95.099601","66.761297","59.481200","9.477643","9.136733"
"AGNCN","AGNCN","AGNC","FF","","8.000000","07/01/2025","10/15/2022","NONE","0.610000","7.00%","","","1020.48","Reit","","15.000000","","","","","","25.650000","","","25.640000","25.700000","0.040000","-0.190000","23.630000","26.590000","23.630000","26.590000","25.140000","9.320000","7.850000","10.850000","9.570000","10.350000","6.810000","18.840000","9.510874","8.000000","19.030000","9.830000","0.368576","-0.505308","0.187261","-0.141014","-0.026123","-0.099517","-0.510247","-0.051882","","3567.674737","","271.425137","69.849880","47.045980","177.638092","129.498577","","62.036299","","95.099601","66.761297","59.481200","9.477643","9.136733"
"AGNCO","AGNCO","AGNC","FF","","8.000000","07/01/2025","10/15/2024","NONE","0.600000","6.50%","","","1020.48","Reit","","15.000000","","","","","","25.560000","","","25.320000","25.200000","0.950000","1.430000","23.680000","25.950000","20.850000","25.950000","25.060000","9.320000","7.850000","10.850000","9.570000","10.350000","6.810000","18.840000","9.510874","8.000000","19.030000","9.830000","0.368576","-0.505308","0.187261","-0.141014","-0.026123","-0.099517","-0.510247","-0.051882","","3567.674737","","271.425137","69.849880","47.045980","177.638092","129.498577","","62.036299","","95.099601","66.761297","59.481200","9.477643","9.136733"
"AGNCP","AGNCP","AGNC","FF","","8.000000","07/01/2025","4/15/2025","NONE","0.380000","6.13%","","","1020.48","Reit","","15.000000","","","","","","25.070000","","","24.910000","24.600000","0.660000","1.930000","23.370000","25.480000","19.610000","25.480000","24.750000","9.320000","7.850000","10.850000","9.570000","10.350000","6.810000","18.840000","9.510874","8.000000","19.030000","9.830000","0.368576","-0.505308","0.187261","-0.141014","-0.026123","-0.099517","-0.510247","-0.051882","","3567.674737","","271.425137","69.849880","47.045980","177.638092","129.498577","","62.036299","","95.099601","66.761297","59.481200","9.477643","9.136733"
"AHL PRF","AHL-F","-","","","10.000000","06/12/2025","11/30/2029","NONE","0.610000","7.00%","","","-","-","","86.000000","","","","","","23.870000","","","","","","","21.280000","26.210000","21.280000","26.210000","23.840000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ALL PRB","ALL-B","ALL","FF","","12.500000","06/27/2025","1/15/2023","1/15/2053","0.480000","5.10%","","","264.67","Insurance","","11.000000","","","","","","26.090000","","","25.960000","25.990000","0.490000","0.400000","25.010000","27.000000","25.010000","27.000000","25.670000","198.920000","156.660000","213.180000","193.400000","210.100000","84.970000","213.180000","52.648156","12.500000","123.950000","73.870000","1.341062","-0.066892","0.269756","-0.066892","0.028542","-0.053213","0.604841","1.692839","","26.625501","","26.752873","75.173949","50.750690","522.593729","413.805883","","1.455513","","10.274877","71.773727","64.086394","25.940388","27.000503"
"ALL PRJ","ALL-J","ALL","","","12.000000","06/27/2025","7/15/2028","NONE","0.460000","7.38%","","25.290000","264.67","Insurance","","11.000000","","","","","","26.650000","1.360000","","26.640000","26.990000","0.040000","-1.240000","25.560000","28.220000","25.150000","28.220000","26.250000","198.920000","156.660000","213.180000","193.400000","210.100000","84.970000","213.180000","52.648156","12.500000","123.950000","73.870000","1.341062","-0.066892","0.269756","-0.066892","0.028542","-0.053213","0.604841","1.692839","","26.625501","","26.752873","75.173949","50.750690","522.593729","413.805883","","1.455513","","10.274877","71.773727","64.086394","25.940388","27.000503"
"ALTG PRA","ALTG-A","ALTG","","","8.000000","07/11/2025","12/22/2025","NONE","0.630000","10.00%","26.750000","25.750000","33.19","Rental&leasingservices","","25.000000","","","","","","24.620000","-1.130000","-2.130000","24.910000","25.430000","-1.180000","-3.170000","23.050000","26.250000","23.050000","27.000000","24.170000","6.210000","3.540000","11.390000","7.040000","5.300000","3.540000","20.600000","0.206110","8.000000","","3.760000","0.754237","-0.698544","0.754237","-0.454785","-0.117898","0.171698","","0.651596","","2161.868661","","184.356310","60.911589","68.745391","","244.132314","","37.985564","","64.913960","58.346198","86.454972","","16.339470"
"ANG PRB","ANG-B","-","FF","","9.000000","05/16/2025","9/1/2025","NONE","0.410000","6.63%","","","-","-","","59.000000","","","","","","25.000000","","","25.060000","25.020000","-0.240000","-0.060000","24.710000","25.900000","22.000000","25.900000","24.860000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANG PRD","ANG-D","-","","","9.000000","06/30/2025","1/15/2030","","0.490000","7.38%","","","-","-","","14.000000","","","","","","25.150000","","","","","","","23.540000","26.540000","23.540000","26.540000","24.740000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AOMN","AOMN","AOMR","","BB","8.000000","07/14/2025","7/30/2026","7/30/2029","0.590000","9.50%","","","23.50","Reit","","28.000000","","","","","","24.870000","","","","","","","23.600000","26.100000","23.600000","26.100000","24.460000","9.320000","7.360000","13.320000","9.280000","9.650000","4.430000","19.000000","0.219020","8.000000","","","1.103837","-0.509474","0.266304","-0.300300","0.004310","-0.034197","","","","3537.368002","","245.447528","72.813939","52.272114","","","","61.517807","","86.093498","69.551857","65.977622","",""
"APOS","APOS","APO","NFF","","13.000000","05/30/2025","12/15/2028","9/15/2053","0.480000","7.63%","","","571.72","Assetmanagement","","73.000000","","","","","","26.220000","","","26.380000","26.720000","-0.600000","-1.860000","24.890000","27.740000","24.890000","27.770000","26.130000","132.500000","95.110000","189.490000","176.320000","138.700000","29.170000","189.490000","75.752900","13.000000","","","3.542338","-0.300755","0.393124","-0.300755","-0.248525","-0.044701","","","","5055.815541","","245.267851","60.236524","51.431716","","","","87.495629","","86.031207","57.710647","64.932954","",""
"AQNB","AQNB","AQN","FF","","9.000000","06/13/2025","7/1/2024","7/1/2079","0.550000","6.20%","","","789.65","Utilities","","87.000000","","","","","","25.200000","","","25.430000","25.480000","-0.910000","-1.100000","24.590000","26.500000","22.710000","26.500000","25.180000","5.860000","4.190000","6.360000","4.460000","5.110000","4.190000","17.860000","4.627349","9.000000","15.780000","11.250000","0.398568","-0.671892","0.398568","-0.078616","0.313901","0.146771","-0.628644","-0.479111","","2355.758206","","27.047838","102.966287","66.751022","127.139788","74.850443","","41.302655","","10.377137","97.939272","83.975842","7.067650","5.703049"
"ARGD","ARGD","-","","BB","9.500000","05/30/2025","9/15/2017","9/15/2042","0.410000","6.50%","24.350000","21.310000","-","-","","73.000000","","","","","","19.920000","-1.390000","-4.430000","20.710000","21.670000","-3.810000","-8.070000","19.190000","22.850000","19.190000","24.240000","19.840000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARGO PRA","ARGO-A","-","NFF","","8.500000","05/27/2025","9/15/2025","NONE","0.440000","7.00%","","","-","-","","70.000000","","","","","","24.960000","","","25.050000","24.940000","-0.370000","0.080000","24.510000","25.360000","20.760000","25.490000","24.860000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARR PRC","ARR-C","ARR","","","8.000000","05/15/2025","1/28/2025","","0.150000","7.00%","22.600000","18.060000","81.90","Reit","","58.000000","","","","","","20.680000","2.620000","-1.920000","21.040000","21.640000","-1.730000","-4.420000","19.270000","23.580000","17.850000","23.580000","20.630000","16.580000","13.180000","21.930000","19.030000","18.720000","13.180000","62.800000","1.357902","8.000000","","","0.257967","-0.735987","0.257967","-0.243958","-0.128744","-0.114316","","","","1889.463695","","267.728174","59.855217","45.861913","","","","33.325220","","93.817912","57.351660","58.009328","",""
"ASBA","ASBA","ASB","NFF","","11.000000","05/15/2025","3/1/2028","3/1/2033","0.410000","6.63%","","","165.95","Regionalbank","","58.000000","","","","","","23.670000","","","24.200000","24.130000","-2.190000","-1.910000","22.990000","25.300000","18.820000","25.300000","23.520000","22.820000","18.320000","28.180000","25.100000","22.220000","11.780000","28.180000","3.786979","11.000000","20.280000","11.700000","0.937182","-0.190206","0.245633","-0.190206","-0.090837","0.027003","0.125247","0.950427","","5156.859079","","254.306441","63.547179","57.168579","358.949615","292.827790","","89.224297","","89.164769","60.827517","72.064246","18.130597","19.399134"
"ATCO PRD","ATCO-D","-","","","8.000000","07/25/2025","1/30/2018","NONE","0.500000","7.95%","25.270000","23.860000","-","-","","39.000000","","","","","","25.010000","1.150000","-0.260000","25.030000","25.080000","-0.070000","-0.270000","24.140000","25.980000","22.000000","25.980000","24.730000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATCO PRH","ATCO-H","-","","","8.000000","07/25/2025","8/11/2021","NONE","0.490000","7.88%","24.950000","22.380000","-","-","","39.000000","","","","","","24.980000","2.600000","0.030000","24.840000","24.900000","0.550000","0.310000","23.780000","25.490000","21.360000","25.490000","24.700000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATCOL","ATCOL","-","","","8.000000","07/15/2025","5/13/2023","10/30/2027","0.450000","7.13%","","","-","-","","29.000000","","","","","","25.180000","","","24.940000","25.010000","0.940000","0.670000","22.450000","25.450000","22.450000","25.900000","24.880000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATH PRA","ATH-A","-","NFF","","11.500000","06/13/2025","6/30/2029","NONE","0.400000","6.35%","","","-","-","","87.000000","","","","","","24.010000","","","24.200000","24.550000","-0.790000","-2.190000","21.600000","25.710000","19.810000","25.710000","24.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATH PRC","ATH-C","-","NFF","","11.500000","06/13/2025","9/30/2025","NONE","0.400000","6.38%","","","-","-","","87.000000","","","","","","24.940000","","","25.120000","25.110000","-0.720000","-0.680000","24.240000","25.460000","22.520000","25.640000","24.930000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATH PRE","ATH-E","-","NFF","","11.500000","06/13/2025","12/30/2027","NONE","0.480000","7.75%","","","-","-","","87.000000","","","","","","25.600000","","","25.710000","26.210000","-0.440000","-2.340000","24.170000","27.500000","23.610000","27.500000","25.580000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATHS","ATHS","-","NFF","","12.000000","06/12/2025","3/30/2029","3/30/2064","0.450000","7.25%","","","-","-","","86.000000","","","","","","24.930000","","","25.140000","25.340000","-0.820000","-1.610000","24.010000","26.250000","24.010000","26.250000","24.910000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATLCL","ATLCL","ATLC","","","8.000000","07/11/2025","10/2/2026","12/31/2026","0.380000","6.13%","24.520000","21.610000","15.11","Creditservices","","25.000000","","","","","","24.360000","2.750000","-0.160000","24.070000","23.610000","1.220000","3.170000","23.290000","24.760000","20.620000","24.760000","24.090000","50.940000","25.440100","64.700000","58.680000","47.580000","7.441500","91.981500","0.769703","8.000000","16.400000","5.490000","5.845394","-0.446193","1.002351","-0.212674","-0.131902","0.070618","2.106098","8.278689","","3997.740131","","280.099556","59.547671","60.658151","1034.843253","1486.989190","","69.393921","","98.106911","57.062115","76.402010","50.387106","94.431409"
"ATLCP","ATLCP","ATLC","","","8.000000","05/30/2025","6/11/2026","NONE","0.480000","7.63%","24.150000","20.610000","15.11","Creditservices","","73.000000","","","","","","22.170000","1.560000","-1.980000","23.100000","23.040000","-4.030000","-3.790000","21.660000","24.500000","18.510000","24.800000","22.080000","50.940000","25.440100","64.700000","58.680000","47.580000","7.441500","91.981500","0.769703","8.000000","16.400000","5.490000","5.845394","-0.446193","1.002351","-0.212674","-0.131902","0.070618","2.106098","8.278689","","3997.740131","","280.099556","59.547671","60.658151","1034.843253","1486.989190","","69.393921","","98.106911","57.062115","76.402010","50.387106","94.431409"
"ATLCZ","ATLCZ","ATLC","","BB","8.000000","07/01/2025","1/31/2028","1/31/2029","0.580000","9.25%","","","15.11","Creditservices","","15.000000","","","","","","25.030000","","","25.010000","25.000000","0.080000","0.130000","23.400000","25.500000","23.400000","25.500000","24.550000","50.940000","25.440100","64.700000","58.680000","47.580000","7.441500","91.981500","0.769703","8.000000","16.400000","5.490000","5.845394","-0.446193","1.002351","-0.212674","-0.131902","0.070618","2.106098","8.278689","","3997.740131","","280.099556","59.547671","60.658151","1034.843253","1486.989190","","69.393921","","98.106911","57.062115","76.402010","50.387106","94.431409"
"AUB PRA","AUB-A","AUB","","","8.000000","05/16/2025","9/1/2025","NONE","0.430000","6.88%","26.140000","19.250000","142.37","Regionalbank","","59.000000","","","","","","23.700000","4.450000","-2.440000","24.350000","24.280000","-2.690000","-2.400000","22.860000","25.930000","19.210000","25.930000","23.550000","30.750000","22.850000","44.540000","39.630000","32.630000","19.350000","44.540000","4.377878","8.000000","","","0.589147","-0.309609","0.345733","-0.309609","-0.224073","-0.057616","","","","4991.397019","","241.766251","63.213465","50.398419","","","","86.393548","","84.817247","60.513337","63.648498","",""
"BAC PRE","BAC-E","BAC","FLR","","11.000000","07/25/2025","11/15/2011","NONE","0.310000","4.00%","","","7537.21","Bank","","39.000000","","","","","","22.010000","","","22.440000","23.540000","-1.900000","-6.490000","20.810000","25.500000","19.520000","25.500000","21.830000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.315589","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","","5605.452886","","27.156903","70.318701","60.124494","408.672962","340.256395","","96.898905","","10.414949","67.202676","75.738640","20.503606","22.379197"
"BANC PRF","BANC-F","BANC","NFF","","8.000000","05/19/2025","9/1/2027","NONE","0.490000","7.75%","","","169.33","Regionalbank","","62.000000","","","","","","24.550000","","","24.760000","24.380000","-0.830000","0.710000","23.390000","25.600000","20.940000","25.600000","24.400000","13.540000","11.520000","18.080000","16.300000","14.200000","9.000000","22.090000","2.292728","8.000000","16.530000","8.520000","0.504444","-0.387053","0.175347","-0.251106","-0.169325","-0.046479","-0.180883","0.589202","","4427.988480","","264.901427","55.902860","51.289455","254.493915","233.965052","","76.754672","","92.837915","53.630649","64.756114","13.145528","15.700634"
"BANFP","BANFP","BANF","","TP","8.000000","06/27/2025","3/21/2009","3/31/2034","0.450000","7.20%","27.530000","27.000000","33.23","Regionalbank","","11.000000","","","","","","25.750000","-1.250000","-1.780000","26.040000","25.840000","-1.130000","-0.350000","25.430000","29.450000","24.700000","29.450000","25.360000","119.900000","81.560000","132.290000","123.860000","111.130000","34.740000","132.290000","3.984277","8.000000","60.220000","29.960000","2.451353","-0.093658","0.470083","-0.093658","-0.031972","0.078917","0.991033","3.002003","","27.247432","","27.421227","69.280292","61.322113","654.367831","627.137935","","1.466153","","10.506586","66.225049","77.227357","32.229206","40.404712"
"BC PRA","BC-A","BC","","BB","11.500000","06/29/2025","10/15/2023","10/15/2048","0.400000","6.50%","26.220000","22.500000","65.69","Consumercyclical","","13.000000","","","","","","23.310000","0.810000","-2.910000","23.850000","24.440000","-2.250000","-4.630000","22.580000","25.430000","22.090000","25.920000","22.970000","55.630000","41.000000","87.650000","71.420000","59.230000","41.000000","117.620000","3.654335","11.500000","63.010000","27.420000","0.356829","-0.527036","0.356829","-0.365317","-0.221087","-0.060780","-0.117124","1.028811","","3409.599168","","219.736713","63.577006","50.145248","276.249356","305.600647","","59.331919","","77.179890","60.855598","63.333790","14.183790","20.201686"
"BC PRC","BC-C","BC","","BB","11.500000","06/29/2025","4/15/2024","4/15/2049","0.390000","6.38%","25.990000","22.330000","65.69","Consumercyclical","","13.000000","","","","","","23.210000","0.880000","-2.780000","23.510000","24.320000","-1.300000","-4.560000","22.000000","25.430000","21.760000","25.770000","22.880000","55.630000","41.000000","87.650000","71.420000","59.230000","41.000000","117.620000","3.654335","11.500000","63.010000","27.420000","0.356829","-0.527036","0.356829","-0.365317","-0.221087","-0.060780","-0.117124","1.028811","","3409.599168","","219.736713","63.577006","50.145248","276.249356","305.600647","","59.331919","","77.179890","60.855598","63.333790","14.183790","20.201686"
"BK PRK","BK-K","BK","NFF","","12.500000","06/05/2025","3/20/2030","NONE","0.410000","6.15%","","","715.58","Bank","","79.000000","","","","","","25.090000","","","","","","","24.540000","25.830000","24.540000","25.830000","25.040000","88.490000","57.180000","90.630000","78.450000","82.420000","32.650000","90.630000","63.321674","12.500000","46.490000","29.070000","1.710260","-0.023612","0.547569","-0.023612","0.127980","0.073647","0.903420","2.044032","","25.585938","","25.632885","84.858600","60.900517","624.473141","471.033780","","1.437728","","9.886591","80.891498","76.703286","30.802505","30.596281"
"BML PRG","BML-G","BAC","FLR","","11.000000","05/15/2025","11/28/2009","NONE","0.330000","3.00%","","","7537.21","Bank","","58.000000","","","","","","20.500000","","","21.770000","22.390000","-5.830000","-8.440000","20.250000","23.500000","19.500000","23.680000","20.380000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.315589","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","","5605.452886","","27.156903","70.318701","60.124494","408.672962","340.256395","","96.898905","","10.414949","67.202676","75.738640","20.503606","22.379197"
"BML PRH","BML-H","BAC","FLR","","11.000000","05/15/2025","11/28/2009","NONE","0.320000","3.00%","","","7537.21","Bank","","58.000000","","","","","","20.150000","","","21.640000","22.280000","-6.870000","-9.560000","20.090000","23.450000","19.050000","23.450000","20.040000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.315589","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","","5605.452886","","27.156903","70.318701","60.124494","408.672962","340.256395","","96.898905","","10.414949","67.202676","75.738640","20.503606","22.379197"
"BML PRJ","BML-J","BAC","FLR","","11.000000","05/15/2025","11/21/2010","NONE","0.330000","4.00%","","","7537.21","Bank","","58.000000","","","","","","22.000000","","","22.660000","23.140000","-2.920000","-4.940000","20.700000","24.690000","20.000000","24.690000","21.880000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.315589","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","","5605.452886","","27.156903","70.318701","60.124494","408.672962","340.256395","","96.898905","","10.414949","67.202676","75.738640","20.503606","22.379197"
"BML PRL","BML-L","BAC","FLR","","11.000000","07/01/2025","5/21/2010","NONE","0.320000","4.00%","","","7537.21","Bank","","15.000000","","","","","","20.500000","","","22.030000","22.920000","-6.940000","-10.560000","19.800000","24.770000","19.650000","24.770000","20.230000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.315589","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","","5605.452886","","27.156903","70.318701","60.124494","408.672962","340.256395","","96.898905","","10.414949","67.202676","75.738640","20.503606","22.379197"
"BOH PRB","BOH-B","BOH","","","9.500000","07/14/2025","8/1/2029","NONE","0.500000","8.00%","","","39.66","Regionalbank","","28.000000","","","","","","26.010000","","","","","","","24.810000","27.130000","24.810000","27.130000","25.670000","65.360000","55.300000","82.700000","73.030000","68.770000","30.830000","99.100000","2.592178","9.500000","90.510000","53.960000","1.120013","-0.340464","0.181917","-0.209674","-0.105025","-0.049586","-0.277870","0.211268","","4766.925619","","281.286054","62.165285","51.040894","276.750938","172.379567","","82.553258","","98.518254","59.526510","64.447136","14.207728","11.831058"
"BPOPM","BPOPM","BPOP","","TP","7.000000","05/15/2025","12/1/2009","12/1/2034","0.130000","6.13%","27.200000","24.510000","69.37","Regionalbank","","58.000000","","","","","","24.850000","0.340000","-2.350000","25.390000","25.500000","-2.130000","-2.560000","24.530000","26.110000","24.380000","26.250000","24.800000","103.810000","78.230000","107.310000","93.880000","90.440000","34.050000","107.310000","7.201300","7.000000","56.070000","26.400000","2.048752","-0.032616","0.326985","-0.032616","0.105773","0.147833","0.851436","2.932197","","25.805786","","25.870042","82.695839","66.835973","606.735353","615.762894","","1.441489","","9.968811","78.855331","84.081442","29.955983","39.689988"
"C PRN","C-N","C","FF","","10.000000","07/25/2025","10/30/2015","10/30/2040","0.680000","7.88%","","","1868.19","Bank","","39.000000","","","","","","29.250000","","","29.820000","29.930000","-1.920000","-2.280000","28.360000","31.340000","27.820000","31.340000","28.860000","76.490000","53.510000","84.740000","71.120000","69.940000","38.170000","84.740000","142.897853","10.000000","78.480000","38.060000","1.003930","-0.097357","0.429452","-0.097357","0.075506","0.093652","-0.025357","1.009721","","27.332172","","27.512196","79.747997","62.501042","307.561686","302.489942","","1.467603","","10.538124","76.080038","78.692843","15.678147","20.006232"
"CCIA","CCIA","CCIF","","Term","8.000000","05/19/2025","10/31/2025","10/31/2028","0.180000","8.75%","","","15.39","Cef","","62.000000","","","","","","25.600000","","","25.680000","25.800000","-0.290000","-0.780000","25.000000","27.790000","24.100000","27.790000","25.540000","6.420000","5.950000","8.800000","8.180000","7.770000","5.950000","10.950000","0.098804","8.000000","","","0.078992","-0.413699","0.078992","-0.270455","-0.215159","-0.173745","","","3.219837","4234.139146","3.219837","257.250086","51.438919","41.107115","","","55.619018","73.438270","55.619018","90.185293","49.428000","52.098805","",""
"CFG PRH","CFG-H","CFG","","","10.500000","06/20/2025","7/6/2029","NONE","0.460000","7.38%","","","433.40","Regionalbank","","4.000000","","","","","","25.980000","","","","","","","24.950000","27.690000","24.950000","27.690000","25.540000","40.330000","32.600000","49.250000","44.740000","40.860000","22.530000","57.000000","17.479022","10.500000","38.490000","17.520000","0.790058","-0.292456","0.237117","-0.181117","-0.098570","-0.012971","0.047805","1.301941","","5116.187912","","257.469415","62.794044","53.970348","332.525364","350.107899","","88.528488","","90.261332","60.118466","68.088638","16.869520","22.998192"
