"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"ACGLN","ACGL","","12","12/13/2024","","","0.280000","4.55%","21.700000","16.620000","c450","16.750000","0.130000","-4.950000","17.540000","18.940000","-4.500000","-11.580000","16.440000","20.990000","16.440000","21.220000","85.000000","16.730000","90.890000","82.490000","116.470000","90.530000","95.280000","26.220000","116.470000","34.100000","12.000000","46.780000","25.970000","2.466438","-0.219627","0.101831","-0.219627","0.003977","-0.046075","0.942924","2.499807","90.000000","70.233537","18.146442","70.233537","1.005050","-1.143561","109.439569","126.021386","87.949671","97.528038","3.425378","45.628748","62.841455","48.011547","51.590894","43.362590","-0.219627","-0.219627","0.101831","2.466438","2.466438","41.117840","0.101831","18.952163","70.233537","-0.046075","0.003977","-0.042098","70.242500","50.500000","66.992660","37.721799","48.638823","36.648670","49.210975","67.435696","54.668748","<1B USD"
"ACGLO","ACGL","","11.5","12/13/2024","","","0.340000","5.45%","24.930000","19.340000","c550","20.140000","0.800000","-4.790000","20.900000","22.130000","-3.630000","-9.000000","19.990000","23.910000","19.200000","24.500000","85.000000","20.120000","90.890000","82.490000","116.470000","90.530000","95.280000","26.220000","116.470000","34.100000","12.000000","46.780000","25.970000","2.466438","-0.219627","0.101831","-0.219627","0.003977","-0.046075","0.942924","2.499807","90.000000","70.233537","18.146442","70.233537","1.005050","-1.143561","109.439569","126.021386","87.949671","97.528038","3.425378","45.628748","62.841455","48.011547","51.590894","43.362590","-0.219627","-0.219627","0.101831","2.466438","2.466438","41.117840","0.101831","18.952163","70.233537","-0.046075","0.003977","-0.042098","70.242500","50.500000","66.992660","37.721799","48.638823","36.648670","49.210975","67.435696","54.668748","<1B USD"
"ACP PRA","ACP","","15","12/16/2024","","","0.330000","5.25%","24.610000","21.470000","c525","20.800000","-0.670000","-3.810000","21.490000","23.010000","-3.210000","-9.600000","20.210000","25.000000","19.650000","26.330000","88.000000","20.790000","5.910000","4.920000","7.000000","5.930000","5.920000","4.920000","12.410000","0.741530","15.000000","11.650000","6.700000","0.201220","-0.523771","0.201220","-0.155714","-0.003373","-0.001689","-0.492704","-0.117910","26.097561","42.860596","26.097561","75.985714","0.814689","-0.033536","12.627593","13.063347","56.274237","57.332362","75.582304","50.989035","61.710155","58.828475","6.837388","5.391296","-0.155714","-0.523771","0.201220","0.201220","0.201220","12.450412","0.201220","28.393888","59.423155","-0.001689","-0.003373","-0.005062","38.707650","80.200000","56.093709","28.822646","37.400092","28.561843","38.572832","66.444269","64.100551","<1B USD"
"ADC PRA","ADC","","11","10/22/2024","","","0.270000","4.25%","20.920000","15.830000","c425","17.130000","1.300000","-3.790000","17.490000","18.460000","-2.040000","-7.220000","16.960000","21.940000","15.710000","21.940000","33.000000","16.960000","74.550000","60.420000","79.650000","73.310000","77.160000","52.690000","80.440000","8.200000","11.000000","77.460000","52.710000","0.414879","-0.073222","0.233863","-0.064030","0.016914","-0.033826","-0.037568","0.414343","43.190359","83.409995","28.709037","84.237288","1.340168","-0.837231","41.594963","36.030781","65.303243","6.677274","78.093454","95.226175","64.833034","50.996654","20.228204","13.111890","-0.064030","-0.073222","0.233863","0.414879","0.414879","15.154382","0.233863","31.494940","83.823642","-0.033826","0.016914","-0.016911","56.400000","40.600000","65.321929","43.530620","55.974778","44.764129","59.886784","69.181039","57.271607","<1B USD"
"AEFC","AEG","BB","12.5","11/29/2024","12/15/2024","","0.320000","5.10%","24.320000","18.560000","c500","19.400000","0.840000","-4.920000","20.130000","21.080000","-3.640000","-7.970000","18.610000","22.830000","18.240000","22.900000","71.000000","19.330000","6.940000","5.420000","7.320000","5.830000","6.570000","2.310000","138.840100","10.990000","12.500000","","","2.004329","-0.950014","0.280443","-0.051913","0.190395","0.056317","","","90.000000","10.000000","32.435424","85.327869","5.833656","1.417114","","","85.300508","1.000000","81.143096","93.255403","91.537478","72.964708","","","-0.051913","-0.950014","0.280443","2.004329","2.004329","35.269631","0.280443","35.919917","47.663934","0.056317","0.190395","0.246711","60.420750","55.450000","55.766404","0.000000","1.000000","0.000000","1.000000","92.583774","76.426618","<1B USD"
"AFGB","AFG","BB","11.5","12/13/2024","","","0.370000","5.88%","26.830000","21.400000","c575","20.740000","-0.660000","-6.090000","21.740000","23.270000","-4.600000","-10.880000","20.660000","25.240000","20.660000","25.270000","85.000000","20.720000","123.870000","114.730000","150.190000","137.910000","126.520000","56.730000","152.290000","10.350000","11.500000","112.940000","51.160000","1.183501","-0.186618","0.079665","-0.175245","-0.101806","-0.020945","0.096777","1.421228","90.000000","73.204413","16.373224","74.227978","-1.734923","-0.515107","50.890879","79.479214","78.583777","89.783735","2.854903","47.714547","46.558012","54.135685","24.525449","27.717254","-0.175245","-0.186618","0.079665","1.183501","1.183501","24.881655","0.079665","16.846518","73.716195","-0.020945","-0.101806","-0.122751","60.148750","45.550000","64.799391","48.903802","62.760565","44.359170","59.354064","53.165520","60.008680","<1B USD"
"AFGC","AFG","BB","11.5","11/29/2024","","","0.320000","5.13%","26.220000","18.460000","c500","18.350000","-0.110000","-7.870000","19.290000","20.780000","-4.890000","-11.690000","18.010000","23.420000","18.010000","23.420000","71.000000","18.280000","123.870000","114.730000","150.190000","137.910000","126.520000","56.730000","152.290000","10.350000","11.500000","112.940000","51.160000","1.183501","-0.186618","0.079665","-0.175245","-0.101806","-0.020945","0.096777","1.421228","90.000000","73.204413","16.373224","74.227978","-1.734923","-0.515107","50.890879","79.479214","78.583777","89.783735","2.854903","47.714547","46.558012","54.135685","24.525449","27.717254","-0.175245","-0.186618","0.079665","1.183501","1.183501","24.881655","0.079665","16.846518","73.716195","-0.020945","-0.101806","-0.122751","60.148750","45.550000","64.799391","48.903802","62.760565","44.359170","59.354064","53.165520","60.008680","<1B USD"
"AFGD","AFG","BB","11.5","11/15/2024","","","0.350000","5.63%","25.560000","20.360000","c550","20.030000","-0.330000","-5.530000","20.920000","22.780000","-4.270000","-12.070000","18.190000","25.610000","18.190000","25.610000","57.000000","19.900000","123.870000","114.730000","150.190000","137.910000","126.520000","56.730000","152.290000","10.350000","11.500000","112.940000","51.160000","1.183501","-0.186618","0.079665","-0.175245","-0.101806","-0.020945","0.096777","1.421228","90.000000","73.204413","16.373224","74.227978","-1.734923","-0.515107","50.890879","79.479214","78.583777","89.783735","2.854903","47.714547","46.558012","54.135685","24.525449","27.717254","-0.175245","-0.186618","0.079665","1.183501","1.183501","24.881655","0.079665","16.846518","73.716195","-0.020945","-0.101806","-0.122751","60.148750","45.550000","64.799391","48.903802","62.760565","44.359170","59.354064","53.165520","60.008680","<1B USD"
"AFGE","AFG","BB","11.5","11/29/2024","","","0.280000","4.50%","22.310000","16.580000","c450","16.490000","-0.090000","-5.820000","17.110000","18.630000","-3.650000","-11.510000","16.110000","20.770000","16.110000","21.780000","71.000000","16.430000","123.870000","114.730000","150.190000","137.910000","126.520000","56.730000","152.290000","10.350000","11.500000","112.940000","51.160000","1.183501","-0.186618","0.079665","-0.175245","-0.101806","-0.020945","0.096777","1.421228","90.000000","73.204413","16.373224","74.227978","-1.734923","-0.515107","50.890879","79.479214","78.583777","89.783735","2.854903","47.714547","46.558012","54.135685","24.525449","27.717254","-0.175245","-0.186618","0.079665","1.183501","1.183501","24.881655","0.079665","16.846518","73.716195","-0.020945","-0.101806","-0.122751","60.148750","45.550000","64.799391","48.903802","62.760565","44.359170","59.354064","53.165520","60.008680","<1B USD"
"AGM PRD","AGM","","NR","12/27/2024","","","0.360000","5.70%","25.280000","21.040000","c550","21.640000","0.600000","-3.640000","22.030000","22.910000","-1.790000","-5.550000","20.920000","24.860000","20.260000","25.700000","9.000000","21.320000","184.250000","159.630000","217.600000","209.190000","194.260000","57.050000","217.600000","1.980000","","73.290000","43.020000","2.229623","-0.153263","0.154232","-0.153263","-0.119222","-0.051529","1.513986","3.282892","90.000000","76.206342","22.338533","76.206342","-2.186039","-1.279962","148.953833","159.812519","86.660488","93.662925","71.175088","51.400043","43.877065","46.682349","69.857248","54.721614","-0.153263","-0.153263","0.154232","2.229623","2.229623","38.120836","0.154232","23.930150","76.206342","-0.051529","-0.119222","-0.170751","42.450000","","","42.815987","55.072270","42.117608","56.405312","50.816042","53.509756","<1B USD"
"AGM PRE","AGM","","NR","12/27/2024","","","0.360000","5.75%","24.900000","21.550000","c550","21.350000","-0.200000","-3.550000","22.140000","23.050000","-3.590000","-7.370000","21.260000","24.740000","20.310000","24.930000","9.000000","21.030000","184.250000","159.630000","217.600000","209.190000","194.260000","57.050000","217.600000","1.980000","","73.290000","43.020000","2.229623","-0.153263","0.154232","-0.153263","-0.119222","-0.051529","1.513986","3.282892","90.000000","76.206342","22.338533","76.206342","-2.186039","-1.279962","148.953833","159.812519","86.660488","93.662925","71.175088","51.400043","43.877065","46.682349","69.857248","54.721614","-0.153263","-0.153263","0.154232","2.229623","2.229623","38.120836","0.154232","23.930150","76.206342","-0.051529","-0.119222","-0.170751","42.450000","","","42.815987","55.072270","42.117608","56.405312","50.816042","53.509756","<1B USD"
"AGM PRF","AGM","","NR","12/27/2024","","","0.330000","5.25%","22.500000","19.900000","c525","19.290000","-0.610000","-3.210000","20.410000","21.220000","-5.490000","-9.110000","19.290000","23.390000","17.820000","23.990000","9.000000","18.990000","184.250000","159.630000","217.600000","209.190000","194.260000","57.050000","217.600000","1.980000","","73.290000","43.020000","2.229623","-0.153263","0.154232","-0.153263","-0.119222","-0.051529","1.513986","3.282892","90.000000","76.206342","22.338533","76.206342","-2.186039","-1.279962","148.953833","159.812519","86.660488","93.662925","71.175088","51.400043","43.877065","46.682349","69.857248","54.721614","-0.153263","-0.153263","0.154232","2.229623","2.229623","38.120836","0.154232","23.930150","76.206342","-0.051529","-0.119222","-0.170751","42.450000","","","42.815987","55.072270","42.117608","56.405312","50.816042","53.509756","<1B USD"
"AGM PRG","AGM","","NR","12/27/2024","","","0.300000","4.88%","21.800000","18.200000","c475","18.030000","-0.170000","-3.770000","19.010000","19.830000","-5.130000","-9.100000","17.880000","22.370000","17.160000","22.370000","9.000000","17.760000","184.250000","159.630000","217.600000","209.190000","194.260000","57.050000","217.600000","1.980000","","73.290000","43.020000","2.229623","-0.153263","0.154232","-0.153263","-0.119222","-0.051529","1.513986","3.282892","90.000000","76.206342","22.338533","76.206342","-2.186039","-1.279962","148.953833","159.812519","86.660488","93.662925","71.175088","51.400043","43.877065","46.682349","69.857248","54.721614","-0.153263","-0.153263","0.154232","2.229623","2.229623","38.120836","0.154232","23.930150","76.206342","-0.051529","-0.119222","-0.170751","42.450000","","","42.815987","55.072270","42.117608","56.405312","50.816042","53.509756","<1B USD"
"AHH PRA","AHH","","NR","1/2/2025","","","0.420000","6.75%","26.430000","20.500000","c675","21.850000","1.350000","-4.580000","21.930000","22.490000","-0.380000","-2.850000","19.880000","25.760000","19.520000","25.760000","15.000000","21.500000","6.860000","6.100000","12.460000","10.830000","7.650000","6.100000","15.800000","0.695240","","18.520000","8.200000","0.124590","-0.565823","0.124590","-0.449438","-0.366574","-0.103268","-0.629590","-0.163415","19.967213","39.075949","19.967213","49.550562","-10.741222","-2.573890","0.787924","11.099780","3.231617","51.774813","4.011152","1.844278","7.001426","34.073331","1.364236","4.731235","-0.449438","-0.565823","0.124590","0.124590","0.124590","11.480631","0.124590","21.114276","44.313256","-0.103268","-0.366574","-0.469842","38.476200","","","30.830171","39.935394","29.294235","39.536287","6.259416","42.515342","<1B USD"
"AIZN","AIZ","BB","10","12/27/2024","","","0.330000","5.25%","24.000000","17.740000","c525","19.520000","1.780000","-4.480000","19.700000","20.950000","-0.930000","-6.800000","18.010000","23.140000","17.700000","23.140000","9.000000","19.220000","198.170000","160.120000","230.550000","213.120000","214.690000","96.710000","230.550000","10.050000","10.000000","137.110000","91.050000","1.049116","-0.140447","0.237634","-0.140447","-0.070148","-0.076948","0.445336","1.176496","90.000000","77.359792","29.010742","77.359792","-0.914935","-1.915666","75.009212","68.918740","77.049916","95.153450","78.361396","53.548806","51.431134","40.487573","35.674689","24.167309","-0.140447","-0.140447","0.237634","1.049116","1.049116","23.180949","0.237634","31.853206","77.359792","-0.076948","-0.070148","-0.147096","60.021250","30.700000","63.280188","51.997921","66.668125","53.130301","70.892404","57.436134","48.108229","<1B USD"
"ALL PRH","ALL","","12","12/27/2024","","","0.320000","5.10%","24.780000","18.740000","c500","20.890000","2.150000","-3.890000","21.210000","22.250000","-1.500000","-6.120000","19.370000","24.970000","18.380000","24.970000","9.000000","20.600000","198.920000","156.660000","213.180000","193.400000","210.100000","84.970000","213.180000","52.680000","12.000000","123.950000","73.870000","1.341062","-0.066892","0.269756","-0.066892","0.028542","-0.053213","0.604841","1.692839","90.000000","83.979735","31.580493","83.979735","1.641342","-1.322074","86.046058","91.199604","80.175586","6.644477","80.489462","95.684863","66.622885","46.271982","40.776719","31.657110","-0.066892","-0.066892","0.269756","1.341062","1.341062","26.875662","0.269756","34.904711","83.979735","-0.053213","0.028542","-0.024671","77.428800","50.500000","75.568721","50.360879","64.600706","49.722129","66.408985","70.749595","53.151936","<1B USD"
"ALL PRI","ALL","","12","12/27/2024","","","0.300000","4.75%","24.920000","17.850000","c475","19.160000","1.310000","-5.760000","19.690000","20.920000","-2.700000","-8.430000","18.560000","24.490000","17.500000","24.490000","9.000000","18.890000","198.920000","156.660000","213.180000","193.400000","210.100000","84.970000","213.180000","52.680000","12.000000","123.950000","73.870000","1.341062","-0.066892","0.269756","-0.066892","0.028542","-0.053213","0.604841","1.692839","90.000000","83.979735","31.580493","83.979735","1.641342","-1.322074","86.046058","91.199604","80.175586","6.644477","80.489462","95.684863","66.622885","46.271982","40.776719","31.657110","-0.066892","-0.066892","0.269756","1.341062","1.341062","26.875662","0.269756","34.904711","83.979735","-0.053213","0.028542","-0.024671","77.428800","50.500000","75.568721","50.360879","64.600706","49.722129","66.408985","70.749595","53.151936","<1B USD"
"AMH PRG","AMH","","9","12/13/2024","","","0.370000","5.88%","25.470000","21.430000","c575","22.730000","1.300000","-2.740000","23.060000","23.410000","-1.450000","-2.880000","21.760000","25.340000","21.100000","25.340000","85.000000","22.710000","36.400000","31.680000","41.410000","36.900000","36.000000","26.220000","44.070000","13.470000","9.000000","28.300000","19.530000","0.388253","-0.174041","0.148990","-0.120985","-0.013550","0.011111","0.286219","0.863799","41.060259","74.336283","21.919192","79.111326","0.551072","0.286583","63.999215","55.425438","64.469149","91.246375","4.639138","56.811740","60.143501","61.947957","30.585071","19.631482","-0.120985","-0.174041","0.148990","0.388253","0.388253","14.817414","0.148990","23.432195","76.723804","0.011111","-0.013550","-0.002439","61.474750","20.800000","60.359150","33.435694","43.225906","34.225931","46.023886","65.071314","66.820579","<1B USD"
"AMH PRH","AMH","","9","12/13/2024","","","0.390000","6.25%","25.850000","22.380000","c625","23.450000","1.070000","-2.400000","24.150000","24.320000","-2.900000","-3.560000","22.700000","25.490000","21.740000","26.250000","85.000000","23.430000","36.400000","31.680000","41.410000","36.900000","36.000000","26.220000","44.070000","13.470000","9.000000","28.300000","19.530000","0.388253","-0.174041","0.148990","-0.120985","-0.013550","0.011111","0.286219","0.863799","41.060259","74.336283","21.919192","79.111326","0.551072","0.286583","63.999215","55.425438","64.469149","91.246375","4.639138","56.811740","60.143501","61.947957","30.585071","19.631482","-0.120985","-0.174041","0.148990","0.388253","0.388253","14.817414","0.148990","23.432195","76.723804","0.011111","-0.013550","-0.002439","61.474750","20.800000","60.359150","33.435694","43.225906","34.225931","46.023886","65.071314","66.820579","<1B USD"
"ASB PRE","ASB","","10","12/2/2024","","","0.370000","5.88%","25.100000","16.770000","c575","19.820000","3.050000","-5.280000","20.600000","21.370000","-3.770000","-7.250000","19.250000","23.740000","16.200000","23.750000","74.000000","19.750000","22.820000","18.320000","28.180000","25.100000","22.220000","11.780000","28.180000","3.780000","10.000000","20.280000","11.700000","0.937182","-0.190206","0.245633","-0.190206","-0.090837","0.027003","0.125247","0.950427","84.974533","72.881476","29.650655","72.881476","-1.450807","0.684011","52.860810","59.163556","75.615287","89.366427","78.916315","45.206147","48.246492","65.820799","25.436094","20.888065","-0.190206","-0.190206","0.245633","0.937182","0.937182","21.764367","0.245633","32.613084","72.881476","0.027003","-0.090837","-0.063834","46.950000","30.700000","55.060720","31.319543","40.553421","30.924061","41.680307","54.645239","70.197498","<1B USD"
"ASB PRF","ASB","","10","12/2/2024","","","0.350000","5.63%","25.250000","16.400000","c550","19.200000","2.800000","-6.050000","19.750000","20.450000","-2.780000","-6.120000","18.510000","22.610000","15.190000","22.910000","74.000000","19.140000","22.820000","18.320000","28.180000","25.100000","22.220000","11.780000","28.180000","3.780000","10.000000","20.280000","11.700000","0.937182","-0.190206","0.245633","-0.190206","-0.090837","0.027003","0.125247","0.950427","84.974533","72.881476","29.650655","72.881476","-1.450807","0.684011","52.860810","59.163556","75.615287","89.366427","78.916315","45.206147","48.246492","65.820799","25.436094","20.888065","-0.190206","-0.190206","0.245633","0.937182","0.937182","21.764367","0.245633","32.613084","72.881476","0.027003","-0.090837","-0.063834","46.950000","30.700000","55.060720","31.319543","40.553421","30.924061","41.680307","54.645239","70.197498","<1B USD"
"ATH PRB","-","","11","12/13/2024","","","0.350000","5.63%","25.260000","18.000000","c550","19.270000","1.270000","-5.990000","19.820000","21.160000","-2.750000","-8.950000","18.340000","23.530000","16.660000","23.530000","85.000000","19.250000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ATH PRD","-","","11","12/13/2024","","","0.300000","4.88%","21.690000","15.240000","c475","16.580000","1.340000","-5.110000","17.160000","18.370000","-3.390000","-9.740000","15.860000","20.610000","15.190000","20.610000","85.000000","16.560000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"AXS PRE","AXS","","11.5","12/26/2024","","","0.340000","5.50%","24.040000","19.260000","c550","20.410000","1.150000","-3.630000","20.610000","21.490000","-0.970000","-5.010000","19.450000","23.660000","18.770000","23.660000","8.000000","20.100000","102.990000","68.020000","107.190000","92.520000","95.590000","36.680000","107.190000","8.100000","11.500000","65.160000","38.160000","1.807797","-0.039183","0.514113","-0.039183","0.113165","0.077414","0.580571","1.698899","90.000000","86.473552","51.129080","86.473552","3.833247","1.944732","84.366725","91.461127","83.983474","6.498474","91.412811","91.133537","79.649202","78.106217","40.000410","31.745022","-0.039183","-0.039183","0.514113","1.807797","1.807797","32.782426","0.514113","58.118093","86.473552","0.077414","0.113165","0.190579","56.200000","45.550000","67.346892","41.361080","53.234869","40.676710","54.509823","82.165352","80.909749","<1B USD"
"BAC PRB","BAC","","11","10/29/2024","6/16/2023","","0.380000","6.00%","25.690000","23.020000","c600","24.500000","1.480000","-1.190000","24.770000","25.060000","-1.090000","-2.220000","24.040000","25.630000","22.300000","25.630000","40.000000","24.290000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRK","BAC","","11","1/2/2025","","","0.370000","5.88%","25.680000","22.000000","c575","23.880000","1.880000","-1.800000","24.340000","24.770000","-1.880000","-3.610000","23.350000","25.340000","21.510000","25.430000","15.000000","23.570000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRM","BAC","","11","12/2/2024","","","0.340000","5.38%","25.180000","20.700000","c525","21.200000","0.500000","-3.980000","22.270000","23.170000","-4.800000","-8.510000","20.830000","24.880000","20.540000","24.880000","74.000000","21.140000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRN","BAC","","11","12/2/2024","","","0.310000","5.00%","23.900000","19.250000","c500","19.740000","0.490000","-4.160000","20.660000","21.770000","-4.450000","-9.310000","19.370000","24.040000","19.000000","24.040000","74.000000","19.680000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRO","BAC","","11","10/15/2024","11/3/2025","","0.270000","4.38%","21.390000","16.540000","c425","17.400000","0.860000","-3.990000","18.160000","19.260000","-4.200000","-9.640000","17.140000","21.540000","16.350000","21.540000","26.000000","17.210000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRP","BAC","","11","10/15/2024","","","0.260000","4.12%","20.800000","15.570000","c400","16.440000","0.870000","-4.360000","17.170000","18.200000","-4.260000","-9.680000","16.170000","20.580000","15.400000","20.580000","26.000000","16.260000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRQ","BAC","","11","11/1/2024","","","0.270000","4.25%","20.460000","16.110000","c425","16.840000","0.730000","-3.620000","17.600000","18.620000","-4.300000","-9.580000","16.560000","21.000000","15.980000","21.000000","43.000000","16.700000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BAC PRS","BAC","","11","11/1/2024","","","0.300000","4.75%","22.490000","18.240000","c475","18.870000","0.630000","-3.620000","19.700000","20.830000","-4.200000","-9.420000","18.550000","23.440000","17.820000","23.440000","43.000000","18.710000","44.090000","33.060000","48.080000","45.050000","41.440000","22.390000","50.110000","332.080000","11.000000","34.690000","19.670000","0.969183","-0.120136","0.333636","-0.082987","-0.021310","0.063948","0.270971","1.241484","87.534614","79.187787","36.690865","82.531198","0.350085","1.607962","62.944164","71.723062","76.042090","97.515644","84.072947","98.218580","58.949048","74.824482","30.097351","25.109993","-0.082987","-0.120136","0.333636","0.969183","0.969183","22.169356","0.333636","40.973130","80.859492","0.063948","-0.021310","0.042638","92.201333","40.600000","78.039507","35.002243","45.204300","34.281175","46.096558","64.024542","78.048245","<1B USD"
"BCV PRA","BCV","","16","12/16/2024","","","0.340000","5.39%","24.690000","22.150000","c525","21.950000","-0.200000","-2.740000","22.260000","22.940000","-1.390000","-4.310000","21.510000","24.710000","21.510000","25.260000","88.000000","21.940000","18.170000","15.200000","18.790000","18.180000","17.460000","14.090000","36.330000","0.106510","16.000000","26.830000","18.270000","0.289567","-0.499862","0.195395","-0.032996","-0.000550","0.040664","-0.322773","-0.005473","33.165366","45.012386","25.631579","87.030335","0.887801","1.025672","27.325431","17.915154","60.795018","60.492149","75.093194","90.082481","62.144653","69.150202","13.631793","7.022250","-0.032996","-0.499862","0.195395","0.289567","0.289567","13.568493","0.195395","27.840547","66.021361","0.040664","-0.000550","0.040114","35.532550","90.100000","59.606666","33.060989","42.752691","33.723167","45.362504","66.825046","73.100566","<1B USD"
