"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"CIM PRB","CIM-B","CIM","FF","","8.00","06/02/2025","3/30/2024","NONE","0.65","8.00%","","","80.92","Reit","","64.00","","","","","","24.92","","","24.36","24.75","2.31","0.69","21.60","25.59","19.64","25.59","24.73","3.13","-0.86","42.32","43.37","49.32","18.56","-0.86","5.09","18.27","56.68","26209.00","33505.00","23464.00","27726.00","38.27","52.39","62.26","87.65","43.66","1.00"
"CIM PRC","CIM-C","CIM","NFF","","8.00","06/02/2025","9/30/2025","NONE","0.48","7.75%","","","80.92","Reit","","64.00","","","","","","22.90","","","22.69","22.86","0.92","0.16","20.26","24.60","17.11","24.60","22.76","2.50","-1.84","47.20","45.31","57.13","28.80","-1.84","5.65","28.16","53.01","17170.00","15521.00","10970.00","14554.00","38.27","52.39","62.26","87.65","45.57","1.00"
"CIM PRD","CIM-D","CIM","FF","","8.00","06/02/2025","3/30/2024","NONE","0.64","8.00%","","","80.92","Reit","","64.00","","","","","","24.44","","","24.08","24.47","1.49","-0.12","20.77","25.21","19.60","25.25","24.26","3.49","-0.95","45.20","46.34","44.85","19.50","-0.99","4.66","19.58","59.49","19854.00","18792.00","14190.00","17612.00","38.27","52.39","62.26","87.65","45.37","1.00"
"CIMN","CIMN","CIM","","BB","8.00","07/30/2025","5/15/2026","5/15/2029","0.56","9.00%","","","80.92","Reit","","32.00","","","","","","25.15","","","24.90","25.14","1.01","0.05","23.62","25.74","23.62","25.85","24.79","1.17","-0.95","46.88","45.72","73.63","19.50","-1.06","1.17","20.29","82.34","9683.00","8971.00","6582.00","8412.00","39.04","52.39","62.26","87.65","45.37","1.00"
"CIMO","CIMO","CIM","","","8.00","07/30/2025","8/15/2026","8/15/2029","0.58","9.25%","","","80.92","Reit","","32.00","","","","","","25.43","","","","","","","24.12","25.99","24.12","26.25","25.06","0.94","-0.93","52.18","51.93","76.48","19.30","-1.19","0.94","21.60","83.85","13154.00","11111.00","3401.00","9222.00","38.27","52.39","62.26","87.65","49.87","1.00"
"CMRE PRB","CMRE-B","CMRE","","","8.00","07/10/2025","8/6/2018","NONE","0.48","7.63%","25.18","24.82","119.96","Marineshipping","","12.00","","","","","","25.01","0.19","-0.17","25.32","25.64","-1.23","-2.46","24.02","26.25","22.13","28.16","24.59","0.57","-1.66","54.73","54.94","81.07","26.92","-3.57","2.46","45.61","73.90","1915.00","2455.00","2957.00","2442.00","44.00","","","","52.82","1.00"
"CMRE PRC","CMRE-C","CMRE","","","8.00","07/10/2025","1/21/2019","NONE","0.53","8.50%","25.32","25.17","119.96","Marineshipping","","12.00","","","","","","25.98","0.81","0.66","25.85","26.08","0.50","-0.40","25.05","26.94","24.50","27.19","25.52","0.47","-1.42","48.67","47.37","82.31","24.41","-1.67","1.02","26.44","83.32","3359.00","4018.00","3468.00","3615.00","44.00","","","","47.44","1.00"
"CMRE PRD","CMRE-D","CMRE","","","8.00","07/10/2025","5/13/2020","NONE","0.55","8.75%","25.83","25.07","119.96","Marineshipping","","12.00","","","","","","26.31","1.24","0.48","26.25","26.31","0.23","0.01","24.54","27.25","24.54","27.29","25.83","1.29","-1.42","49.61","45.87","72.14","24.41","-1.46","1.29","24.33","81.55","3081.00","2895.00","1947.00","2641.00","44.00","","","","47.16","1.00"
"CNOBP","CNOBP","CNOB","NFF","","8.00","05/15/2025","9/1/2026","NONE","0.33","5.25%","","","38.47","Regionalbank","","46.00","","","","","","22.87","","","22.53","21.76","1.50","5.10","20.60","23.42","15.62","23.42","22.71","2.11","-0.71","45.16","27.16","61.97","17.00","-0.71","7.09","16.76","43.58","5187.00","6016.00","3288.00","4831.00","42.85","","","","37.80","1.00"
"CODI PRA","CODI-A","CODI","","","8.00","06/17/2025","7/30/2022","NONE","0.45","7.25%","25.08","22.03","75.24","Conglomerates","","79.00","","","","","","17.23","-4.80","-7.85","19.42","22.55","-11.29","-23.58","10.88","24.88","10.88","26.06","17.18","6.30","-7.70","90.00","51.93","10.00","90.00","-8.88","6.30","","48.76","12805.00","16087.00","14586.00","14493.00","24.54","","","","62.59","1.00"
"CODI PRB","CODI-B","CODI","FF","","8.00","06/17/2025","4/30/2028","NONE","0.49","7.88%","26.85","23.50","75.24","Conglomerates","","79.00","","","","","","18.59","-4.91","-8.26","20.31","22.98","-8.47","-19.12","12.75","24.60","12.75","26.50","18.53","5.78","-6.07","80.11","51.93","16.45","72.98","-7.97","5.78","90.00","52.16","45964.00","54528.00","43164.00","47885.00","24.54","","","","60.72","1.00"
"CODI PRC","CODI-C","CODI","FF","","8.00","06/17/2025","1/30/2025","NONE","0.49","7.88%","25.79","23.89","75.24","Conglomerates","","79.00","","","","","","18.60","-5.29","-7.19","20.39","23.05","-8.78","-19.32","12.44","25.18","12.44","25.91","18.54","6.10","-6.64","81.20","51.93","12.48","78.93","-7.37","6.10","83.95","50.07","46935.00","55191.00","48129.00","50085.00","24.54","","","","61.29","1.00"
"CRBD","CRBD","CRBG","","","11.00","05/30/2025","12/15/2029","12/15/2064","0.40","6.38%","","","550.13","Assetmanagement","","61.00","","","","","","23.13","","","","","","","19.76","31.75","19.76","31.75","23.00","3.24","-8.75","52.18","51.93","47.95","","-8.75","3.24","","68.79","103303.00","50039.00","50047.00","67796.00","65.18","","","","58.92","1.00"
"CSWCZ","CSWCZ","CSWC","","BB","8.00","07/15/2025","8/1/2025","8/1/2028","0.48","7.75%","","25.05","50.37","Assetmanagement","","17.00","","","","","","25.59","0.54","","25.55","25.70","0.16","-0.43","25.03","26.19","24.79","26.48","25.20","0.17","-0.99","49.86","47.48","86.03","19.92","-1.28","0.41","22.51","87.32","3280.00","3351.00","2069.00","2900.00","46.72","","","","48.46","1.00"
"CUBI PRF","CUBI-F","CUBI","FF","","8.00","05/30/2025","12/14/2021","NONE","0.59","6.00%","","","31.54","Regionalbank","","61.00","","","","","","25.62","","","25.44","25.40","0.73","0.88","23.90","25.99","22.20","25.99","25.43","1.53","-0.56","47.86","42.67","69.16","15.43","-0.56","3.23","15.25","68.85","4470.00","5061.00","5840.00","5124.00","44.35","58.82","56.18","78.22","45.40","1.00"
"DBRG PRH","DBRG-H","DBRG","","","8.00","07/10/2025","4/15/2020","NONE","0.45","7.13%","24.50","21.28","176.33","Assetmanagement","","12.00","","","","","","20.86","-0.42","-3.64","22.55","23.70","-7.50","-11.98","20.20","25.45","18.88","25.80","20.47","0.27","-4.98","76.71","89.93","84.79","61.59","-5.33","1.59","63.37","79.59","11153.00","13945.00","11017.00","12038.00","35.06","","","","74.42","1.00"
"DBRG PRI","DBRG-I","DBRG","","","8.00","07/10/2025","6/5/2022","NONE","0.45","7.15%","24.30","20.80","176.33","Assetmanagement","","12.00","","","","","","21.03","0.24","-3.26","22.58","23.72","-6.84","-11.31","20.30","25.63","18.59","25.86","20.65","0.35","-4.98","74.40","87.46","83.80","61.59","-5.21","2.06","62.16","76.51","23795.00","33792.00","32845.00","30144.00","35.06","","","","73.64","1.00"
"DBRG PRJ","DBRG-J","DBRG","","","8.00","07/10/2025","9/22/2022","NONE","0.45","7.13%","24.72","21.00","176.33","Assetmanagement","","12.00","","","","","","20.79","-0.21","-3.93","22.42","23.57","-7.26","-11.78","20.30","25.34","18.72","25.66","20.40","0.10","-4.94","75.87","89.19","86.90","61.17","-5.26","1.68","62.66","79.00","23326.00","30651.00","23551.00","25843.00","35.06","","","","74.65","1.00"
"DCOMG","DCOMG","DCOM","NFF","","10.00","06/30/2025","7/15/2029","7/15/2034","0.56","9.00%","","","43.64","Regionalbank","","2.00","","","","","","26.94","","","","","","","24.25","27.64","24.25","27.64","26.39","2.14","-1.25","52.18","51.93","61.60","22.64","-1.25","2.14","22.21","75.99","5622.00","7369.00","769.00","4586.00","46.79","33.68","41.01","90.91","51.29","1.00"
"DDT","DDT","DDS","","TP","10.50","07/11/2025","8/12/2003","8/1/2038","0.47","7.50%","27.00","25.40","15.68","Departmentstores","","13.00","","","","","","25.91","0.51","-1.09","25.95","25.89","-0.14","0.08","24.39","26.55","24.39","26.59","25.51","1.12","-1.04","50.91","45.61","74.25","20.44","-1.08","1.12","20.49","82.67","7300.00","8402.00","5547.00","7083.00","55.87","","","","50.22","1.00"
"DRH PRA","DRH-A","DRH","","","8.00","06/20/2025","8/31/2025","NONE","0.52","8.25%","27.00","24.87","205.53","Reit","","82.00","","","","","","24.98","0.11","-2.02","25.05","25.35","-0.26","-1.48","23.51","26.26","23.51","27.54","24.93","1.42","-1.33","51.33","51.34","70.53","23.47","-2.61","1.42","35.93","80.70","8284.00","8300.00","3248.00","6611.00","44.35","","","","50.35","1.00"
"DSX PRB","DSX-B","DSX","","","8.00","07/10/2025","3/14/2019","NONE","0.56","8.88%","25.80","25.16","115.77","Marineshipping","","12.00","","","","","","26.53","1.37","0.73","26.19","26.26","1.31","1.03","23.88","27.75","23.88","27.75","26.04","2.16","-1.71","45.83","42.12","61.35","27.44","-1.71","2.16","26.85","75.86","1830.00","1801.00","1897.00","1843.00","31.44","","","","41.58","1.00"
"DX PRC","DX-C","DX","NFF","","8.00","06/27/2025","4/25/2025","NONE","0.43","6.90%","","","107.00","Reit","","89.00","","","","","","25.72","","","25.46","25.24","1.01","1.90","24.56","25.76","21.48","25.76","25.72","1.16","-0.04","46.88","38.92","73.75","10.00","-0.04","4.24","10.00","62.24","10405.00","13588.00","6175.00","10056.00","45.25","","","","44.00","1.00"
"ECC PRD","ECC-D","ECC","","","8.00","05/12/2025","11/29/2026","NONE","0.14","6.75%","23.19","19.60","120.18","Cef","","43.00","","","","","","19.47","-0.13","-3.72","19.28","19.55","1.01","-0.42","18.08","20.42","18.08","21.45","19.40","1.32","-1.02","46.88","47.45","71.77","20.23","-2.05","1.32","30.28","81.36","26289.00","16439.00","11878.00","18202.00","40.08","","","","46.89","1.00"
"ECCC","ECCC","ECC","","","8.00","05/12/2025","6/16/2024","6/30/2031","0.14","6.50%","24.15","20.52","120.18","Cef","","43.00","","","","","","23.28","2.76","-0.87","22.78","22.91","2.21","1.63","21.87","24.89","20.24","24.89","23.21","1.34","-1.68","42.67","39.91","71.52","27.13","-1.68","2.97","26.54","70.56","3495.00","3771.00","3353.00","3539.00","40.08","","","","41.27","1.00"
"ECCF","ECCF","ECC","","Term","8.00","05/12/2025","1/18/2026","1/31/2029","0.17","8.00%","","","120.18","Cef","","43.00","","","","","","25.00","","","24.87","24.93","0.52","0.30","24.03","25.50","24.03","25.55","24.91","0.88","-0.59","48.60","44.80","77.22","15.74","-0.64","0.88","16.05","84.24","5477.00","4623.00","4361.00","4821.00","40.08","","","","45.68","1.00"
"ECCU","ECCU","ECC","","","8.00","05/12/2025","6/30/2027","4/30/2030","0.15","7.75%","","","120.18","Cef","","43.00","","","","","","24.68","","","","","","","23.89","25.45","23.89","25.45","24.60","0.71","-0.85","52.18","51.93","79.33","18.46","-0.85","0.71","18.17","85.35","17000.00","15909.00","7070.00","13326.00","40.08","","","","50.49","1.00"
"ECCV","ECCV","ECC","","BB","8.00","06/13/2025","1/31/2025","1/31/2029","0.34","5.38%","22.84","21.11","120.18","Cef","","75.00","","","","","","23.07","1.96","0.23","22.96","22.90","0.48","0.76","21.94","23.53","21.03","23.53","23.01","1.07","-0.52","48.74","43.11","74.87","15.01","-0.52","1.98","14.84","77.04","3081.00","3679.00","2004.00","2921.00","40.88","","","","45.10","1.00"
"ECCW","ECCW","ECC","","BB","8.00","06/13/2025","3/29/2024","3/31/2031","0.42","6.75%","24.50","21.90","120.18","Cef","","75.00","","","","","","23.49","1.59","-1.01","23.50","24.11","-0.06","-2.59","22.28","24.90","21.44","25.21","23.42","1.14","-1.48","50.63","55.42","74.00","25.04","-1.79","1.98","27.65","77.04","2730.00","3876.00","4360.00","3655.00","40.88","","","","50.82","1.00"
"ECCX","ECCX","ECC","","BB","8.00","06/12/2025","4/30/2021","4/30/2028","0.42","6.69%","24.91","23.24","120.18","Cef","","74.00","","","","","","24.56","1.32","-0.35","24.76","24.74","-0.80","-0.71","23.85","26.95","22.70","26.95","24.49","0.64","-2.46","53.23","48.51","80.20","35.27","-2.46","1.79","34.41","78.28","2542.00","3157.00","1364.00","2354.00","40.88","","","","49.02","1.00"
"EFC PRA","EFC-A","EFC","FF","","8.00","06/27/2025","10/30/2024","NONE","0.61","6.75%","","","94.36","Reit","","89.00","","","","","","25.24","","","24.95","24.98","1.15","1.02","21.50","25.54","20.77","25.54","25.23","3.73","-0.31","46.39","42.15","41.88","12.82","-0.31","4.46","12.72","60.80","12443.00","10586.00","6886.00","9972.00","46.97","","","","45.43","1.00"
"EFC PRB","EFC-B","EFC","NFF","","8.00","06/27/2025","1/30/2027","NONE","0.39","6.25%","","","94.36","Reit","","89.00","","","","","","22.91","","","22.78","22.44","0.58","2.11","20.29","23.75","18.35","23.75","22.91","2.62","-0.84","48.39","38.15","55.64","18.36","-0.84","4.56","18.07","60.15","5567.00","6647.00","7727.00","6647.00","46.97","","","","44.43","1.00"
"EFC PRC","EFC-C","EFC","NFF","","8.00","06/27/2025","4/30/2028","","0.54","8.63%","","","94.36","Reit","","89.00","","","","","","25.20","","","24.84","25.02","1.45","0.70","22.68","26.25","21.31","26.25","25.19","2.51","-1.06","45.34","43.33","57.01","20.65","-1.06","3.88","20.29","64.60","1997.00","2135.00","2605.00","2246.00","46.97","","","","45.00","1.00"
"EFC PRD","EFC-D","EFC","","","8.00","06/18/2025","5/12/2022","NONE","0.44","7.00%","","","94.36","Reit","","80.00","","","","","","22.99","","","23.21","23.03","-0.95","-0.19","21.41","27.00","20.24","27.00","22.94","1.53","-4.06","53.75","46.60","69.16","51.98","-4.06","2.70","50.55","72.32","655.00","555.00","187.00","466.00","46.97","","","","49.56","1.00"
"EICA","EICA","EIC","","Term","8.00","05/12/2025","10/31/2023","10/30/2026","0.10","5.00%","23.25","22.68","21.14","Cef","","43.00","","","","","","24.38","1.70","1.13","24.21","23.88","0.69","2.09","23.51","24.60","22.29","24.60","24.33","0.82","-0.27","48.00","38.22","77.97","12.40","-0.27","2.04","12.32","76.64","3276.00","3111.00","1526.00","2638.00","43.30","","","","43.31","1.00"
"EICB","EICB","EIC","","Term","8.00","05/12/2025","7/31/2025","7/31/2028","0.16","7.75%","","24.42","21.14","Cef","","43.00","","","","","","24.93","0.51","","24.88","24.92","0.19","0.06","23.63","25.24","23.63","25.50","24.85","1.22","-0.39","49.75","45.68","73.01","13.66","-0.65","1.22","16.15","82.01","6354.00","6607.00","6159.00","6373.00","43.30","","","","47.23","1.00"
"EICC","EICC","EIC","","Term","8.00","05/12/2025","4/3/2026","4/30/2029","0.17","8.00%","","","21.14","Cef","","43.00","","","","","","25.04","","","25.01","25.02","0.12","0.07","23.75","25.25","23.75","25.45","24.95","1.20","-0.30","50.00","45.65","73.26","12.72","-0.50","1.20","14.64","82.14","18485.00","21729.00","18618.00","19610.00","43.30","","","","48.15","1.00"
"EIIA","EIIA","-","","","8.00","05/12/2025","10/31/2026","10/31/2029","0.17","8.13%","","","-","-","","43.00","","","","","","24.96","","","","","","","24.37","25.37","24.37","25.37","24.87","0.50","-0.50","52.18","51.93","81.94","14.80","-0.50","0.50","14.64","86.73","8732.00","6125.00","2892.00","5916.00","53.11","","","","52.63","1.00"
"ESGRO","ESGRO","-","","","9.00","05/15/2025","3/1/2024","NONE","0.44","7.00%","25.62","22.50","-","-","","46.00","","","","","","20.10","-2.40","-5.52","20.25","21.01","-0.75","-4.33","18.90","21.30","18.59","25.47","19.88","0.98","-1.42","53.05","61.81","75.98","24.41","-5.59","1.29","65.99","81.55","11966.00","8586.00","7159.00","9237.00","53.11","","","","57.14","1.00"
"ESGRP","ESGRP","-","","","9.00","05/15/2025","9/1/2028","NONE","0.44","7.00%","25.18","22.44","-","-","","46.00","","","","","","20.36","-2.08","-4.82","20.77","21.22","-1.96","-4.04","18.52","21.94","18.52","26.12","20.14","1.62","-1.80","57.29","60.75","68.05","28.38","-5.98","1.62","69.92","79.39","26273.00","19840.00","15742.00","20618.00","53.11","","","","59.13","1.00"
"ET PRI","ET-I","ETR","","","8.00","08/01/2025","Never","Never","0.21","9.25%","","","430.81","Utilities","","34.00","","","","","","11.39","","","11.51","11.62","-1.10","-1.99","10.50","12.19","9.28","12.19","11.25","0.75","-0.94","54.28","53.22","78.84","19.40","-0.94","1.97","19.08","77.10","62912.00","67529.00","42276.00","57572.00","64.95","79.01","52.25","93.88","59.59","1.00"
"F PRD","F-D","F","","BB","9.00","04/30/2025","8/15/2027","8/15/2062","0.40","6.50%","","20.79","3980.84","Automanufacturers","","31.00","","","","","","22.76","1.96","","22.38","24.23","1.65","-6.11","20.85","26.06","20.10","26.19","22.49","1.64","-3.57","44.64","68.36","67.80","46.87","-3.70","2.39","46.92","74.35","43914.00","55390.00","41479.00","46928.00","54.05","69.95","72.75","78.56","58.94","1.00"
"FCRX","FCRX","CCAP","","BB","8.00","05/30/2025","5/25/2023","5/25/2026","0.31","5.00%","","23.25","37.06","Assetmanagement","","61.00","","","","","","24.85","1.60","","24.73","24.50","0.48","1.43","24.22","25.00","22.50","25.00","24.75","0.53","-0.25","48.74","40.65","81.57","12.19","-0.25","2.25","12.12","75.27","7373.00","9107.00","14367.00","10282.00","44.24","","","","45.25","1.00"
"FGN","FGN","FG","","BB","11.00","05/30/2025","12/15/2028","12/15/2053","0.50","7.95%","","","134.94","Insurance","","61.00","","","","","","26.65","","","25.81","26.29","3.25","1.38","24.21","27.65","24.21","27.65","26.49","2.28","-1.16","39.03","40.83","59.86","21.70","-1.16","2.28","21.30","75.07","15920.00","14998.00","19918.00","16946.00","49.53","","","","42.91","1.00"
"FGSN","FGSN","FG","","","8.50","07/01/2025","1/15/2030","1/15/2065","0.46","7.30%","","","134.94","Insurance","","3.00","","","","","","24.17","","","","","","","20.51","25.02","20.51","25.02","23.73","3.22","-1.29","52.18","51.93","48.20","23.05","-1.29","3.22","22.61","68.92","22310.00","22521.00","16067.00","20299.00","48.56","","","","52.62","1.00"
"FHN PRB","FHN-B","FHN","FF","","8.50","07/17/2025","8/1/2025","NONE","0.42","6.63%","","","506.74","Regionalbank","","19.00","","","","","","25.66","","","25.22","25.10","1.75","2.22","24.42","25.70","20.58","25.77","25.33","0.91","-0.37","44.29","37.74","76.85","13.45","-0.44","4.75","14.04","58.90","7197.00","8455.00","21501.00","12385.00","56.40","56.06","63.12","85.32","44.87","1.00"
"FHN PRC","FHN-C","FHN","NFF","","8.50","07/17/2025","5/1/2026","NONE","0.41","6.60%","","","506.74","Regionalbank","","19.00","","","","","","25.19","","","25.06","25.04","0.50","0.61","23.95","25.75","19.11","25.77","24.87","0.92","-0.88","48.67","43.66","76.73","18.77","-0.90","5.76","18.68","52.29","2492.00","2162.00","2604.00","2419.00","56.40","56.06","63.12","85.32","48.36","1.00"
"FHN PRE","FHN-E","FHN","","","8.50","06/25/2025","10/10/2025","NONE","0.41","6.50%","","","506.74","Regionalbank","","87.00","","","","","","23.61","","","23.86","24.15","-1.05","-2.23","22.77","25.71","18.19","25.71","23.60","0.83","-2.11","54.10","54.10","77.84","31.62","-2.11","5.41","30.88","54.58","8139.00","7271.00","9522.00","8311.00","56.40","56.06","63.12","85.32","55.08","1.00"
"FITBI","FITBI","FITB","","","10.50","06/26/2025","12/31/2023","NONE","0.52","6.63%","","","667.97","Regionalbank","","88.00","","","","","","25.34","","","25.56","25.70","-0.88","-1.38","24.75","26.25","24.11","26.25","25.33","0.58","-0.92","53.51","50.97","80.95","19.19","-0.92","1.22","18.88","82.01","29593.00","35330.00","22332.00","29085.00","60.50","38.07","52.93","73.51","55.71","1.00"
"FLG PRA","FLG-A","FLG","NFF","","8.50","06/06/2025","6/17/2027","NONE","0.40","6.38%","","","415.83","Regionalbank","","68.00","","","","","","20.82","","","22.30","21.16","-6.62","-1.62","20.25","24.15","8.50","24.15","20.72","0.47","-3.43","73.63","51.86","82.31","45.40","-3.43","12.22","44.20","10.00","35678.00","39907.00","46263.00","40616.00","42.25","","","","61.18","1.00"
"FRMEP","FRMEP","FRME","","","8.00","07/28/2025","8/15/2025","NONE","0.47","7.50%","26.00","23.23","58.20","Regionalbank","","30.00","","","","","","25.39","2.16","-0.61","25.33","25.39","0.25","0.02","24.15","25.90","22.79","26.43","25.08","0.93","-0.82","49.54","45.83","76.60","18.15","-1.35","2.29","23.22","75.01","749.00","991.00","297.00","679.00","46.52","","","","47.49","1.00"
"GAINI","GAINI","GAIN","","","8.00","07/14/2025","2/1/2027","2/1/2030","0.49","7.88%","","","36.84","Assetmanagement","","16.00","","","","","","25.42","","","","","","","24.60","25.53","24.60","25.53","25.02","0.42","-0.51","52.18","51.93","82.93","14.91","-0.51","0.42","14.74","87.25","23929.00","19066.00","9472.00","17489.00","49.43","","","","52.62","1.00"
"GAINL","GAINL","GAIN","","BB","8.00","07/15/2025","8/1/2025","8/1/2028","0.50","8.00%","","25.07","36.84","Assetmanagement","","17.00","","","","","","25.53","0.46","","25.64","25.75","-0.43","-0.86","25.27","26.25","24.70","27.13","25.12","-0.15","-1.13","51.93","49.06","90.00","21.38","-2.01","0.42","29.87","87.25","3161.00","2995.00","2586.00","2914.00","50.42","","","","50.66","1.00"
"GAINN","GAINN","GAIN","","BB","8.00","07/11/2025","5/1/2023","5/1/2026","0.31","5.00%","23.85","23.23","36.84","Assetmanagement","","13.00","","","","","","25.00","1.77","1.15","24.89","24.63","0.45","1.49","24.25","25.13","23.00","25.28","24.73","0.48","-0.40","48.84","40.43","82.19","13.76","-0.55","1.73","15.15","78.67","7546.00","5573.00","1862.00","4994.00","50.42","","","","46.10","1.00"
"GAINZ","GAINZ","GAIN","","BB","8.00","07/11/2025","11/1/2023","11/1/2028","0.31","4.75%","23.45","21.85","36.84","Assetmanagement","","13.00","","","","","","23.40","1.55","-0.05","23.05","23.22","1.53","0.79","22.21","24.14","21.38","24.76","23.13","0.92","-1.01","45.06","43.00","76.73","20.13","-1.63","1.75","26.04","78.54","3426.00","3736.00","3838.00","3666.00","50.42","","","","45.54","1.00"
"GAM PRB","GAM-B","GAM","","","8.00","06/09/2025","9/24/2008","NONE","0.37","5.95%","26.21","24.28","27.06","Cef","","71.00","","","","","","24.79","0.52","-1.41","24.84","25.18","-0.15","-1.52","24.43","26.24","23.74","26.24","24.72","0.29","-1.52","50.95","51.49","84.54","25.46","-1.52","0.98","24.93","83.58","8257.00","10677.00","5073.00","8002.00","55.03","","","","52.48","1.00"
"GECCH","GECCH","GECC","","BB","8.00","06/13/2025","12/30/2026","12/31/2029","0.50","8.13%","","","11.54","Assetmanagement","","75.00","","","","","","25.13","","","","","","","24.38","25.44","24.38","25.44","25.05","0.67","-0.39","52.18","51.93","79.83","13.66","-0.39","0.67","13.53","85.61","5771.00","3163.00","2938.00","3957.00","41.03","","","","50.10","1.00"
"GECCI","GECCI","GECC","","","8.00","06/13/2025","4/30/2026","4/30/2029","0.53","8.50%","","","11.54","Assetmanagement","","75.00","","","","","","25.05","","","25.16","25.21","-0.42","-0.63","24.75","25.48","24.67","25.70","24.96","0.21","-0.52","51.89","48.22","85.53","15.01","-0.74","0.29","17.06","88.10","1205.00","1386.00","793.00","1128.00","40.23","","","","48.16","1.00"
"GECCO","GECCO","GECC","","BB","8.00","06/13/2025","6/30/2023","6/30/2026","0.36","5.88%","24.75","24.05","11.54","Assetmanagement","","75.00","","","","","","25.01","0.96","0.26","25.25","24.93","-0.95","0.34","24.26","27.20","23.00","27.20","24.95","0.69","-2.25","53.75","44.65","79.58","33.08","-2.25","1.95","32.30","77.23","1130.00","928.00","711.00","923.00","41.03","","","","47.62","1.00"
"GECCZ","GECCZ","GECC","","BB","8.00","06/13/2025","9/30/2025","9/30/2028","0.54","8.75%","","24.64","11.54","Assetmanagement","","","","","","","","25.14","","","","","","","","","","","25.14","","","52.18","51.93","","","","","","","1620.00","1654.00","1778.00","1684.00","41.03","","","","49.95","1.00"
"GLADZ","GLADZ","GLAD","","BB","8.00","05/15/2025","9/1/2025","9/1/2028","0.48","7.75%","","25.02","22.33","Cef","","46.00","","","","","","25.38","0.36","","25.49","25.46","-0.43","-0.30","24.97","25.98","24.45","25.98","25.15","0.18","-0.83","51.93","47.01","85.91","18.25","-0.83","0.70","17.97","85.42","4275.00","4577.00","1698.00","3516.00","51.03","","","","50.00","1.00"
"GMRE PRA","GMRE-A","GMRE","","","8.00","07/11/2025","9/15/2022","NONE","0.47","7.50%","25.54","24.46","66.88","Reit","","13.00","","","","","","25.16","0.70","-0.38","25.03","25.14","0.50","0.08","23.38","26.26","23.32","26.26","24.76","1.38","-1.50","48.67","45.61","71.02","25.25","-1.50","1.44","24.73","80.57","3928.00","3165.00","2252.00","3115.00","34.04","","","","44.71","1.00"
"GNL PRA","GNL-A","GNL","","","8.00","07/02/2025","9/12/2022","NONE","0.45","7.25%","25.75","16.96","229.01","Reit","","4.00","","","","","","22.48","5.52","-3.27","22.15","22.12","1.48","1.62","19.36","23.77","16.42","23.77","22.05","2.69","-1.72","45.23","39.95","54.78","27.55","-1.72","5.63","26.95","53.14","7999.00","6364.00","3869.00","6077.00","40.33","","","","42.52","1.00"
"GNL PRB","GNL-B","GNL","","","8.00","07/02/2025","11/26/2024","NONE","0.43","6.88%","26.04","16.01","229.01","Reit","","4.00","","","","","","21.16","5.15","-4.88","21.09","21.23","0.33","-0.33","18.68","23.25","15.61","24.21","20.75","2.07","-2.50","49.26","47.12","62.47","35.69","-3.46","5.14","44.50","56.35","6725.00","6056.00","2122.00","4968.00","40.33","","","","46.93","1.00"
"GNL PRD","GNL-D","GNL","","","8.00","07/03/2025","3/26/2024","NONE","0.47","7.50%","","17.92","229.01","Reit","","5.00","","","","","","22.82","4.90","","22.75","22.51","0.31","1.37","20.25","23.97","16.44","24.47","22.38","2.13","-1.59","49.33","40.87","61.72","26.19","-2.09","5.94","30.68","51.11","9129.00","7170.00","6711.00","7670.00","40.33","","","","44.63","1.00"
"GNL PRE","GNL-E","GNL","","","8.00","07/03/2025","12/15/2025","NONE","0.46","7.38%","","17.64","229.01","Reit","","5.00","","","","","","22.18","4.54","","22.32","22.25","-0.61","-0.31","20.29","23.72","16.10","23.79","21.75","1.46","-1.97","52.56","47.04","70.03","30.16","-2.04","5.65","30.18","53.01","5270.00","4142.00","5194.00","4869.00","40.33","","","","48.21","1.00"
"GPMT PRA","GPMT-A","GPMT","NFF","","8.00","06/30/2025","1/15/2027","NONE","0.44","7.00%","","","48.41","Reit","","2.00","","","","","","18.60","","","17.68","17.12","5.22","8.66","16.20","19.22","15.38","19.22","18.17","1.97","-1.05","32.12","14.08","63.71","20.55","-1.05","2.79","20.19","71.73","10671.00","8592.00","4443.00","7902.00","31.03","","","","25.18","1.00"
