"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"GS PRA","GS-A","GS","FLR","","9.50","07/24/2025","4/10/2010","NONE","0.34","3.75%","","","306.83","Bank","","26.00","","","","","","21.33","","","22.22","23.02","-4.00","-7.36","20.84","24.48","20.06","24.48","21.09","0.25","-3.39","64.44","72.95","85.04","44.99","-3.39","1.03","43.80","83.26","37043.00","39352.00","47943.00","41446.00","73.53","","","","72.25","1.00"
"GS PRC","GS-C","GS","FLR","","9.50","07/24/2025","5/24/2011","NONE","0.34","4.00%","","","306.83","Bank","","26.00","","","","","","21.48","","","22.59","23.56","-4.91","-8.82","21.14","25.03","20.37","25.24","21.24","0.10","-3.79","67.63","78.31","86.90","49.16","-4.00","0.87","49.95","84.30","13366.00","14748.00","21542.00","16552.00","73.53","","","","74.12","1.00"
"GS PRD","GS-D","GS","FLR","","9.50","07/24/2025","10/31/2010","NONE","0.33","4.00%","","","306.83","Bank","","26.00","","","","","","21.06","","","21.98","22.71","-4.17","-7.28","20.00","23.83","20.00","23.83","20.83","0.83","-3.00","65.04","72.66","77.84","40.91","-3.00","0.83","39.86","84.57","75460.00","77235.00","101765.00","84820.00","73.53","","","","75.09","1.00"
"GSL PRB","GSL-B","GSL","","","8.00","06/23/2025","8/20/2019","NONE","0.55","8.75%","","","35.74","Marineshipping","","85.00","","","","","","26.17","","","26.11","26.30","0.19","-0.53","24.75","27.00","24.75","28.85","26.13","1.38","-0.87","49.75","47.85","71.02","18.67","-2.72","1.38","37.04","80.97","5256.00","5501.00","4686.00","5147.00","50.36","","","","49.43","1.00"
"HBANL","HBANL","HBAN","NFF","","10.50","07/01/2025","4/15/2028","NONE","0.43","6.88%","","","1455.68","Regionalbank","","3.00","","","","","","25.28","","","25.23","25.45","0.20","-0.65","24.32","26.61","20.76","26.61","24.86","0.54","-1.75","49.72","48.29","81.44","27.86","-1.75","4.10","27.25","63.16","16963.00","17930.00","16463.00","17118.00","63.01","49.23","69.22","82.41","52.88","1.00"
"HCXY","HCXY","HTGC","","BB","8.00","07/11/2025","10/30/2023","10/30/2033","0.39","6.25%","25.31","23.56","175.77","Assetmanagement","","13.00","","","","","","25.00","1.44","-0.31","24.99","25.10","0.03","-0.38","24.42","25.98","22.70","25.98","24.67","0.25","-1.31","50.32","47.30","85.04","23.26","-1.31","1.97","22.81","77.10","1019.00","802.00","658.00","826.00","51.18","","","","49.34","1.00"
"HNNAZ","HNNAZ","HNNA","","BB","8.00","06/13/2025","12/31/2023","12/31/2026","0.31","4.88%","24.59","23.49","7.79","Assetmanagement","","75.00","","","","","","24.84","1.35","0.25","24.59","24.30","1.02","2.21","23.85","25.57","22.25","25.57","24.79","0.94","-0.78","46.84","37.78","76.48","17.73","-0.78","2.54","17.47","73.37","539.00","647.00","404.00","530.00","46.75","","","","43.23","1.00"
"HOVNP","HOVNP","HOVN","","","2.50","06/27/2025","7/12/2010","NONE","0.48","7.63%","","","-","-","","89.00","","","","","","16.42","","","16.71","17.42","-1.72","-5.75","16.05","18.20","16.05","19.89","16.41","0.36","-1.79","56.45","67.03","83.67","28.28","-3.48","0.36","44.70","87.64","12131.00","12117.00","10675.00","11641.00","53.11","","","","60.74","1.00"
"HPP PRC","HPP-C","HPP","","","7.00","06/16/2025","11/16/2026","NONE","0.30","4.75%","21.92","10.50","141.39","Reit","","78.00","","","","","","14.70","4.21","-7.21","13.19","13.40","11.53","9.77","11.23","15.80","8.91","15.80","14.67","3.44","-1.13","10.00","10.00","45.47","21.38","-1.13","5.76","21.00","52.29","28575.00","31038.00","41464.00","33692.00","25.00","","","","15.11","1.00"
"HROWL","HROWL","HROW","","BB","8.00","07/11/2025","2/1/2026","4/30/2026","0.54","8.63%","24.39","23.70","36.69","Healthcare","","13.00","","","","","","25.59","1.89","1.20","25.29","25.31","1.17","1.10","25.00","25.71","22.05","25.73","25.13","0.13","-0.58","46.32","41.86","86.53","15.64","-0.60","3.08","15.65","69.84","4042.00","4081.00","4106.00","4076.00","37.70","","","","43.07","1.00"
"HROWM","HROWM","HROW","","BB","8.00","07/11/2025","12/31/2024","12/31/2027","0.74","11.88%","","25.20","36.69","Healthcare","","13.00","","","","","","26.55","1.35","","26.41","26.40","0.54","0.57","24.90","27.70","22.71","27.72","25.92","1.02","-1.78","48.53","43.81","75.49","28.17","-1.80","3.21","27.76","68.99","2480.00","2481.00","2592.00","2518.00","37.70","","","","44.63","1.00"
"HTFB","HTFB","HRZN","","BB","8.00","06/13/2025","3/30/2023","3/30/2026","0.31","4.88%","24.49","23.53","40.36","Assetmanagement","","75.00","","","","","","24.92","1.40","0.44","24.91","24.63","0.06","1.20","24.30","26.11","23.27","26.11","24.88","0.58","-1.23","50.21","41.49","80.95","22.43","-1.23","1.61","22.01","79.46","1989.00","2990.00","50.00","1676.00","35.24","","","","43.83","1.00"
"HTFC","HTFC","HRZN","","BB","8.00","06/13/2025","6/15/2024","6/15/2027","0.39","4.88%","25.25","24.20","40.36","Assetmanagement","","75.00","","","","","","24.45","0.25","-0.80","24.40","24.23","0.19","0.90","23.84","24.83","22.90","24.83","24.38","0.54","-0.45","49.75","42.60","81.44","14.28","-0.45","1.48","14.14","80.31","2929.00","2887.00","1572.00","2462.00","35.24","","","","44.14","1.00"
"INBKZ","INBKZ","INBK","FF","","8.00","05/15/2025","6/30/2024","6/30/2029","0.54","6.00%","","","8.70","Regionalbank","","46.00","","","","","","24.49","","","24.44","24.89","0.19","-1.61","23.00","25.65","19.21","25.65","24.23","1.23","-1.42","49.75","51.82","72.88","24.41","-1.42","5.02","23.92","57.14","2012.00","1926.00","1592.00","1843.00","34.22","","","","47.59","1.00"
"IVR PRC","IVR-C","IVR","NFF","","8.00","06/05/2025","9/27/2027","NONE","0.47","7.50%","","","65.94","Reit","","67.00","","","","","","23.49","","","23.77","23.87","-1.18","-1.57","20.23","25.20","17.52","25.20","23.37","3.14","-1.83","54.56","51.67","49.19","28.69","-1.83","5.85","28.06","51.70","10381.00","10093.00","9161.00","9878.00","33.58","","","","49.83","1.00"
"JXN PRA","JXN-A","JXN","NFF","","10.00","06/12/2025","3/30/2028","NONE","0.50","8.00%","","","71.42","Insurance","","74.00","","","","","","25.65","","","25.97","26.41","-1.23","-2.87","25.25","27.50","23.60","27.69","25.56","0.31","-1.94","54.73","56.45","84.29","29.84","-2.13","1.96","31.08","77.17","27497.00","31587.00","28369.00","29151.00","51.81","","","","56.66","1.00"
"KEY PRI","KEY-I","KEY","NFF","","10.50","05/28/2025","12/15/2026","NONE","0.38","6.13%","","","1095.55","Regionalbank","","59.00","","","","","","24.62","","","24.74","24.60","-0.49","0.09","23.50","25.78","17.66","25.97","24.49","0.99","-1.29","52.14","45.57","75.86","23.05","-1.48","6.83","24.53","45.29","26195.00","24680.00","24547.00","25141.00","56.08","44.16","57.85","78.18","51.87","1.00"
"KEY PRL","KEY-L","KEY","NFF","","10.50","05/28/2025","9/15/2027","NONE","0.39","6.20%","","","1095.55","Regionalbank","","59.00","","","","","","24.41","","","24.38","24.19","0.12","0.91","22.33","25.65","16.30","25.65","24.28","1.95","-1.37","50.00","42.56","63.95","23.89","-1.37","7.98","23.42","37.76","39626.00","38599.00","36777.00","38334.00","56.08","44.16","57.85","78.18","50.64","1.00"
"KMPB","KMPB","KMPR","NFF","","10.00","05/30/2025","3/15/2027","3/15/2062","0.37","5.88%","","","63.97","Insurance","","61.00","","","","","","23.73","","","22.75","23.00","4.32","3.18","20.69","23.93","16.62","23.94","23.61","2.92","-0.32","35.28","34.22","51.92","12.92","-0.33","6.99","12.93","44.24","13832.00","15999.00","21974.00","17268.00","53.75","","","","39.63","1.00"
"LBRDP","LBRDP","LBRDA","","","8.00","06/27/2025","","3/9/2039","0.44","7.00%","26.23","21.31","143.16","Communicationservices","","89.00","","","","","","25.05","3.74","-1.18","24.58","24.17","1.93","3.64","23.39","26.88","20.90","26.88","25.05","1.66","-1.83","43.65","32.53","67.55","28.69","-1.83","4.15","28.06","62.83","12609.00","4047.00","5009.00","7222.00","51.69","","","","41.26","1.00"
"LNC PRD","LNC-D","LNC","","","11.00","05/15/2025","12/1/2027","NONE","0.56","9.00%","","26.41","170.70","Insurance","","46.00","","","","","","26.69","0.28","","26.83","27.55","-0.52","-3.13","25.78","28.89","25.40","28.89","26.42","0.64","-2.47","52.24","57.40","80.20","35.38","-2.47","1.02","34.51","83.32","24403.00","28204.00","34589.00","29066.00","49.77","","","","55.63","1.00"
"MBINL","MBINL","MBIN","","","8.00","06/12/2025","1/1/2030","NONE","0.48","7.63%","","","45.76","Regionalbank","","74.00","","","","","","23.27","","","","","","","22.83","25.90","22.83","25.90","23.18","0.35","-2.72","52.18","51.93","83.80","37.99","-2.72","0.35","37.04","87.71","63335.00","32107.00","20025.00","38489.00","39.99","37.17","14.61","4.60","47.89","0.92"
"MBINM","MBINM","MBIN","NFF","","8.00","06/13/2025","10/1/2027","NONE","0.52","8.25%","","","45.76","Regionalbank","","75.00","","","","","","25.09","","","25.42","25.75","-1.29","-2.55","24.80","26.92","21.60","26.92","25.00","0.20","-1.92","54.94","55.27","85.66","29.63","-1.92","3.40","28.97","67.74","5483.00","5922.00","8748.00","6717.00","39.99","37.17","14.61","4.60","48.30","0.92"
"MBNKP","MBNKP","MFIN","FF","","8.00","06/16/2025","4/1/2025","NONE","0.68","8.00%","","","23.24","Creditservices","","78.00","","","","","","24.98","","","25.46","25.27","-1.87","-1.16","24.34","27.00","21.97","27.00","24.89","0.55","-2.11","56.98","50.17","81.32","31.62","-2.11","2.92","30.88","70.88","3060.00","4640.00","6499.00","4733.00","48.79","","","","52.91","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","74.00","","","","","","25.15","0.53","-1.30","25.54","25.73","-1.54","-2.24","25.02","26.49","24.51","26.64","25.08","0.06","-1.41","55.82","54.13","87.40","24.31","-1.56","0.57","25.33","86.27","35189.00","41817.00","85472.00","54159.00","76.46","58.95","74.82","84.07","62.66","1.00"
"MET PRA","MET-A","MET","FLR","","11.50","05/30/2025","9/15/2010","NONE","0.36","4.00%","","","671.16","Insurance","","61.00","","","","","","23.50","","","24.05","24.46","-2.29","-3.93","22.07","25.43","22.00","25.43","23.38","1.31","-2.05","58.45","60.34","71.89","30.99","-2.05","1.38","30.28","80.97","32628.00","29975.00","30774.00","31126.00","70.31","54.84","44.97","74.29","63.52","1.00"
"METCL","METCL","METC","","BB","8.00","07/15/2025","7/30/2023","7/30/2026","0.56","9.00%","26.32","25.45","54.69","Cokingcoal","","17.00","","","","","","25.67","0.22","-0.65","25.52","25.66","0.59","0.03","24.75","26.10","24.18","26.22","25.22","0.47","-0.88","48.35","45.79","82.31","18.77","-1.00","1.04","19.68","83.19","1931.00","1744.00","1189.00","1621.00","39.64","","","","45.69","1.00"
"METCZ","METCZ","METC","","","8.00","04/15/2025","11/30/2026","11/30/2029","0.52","8.38%","","","54.69","Cokingcoal","","16.00","","","","","","24.58","","","","","","","23.18","25.59","23.18","25.59","24.15","0.97","-1.44","52.18","51.93","76.11","24.62","-1.44","0.97","24.12","83.65","9207.00","6874.00","1582.00","5888.00","38.86","","","","49.78","1.00"
"MFA PRC","MFA-C","MFA","FF","","8.00","06/02/2025","3/31/2025","NONE","0.41","6.50%","","","102.65","Reit","","64.00","","","","","","23.92","","","24.23","24.10","-1.29","-0.77","21.62","25.03","17.80","25.03","23.80","2.18","-1.23","54.94","48.73","61.10","22.43","-1.23","6.00","22.01","50.72","20549.00","22552.00","14239.00","19113.00","40.26","46.88","31.32","77.86","50.71","1.00"
"MFAN","MFAN","MFA","","BB","8.00","08/01/2025","2/15/2026","2/15/2029","0.56","8.88%","","","102.65","Reit","","34.00","","","","","","25.04","","","24.91","25.15","0.54","-0.44","24.02","25.82","24.02","25.82","24.69","0.67","-1.13","48.53","47.52","79.83","21.38","-1.13","0.67","21.00","85.61","12985.00","15155.00","13271.00","13803.00","41.06","46.88","31.32","77.86","47.49","1.00"
"MFAO","MFAO","MFA","","BB","8.00","07/30/2025","8/15/2026","8/15/2029","0.56","9.00%","","","102.65","Reit","","32.00","","","","","","25.15","","","25.03","25.27","0.48","-0.46","24.27","25.82","24.27","25.85","24.79","0.52","-1.03","48.74","47.59","81.69","20.34","-1.06","0.52","20.29","86.60","16280.00","16688.00","11519.00","14829.00","41.06","46.88","31.32","77.86","47.67","1.00"
"MFICL","MFICL","MFIC","","BB","8.00","05/27/2025","12/15/2025","12/15/2028","0.50","8.00%","","","92.92","Assetmanagement","","58.00","","","","","","25.31","","","25.37","25.42","-0.23","-0.43","25.10","25.85","25.00","25.85","25.13","0.03","-0.72","51.23","47.48","87.77","17.10","-0.72","0.13","16.86","89.15","5661.00","5602.00","3630.00","4964.00","48.39","","","","49.47","1.00"
"MGRE","MGRE","AMG","","BB","12.00","06/26/2025","3/30/2029","3/30/2064","0.42","6.75%","","","28.79","Assetmanagement","","88.00","","","","","","23.59","","","23.86","24.94","-0.56","-4.84","22.51","26.02","22.51","26.51","23.72","1.21","-2.30","52.38","63.69","73.13","33.60","-2.79","1.21","37.74","82.08","23934.00","27631.00","25161.00","25575.00","63.54","58.39","84.14","82.69","60.73","1.00"
"MHLA","MHLA","MHLD","","BB","8.00","05/30/2025","6/14/2021","6/14/2046","0.41","6.63%","17.51","15.26","99.49","Insurance","","61.00","","","","","","14.88","-0.38","-2.63","14.41","15.26","3.30","-2.50","12.25","17.93","12.25","18.67","14.75","2.50","-3.18","38.85","55.09","57.13","42.79","-3.92","2.50","49.14","73.63","3379.00","3859.00","1988.00","3075.00","53.11","","","","48.39","1.00"
"MHNC","MHNC","MHLD","","BB","8.00","05/15/2025","12/1/2018","12/1/2043","0.48","7.75%","18.64","17.60","99.49","Insurance","","46.00","","","","","","16.50","-1.10","-2.14","16.79","17.27","-1.74","-4.44","14.85","19.97","14.85","20.65","16.27","1.42","-3.70","56.52","62.22","70.53","48.22","-4.38","1.42","53.78","80.70","3988.00","2842.00","2165.00","2998.00","53.11","","","","58.30","1.00"
"MITN","MITN","MITT","","BB","8.00","08/01/2025","2/15/2026","2/15/2029","0.59","9.50%","","","29.68","Reit","","34.00","","","","","","25.20","","","25.08","25.17","0.46","0.12","21.50","25.60","21.50","25.95","24.83","3.33","-0.77","48.81","45.46","46.84","17.62","-1.12","3.33","20.90","68.20","5464.00","7213.00","2404.00","5027.00","42.09","","","","46.44","1.00"
"MITP","MITP","MITT","","BB","8.00","07/30/2025","5/15/2026","5/15/2029","0.59","9.50%","","","29.68","Reit","","32.00","","","","","","25.19","","","25.00","25.13","0.75","0.22","24.20","25.70","24.20","25.80","24.81","0.61","-0.89","47.79","45.09","80.57","18.88","-0.99","0.61","19.58","86.01","11069.00","10503.00","5370.00","8981.00","42.09","","","","46.13","1.00"
"MITT PRA","MITT-A","MITT","","","8.00","05/30/2025","9/17/2024","NONE","0.52","8.25%","20.45","17.36","29.68","Reit","","61.00","","","","","","21.20","3.84","0.75","21.88","21.82","-3.10","-2.84","18.60","23.99","15.91","23.99","21.03","2.43","-2.96","61.29","56.34","58.00","40.50","-2.96","5.12","39.46","56.48","3428.00","2128.00","1635.00","2397.00","41.26","","","","55.45","1.00"
"MITT PRB","MITT-B","MITT","","","8.00","05/30/2025","9/27/2017","NONE","0.50","8.00%","20.19","16.46","29.68","Reit","","61.00","","","","","","20.71","4.25","0.52","21.12","21.22","-1.95","-2.39","18.41","23.82","15.89","23.82","20.55","2.14","-3.27","57.26","54.69","61.60","43.73","-3.27","4.66","42.59","59.49","9540.00","8103.00","7334.00","8326.00","41.26","","","","53.55","1.00"
"MITT PRC","MITT-C","MITT","FF","","8.00","05/30/2025","8/3/2017","NONE","0.71","8.00%","","","29.68","Reit","","61.00","","","","","","24.82","","","24.75","24.81","0.26","0.04","20.65","25.50","17.54","25.50","24.59","3.94","-0.91","49.51","45.76","39.27","19.09","-0.91","7.05","18.78","43.85","9862.00","10591.00","6973.00","9142.00","41.26","","","","46.93","1.00"
"MS PRA","MS-A","MS","FLR","","11.00","06/27/2025","7/15/2011","NONE","0.33","4.00%","","","1603.20","Bank","","89.00","","","","","","21.55","","","22.44","23.03","-3.97","-6.44","20.50","24.65","20.31","24.65","21.55","1.05","-3.10","64.34","69.57","75.12","41.96","-3.10","1.24","40.87","81.88","52613.00","48592.00","56621.00","52608.00","76.23","64.71","83.70","88.27","72.10","1.00"
"MS PRE","MS-E","MS","","","11.00","06/27/2025","10/15/2023","NONE","0.45","7.13%","26.10","24.99","1603.20","Bank","","89.00","","","","","","25.57","0.58","-0.53","25.42","25.41","0.60","0.62","25.01","25.71","24.93","26.03","25.57","0.56","-0.14","48.32","43.62","81.19","11.04","-0.46","0.64","14.24","85.81","50803.00","46279.00","35124.00","44069.00","76.23","64.71","83.70","88.27","54.78","1.00"
"MS PRF","MS-F","MS","","","11.00","06/27/2025","1/15/2024","NONE","0.43","6.88%","26.31","24.43","1603.20","Bank","","89.00","","","","","","25.44","1.01","-0.87","25.27","25.32","0.67","0.47","24.87","25.63","24.33","26.03","25.44","0.57","-0.19","48.07","44.18","81.07","11.57","-0.59","1.11","15.55","82.73","50487.00","50868.00","39264.00","46873.00","76.23","64.71","83.70","88.27","55.08","1.00"
"MS PRI","MS-I","MS","","","11.00","06/27/2025","10/15/2024","NONE","0.40","6.38%","26.49","23.40","1603.20","Bank","","89.00","","","","","","25.21","1.81","-1.28","24.86","25.13","1.39","0.31","24.21","26.75","23.25","26.75","25.21","1.00","-1.54","45.55","44.76","75.74","25.67","-1.54","1.96","25.13","77.17","66815.00","76048.00","62359.00","68407.00","76.23","64.71","83.70","88.27","55.65","1.00"
"MS PRP","MS-P","MS","","","11.00","06/27/2025","10/15/2027","NONE","0.41","6.50%","26.33","24.28","1603.20","Bank","","89.00","","","","","","25.92","1.64","-0.41","25.51","25.89","1.61","0.13","24.70","26.78","24.25","27.14","25.92","1.22","-0.86","44.78","45.42","73.01","18.56","-1.22","1.67","21.90","79.07","48690.00","55161.00","68960.00","57604.00","76.23","64.71","83.70","88.27","54.93","1.00"
"MS PRQ","MS-Q","MS","","","11.00","06/30/2025","10/15/2029","NONE","0.41","6.63%","","","1603.20","Bank","","2.00","","","","","","26.06","","","","","","","24.82","27.02","21.92","27.35","25.66","0.84","-1.36","52.18","51.93","77.72","23.79","-1.69","3.74","26.65","65.52","76599.00","74005.00","43927.00","64844.00","76.23","64.71","83.70","88.27","60.94","1.00"
"MSBIP","MSBIP","MSBI","NFF","","8.00","06/16/2025","9/30/2027","NONE","0.48","7.75%","","","21.40","Regionalbank","","78.00","","","","","","22.94","","","23.63","24.54","-2.92","-6.51","22.75","25.66","21.22","26.55","22.88","0.13","-2.78","60.66","69.83","86.53","38.62","-3.67","1.66","46.62","79.13","8334.00","6998.00","4738.00","6690.00","37.58","","","","60.13","1.00"
"MTB PRH","MTB-H","MTB","NFF","","10.50","06/02/2025","12/15/2026","NONE","0.35","5.63%","","","160.60","Regionalbank","","64.00","","","","","","25.39","","","24.52","24.71","3.53","2.74","23.02","26.12","20.22","26.12","25.29","2.27","-0.83","38.05","35.83","59.98","18.25","-0.83","5.07","17.97","56.81","15942.00","19267.00","17840.00","17683.00","62.04","","","","43.07","1.00"
"MTB PRJ","MTB-J","MTB","","","10.50","06/02/2025","6/15/2029","NONE","0.47","7.50%","","","160.60","Regionalbank","","64.00","","","","","","26.22","","","26.35","26.66","-0.49","-1.66","25.00","27.98","24.09","28.04","26.08","1.08","-1.90","52.14","52.00","74.74","29.43","-1.96","1.99","29.37","76.97","57920.00","56232.00","57256.00","57136.00","62.04","","","","57.64","1.00"
"NEWTG","NEWTG","NEWT","","BB","8.00","05/30/2025","6/1/2027","6/1/2029","0.53","8.50%","","","27.29","Regionalbank","","61.00","","","","","","24.75","","","24.79","25.08","-0.17","-1.32","24.00","25.84","24.00","25.84","24.58","0.58","-1.26","51.02","50.75","80.95","22.74","-1.26","0.58","22.31","86.20","8353.00","7735.00","4934.00","7007.00","34.44","","","","48.03","1.00"
"NEWTH","NEWTH","NEWT","","BB","8.00","07/14/2025","10/15/2026","10/15/2029","0.54","8.63%","","","27.29","Regionalbank","","16.00","","","","","","24.83","","","","","","","23.00","25.95","23.00","25.95","24.38","1.38","-1.57","52.18","51.93","71.02","25.98","-1.57","1.38","25.44","80.97","14181.00","11365.00","7166.00","10904.00","34.44","","","","49.21","1.00"
"NEWTI","NEWTI","NEWT","","BB","8.00","05/15/2025","9/1/2025","9/1/2028","0.50","8.00%","","24.80","27.29","Regionalbank","","46.00","","","","","","25.00","0.20","","24.97","25.11","0.12","-0.44","23.90","26.57","23.48","26.57","24.76","0.86","-1.81","50.00","47.52","77.47","28.49","-1.81","1.28","27.86","81.62","1621.00","1675.00","1252.00","1516.00","34.44","","","","45.99","1.00"
"NEWTZ","NEWTZ","NEWT","","","8.00","07/11/2025","2/1/2022","2/1/2026","0.34","5.50%","24.46","23.61","27.29","Regionalbank","","13.00","","","","","","24.83","1.22","0.37","24.74","24.60","0.38","0.94","24.40","25.25","23.10","26.02","24.54","0.14","-0.71","49.09","42.45","86.40","17.00","-1.48","1.44","24.53","80.57","4586.00","4514.00","2584.00","3894.00","33.76","","","","43.61","1.00"
"NLY PRF","NLY-F","NLY","FF","","8.00","06/02/2025","9/30/2022","NONE","0.60","6.95%","","","26.45","Reit","","64.00","","","","","","25.39","","","25.48","25.57","-0.37","-0.71","21.75","26.34","21.75","26.34","25.22","3.47","-1.12","51.72","48.51","45.10","21.28","-1.12","3.47","20.90","67.28","52109.00","57025.00","45649.00","51594.00","42.32","","","","51.78","1.00"
"NLY PRG","NLY-G","NLY","FF","","8.00","06/02/2025","3/31/2023","NONE","0.55","6.50%","","","26.45","Reit","","64.00","","","","","","25.20","","","24.82","25.19","1.52","0.06","23.01","25.75","22.39","25.78","25.04","2.03","-0.71","45.09","45.68","62.96","17.00","-0.74","2.65","17.06","72.65","19743.00","23154.00","20643.00","21180.00","42.32","","","","46.10","1.00"
"NLY PRI","NLY-I","NLY","FF","","8.00","06/02/2025","6/30/2024","NONE","0.60","6.75%","","","26.45","Reit","","64.00","","","","","","25.34","","","25.43","25.55","-0.37","-0.83","24.15","26.05","22.24","26.05","25.17","1.02","-0.88","51.72","48.95","75.49","18.77","-0.88","2.93","18.47","70.82","25953.00","28216.00","27151.00","27107.00","42.32","","","","50.43","1.00"
"NMFCZ","NMFCZ","NMFC","","BB","9.50","08/01/2025","6/17/2027","11/15/2028","0.52","8.25%","","","107.59","Assetmanagement","","34.00","","","","","","25.66","","","25.39","25.52","1.05","0.54","25.09","26.20","24.95","26.74","25.34","0.25","-0.86","46.74","43.92","85.04","18.56","-1.40","0.39","23.72","87.45","8678.00","9878.00","6354.00","8303.00","49.95","","","","46.77","1.00"
"NREF PRA","NREF-A","NREF","","","8.00","07/11/2025","7/24/2025","NONE","0.53","8.50%","24.00","18.80","17.64","Reit","","13.00","","","","","","22.98","4.18","-1.02","22.73","22.83","1.11","0.65","21.47","24.65","18.00","24.79","22.53","1.06","-2.12","46.53","43.51","74.99","31.72","-2.26","4.53","32.40","60.34","2085.00","1981.00","1299.00","1788.00","41.52","","","","44.43","1.00"
"NYMTG","NYMTG","NYMT","","","8.00","03/14/2025","4/1/2027","4/1/2030","0.57","9.13%","","","90.30","Reit","","74.00","","","","","","24.40","","","","","","","22.70","25.69","22.70","25.69","24.30","1.60","-1.39","52.18","51.93","68.29","24.10","-1.39","1.60","23.62","79.53","24100.00","25748.00","11467.00","20438.00","41.01","73.83","60.67","85.70","51.12","1.00"
"NYMTI","NYMTI","NYMT","","BB","8.00","06/12/2025","7/1/2026","7/1/2029","0.57","9.13%","","","90.30","Reit","","74.00","","","","","","24.50","","","","","","","23.09","25.59","23.09","26.00","24.40","1.31","-1.19","52.18","51.93","71.89","22.01","-1.60","1.31","25.74","81.42","11147.00","11513.00","4721.00","9127.00","41.83","73.83","60.67","85.70","50.58","1.00"
"NYMTL","NYMTL","NYMT","NFF","","8.00","07/01/2025","10/15/2026","NONE","0.43","6.88%","","","90.30","Reit","","3.00","","","","","","21.72","","","21.64","21.51","0.39","0.97","19.36","23.03","17.55","23.03","21.30","1.94","-1.73","49.05","42.34","64.08","27.65","-1.73","3.75","27.05","65.45","6663.00","6679.00","5952.00","6431.00","41.01","73.83","60.67","85.70","45.16","1.00"
"NYMTM","NYMTM","NYMT","FF","","8.00","07/01/2025","1/15/2025","NONE","0.69","7.88%","","","90.30","Reit","","3.00","","","","","","24.70","","","24.46","24.43","0.97","1.10","22.50","25.39","20.86","25.39","24.03","1.53","-1.36","47.02","41.86","69.16","23.79","-1.36","3.17","23.32","69.25","18263.00","22331.00","14748.00","18447.00","41.01","73.83","60.67","85.70","44.91","1.00"
"NYMTN","NYMTN","NYMT","NFF","","8.00","07/01/2025","10/15/2027","NONE","0.50","8.00%","","","90.30","Reit","","3.00","","","","","","21.37","","","21.85","22.14","-2.18","-3.48","19.21","23.56","18.71","23.56","20.89","1.68","-2.67","58.06","58.69","67.30","37.47","-2.67","2.18","36.53","75.73","7599.00","7656.00","8452.00","7902.00","41.01","73.83","60.67","85.70","55.40","1.00"
"OCCIM","OCCIM","OCCI","","Term","8.00","05/20/2025","10/31/2026","10/31/2029","0.16","7.88%","","","20.70","Cef","","51.00","","","","","","25.03","","","","","","","24.18","25.21","24.18","25.21","24.96","0.78","-0.25","52.18","51.93","78.47","12.19","-0.25","0.78","12.12","84.89","2225.00","2034.00","2239.00","2166.00","37.76","","","","49.33","1.00"
"OCCIN","OCCIN","OCCI","","","8.00","05/20/2025","12/31/2023","12/31/2026","0.11","5.25%","22.99","22.07","20.70","Cef","","51.00","","","","","","24.05","1.98","1.06","23.93","23.68","0.52","1.57","23.50","24.56","21.53","24.56","24.00","0.50","-0.56","48.60","40.13","81.94","15.43","-0.56","2.47","15.25","73.83","1731.00","1833.00","1127.00","1564.00","37.76","","","","43.14","1.00"
"OCCIO","OCCIO","OCCI","","","8.00","05/20/2025","4/30/2023","4/30/2026","0.13","6.13%","24.87","23.35","20.70","Cef","","51.00","","","","","","24.70","1.35","-0.17","24.67","24.58","0.10","0.50","24.20","24.99","22.86","24.99","24.64","0.44","-0.35","50.07","44.07","82.68","13.24","-0.35","1.78","13.13","78.35","987.00","1025.00","1399.00","1137.00","37.76","","","","45.28","1.00"
"OFSSH","OFSSH","OFS","","BB","8.00","07/11/2025","10/31/2023","10/31/2028","0.31","4.95%","22.99","21.00","13.41","Cef","","13.00","","","","","","23.18","2.18","0.19","22.65","22.43","2.33","3.36","22.06","23.18","20.52","23.18","22.91","0.85","-0.27","42.25","33.56","77.60","12.40","-0.27","2.39","12.32","74.35","791.00","815.00","2685.00","1430.00","46.16","","","","39.65","1.00"
