"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"HCXY","HCXY","HTGC","","BB","8.00","07/11/2025","10/30/2023","10/30/2033","0.39","6.25%","25.31","23.56","175.77","Assetmanagement","","7.00","","","","","","25.31","1.75","0.00","25.00","25.10","1.26","0.85","24.42","25.98","22.70","25.98","24.95","0.53","-1.03","53.39","46.44","82.31","20.09","-1.03","2.25","20.76","76.10","983.00","755.00","721.00","820.00","51.18","","","","50.22","1.00"
"HNNAZ","HNNAZ","HNNA","","BB","8.00","06/13/2025","12/31/2023","12/31/2026","0.31","4.88%","24.59","23.49","7.79","Assetmanagement","","69.00","","","","","","24.60","1.11","0.01","24.61","24.32","-0.02","1.16","23.85","25.57","22.25","25.57","24.53","0.68","-1.04","57.63","45.51","80.47","20.20","-1.04","2.28","20.87","75.91","567.00","728.00","783.00","693.00","46.75","","","","50.65","1.00"
"HOVNP","HOVNP","HOVN","","","2.50","06/27/2025","7/12/2010","NONE","0.48","7.63%","","","-","-","","83.00","","","","","","16.20","","","16.67","17.40","-2.80","-6.88","16.05","18.20","16.05","19.89","16.16","0.11","-2.04","66.83","69.74","87.44","30.71","-3.73","0.11","51.01","90.00","11750.00","12459.00","10207.00","11472.00","53.11","","","","65.97","1.00"
"HPP PRC","HPP-C","HPP","","","7.00","06/16/2025","11/16/2026","NONE","0.30","4.75%","21.92","10.50","141.39","Reit","","72.00","","","","","","15.15","4.65","-6.77","13.25","13.41","14.37","12.94","11.23","15.80","9.31","15.80","15.09","3.86","-0.71","10.00","10.00","41.63","16.73","-0.71","5.78","17.17","53.18","28563.00","31250.00","43935.00","34583.00","25.00","","","","15.16","1.00"
"HROWL","HROWL","HROW","","BB","8.00","07/11/2025","2/1/2026","4/30/2026","0.54","8.63%","24.39","23.70","36.69","Healthcare","","7.00","","","","","","25.51","1.80","1.11","25.30","25.32","0.78","0.71","25.00","25.71","22.05","25.73","25.00","0.00","-0.71","54.98","46.87","88.78","16.73","-0.73","2.95","17.39","71.56","3994.00","4115.00","4090.00","4066.00","37.70","","","","48.53","1.00"
"HROWM","HROWM","HROW","","BB","8.00","07/11/2025","12/31/2024","12/31/2027","0.74","11.88%","","25.20","36.69","Healthcare","","7.00","","","","","","26.58","1.38","","26.40","26.40","0.68","0.68","24.90","27.70","22.71","27.72","25.90","1.00","-1.80","55.31","46.96","76.56","28.19","-1.82","3.19","29.61","70.00","2449.00","2476.00","2247.00","2390.00","37.70","","","","48.60","1.00"
"HTFB","HTFB","HRZN","","BB","8.00","06/13/2025","3/30/2023","3/30/2026","0.31","4.88%","24.49","23.53","40.36","Assetmanagement","","69.00","","","","","","24.75","1.22","0.26","24.92","24.64","-0.66","0.43","24.30","25.23","23.27","26.11","24.68","0.38","-0.55","59.75","47.71","84.14","15.05","-1.43","1.41","25.24","81.56","2015.00","950.00","312.00","1093.00","35.24","","","","50.10","1.00"
"HTFC","HTFC","HRZN","","BB","8.00","06/13/2025","6/15/2024","6/15/2027","0.39","4.88%","25.25","24.20","40.36","Assetmanagement","","69.00","","","","","","24.55","0.35","-0.70","24.40","24.24","0.60","1.28","23.84","24.83","22.90","24.83","24.46","0.62","-0.37","55.58","45.15","81.21","13.15","-0.37","1.56","13.36","80.58","2915.00","2891.00","1323.00","2376.00","35.24","","","","47.49","1.00"
"INBKZ","INBKZ","INBK","FF","","8.00","05/15/2025","6/30/2024","6/30/2029","0.54","6.00%","","","8.70","Regionalbank","","40.00","","","","","","24.58","","","24.42","24.89","0.64","-1.26","23.00","25.65","19.25","25.65","24.28","1.28","-1.37","55.44","52.80","73.15","23.67","-1.37","5.03","24.57","58.05","2005.00","1867.00","1539.00","1804.00","34.22","","","","50.25","1.00"
"IVR PRC","IVR-C","IVR","NFF","","8.00","06/05/2025","9/27/2027","NONE","0.47","7.50%","","","65.94","Reit","","61.00","","","","","","23.52","","","23.73","23.87","-0.87","-1.47","20.23","25.20","17.52","25.20","23.37","3.14","-1.83","60.44","53.44","50.43","28.50","-1.83","5.85","29.72","52.73","10491.00","10288.00","9076.00","9952.00","33.58","","","","52.89","1.00"
"JXN PRA","JXN-A","JXN","NFF","","10.00","06/12/2025","3/30/2028","NONE","0.50","8.00%","","","71.42","Insurance","","68.00","","","","","","25.55","","","25.92","26.39","-1.44","-3.19","25.25","27.50","23.60","27.69","25.43","0.18","-2.07","62.33","58.62","86.58","31.02","-2.26","1.83","34.54","78.83","28247.00","33854.00","35476.00","32526.00","51.81","","","","60.77","1.00"
"KEY PRI","KEY-I","KEY","NFF","","10.50","05/28/2025","12/15/2026","NONE","0.38","6.13%","","","1095.55","Regionalbank","","53.00","","","","","","24.81","","","24.72","24.61","0.38","0.83","23.50","25.78","17.66","25.97","24.65","1.15","-1.13","56.31","46.50","74.73","21.14","-1.32","6.99","24.01","45.32","26600.00","25139.00","26777.00","26172.00","56.08","44.16","57.85","78.18","53.98","1.00"
"KEY PRL","KEY-L","KEY","NFF","","10.50","05/28/2025","9/15/2027","NONE","0.39","6.20%","","","1095.55","Regionalbank","","53.00","","","","","","24.58","","","24.35","24.22","0.93","1.50","22.33","25.65","16.30","25.65","24.42","2.09","-1.23","54.48","44.48","63.25","22.19","-1.23","8.12","23.00","37.99","39633.00","39740.00","39237.00","39537.00","56.08","44.16","57.85","78.18","53.27","1.00"
"KMPB","KMPB","KMPR","NFF","","10.00","05/30/2025","3/15/2027","3/15/2062","0.37","5.88%","","","63.97","Insurance","","55.00","","","","","","24.05","","","22.77","23.02","5.64","4.47","20.69","24.18","16.62","24.18","23.91","3.22","-0.27","38.90","35.53","49.45","12.10","-0.27","7.29","12.24","43.38","14797.00","17582.00","25006.00","19128.00","53.75","","","","41.72","1.00"
"LBRDP","LBRDP","LBRDA","","","8.00","06/27/2025","","3/9/2039","0.44","7.00%","26.23","21.31","143.16","Communicationservices","","83.00","","","","","","25.04","3.73","-1.19","24.57","24.19","1.92","3.53","23.39","26.88","20.90","26.88","25.01","1.62","-1.87","51.21","38.36","68.99","28.92","-1.87","4.11","30.17","64.03","12545.00","4194.00","5505.00","7414.00","51.69","","","","46.63","1.00"
"LNC PRD","LNC-D","LNC","","","11.00","05/15/2025","12/1/2027","NONE","0.56","9.00%","","26.41","170.70","Insurance","","40.00","","","","","","26.76","0.35","","26.82","27.53","-0.21","-2.81","25.78","28.89","25.40","28.89","26.45","0.67","-2.44","58.26","57.48","80.60","34.91","-2.44","1.05","36.55","83.90","25010.00","29535.00","37902.00","30816.00","49.77","","","","58.18","1.00"
"MER PRK","MER-K","BAC","","TP","11.50","06/12/2025","12/15/2011","12/15/2066","0.40","6.45%","26.45","24.62","7537.21","Bank","","68.00","","","","","","25.22","0.60","-1.23","25.52","25.72","-1.16","-1.95","25.02","26.49","24.51","26.64","25.12","0.10","-1.37","61.40","54.88","87.56","23.67","-1.52","0.61","26.25","86.75","34876.00","43775.00","59430.00","46027.00","76.46","58.95","74.82","84.07","64.68","1.00"
"MET PRA","MET-A","MET","FLR","","11.50","05/30/2025","9/15/2010","NONE","0.36","4.00%","","","671.16","Insurance","","55.00","","","","","","23.49","","","23.97","24.44","-1.99","-3.89","22.07","25.43","22.00","25.43","23.35","1.28","-2.08","64.15","60.73","73.15","31.13","-2.08","1.35","32.52","81.95","33162.00","31716.00","37201.00","34026.00","70.31","54.84","44.97","74.29","66.14","1.00"
"METCL","METCL","METC","","BB","8.00","07/15/2025","7/30/2023","7/30/2026","0.56","9.00%","26.32","25.45","54.69","Cokingcoal","","11.00","","","","","","25.68","0.23","-0.64","25.53","25.66","0.58","0.06","24.75","26.10","24.18","26.22","25.19","0.44","-0.91","55.64","48.82","83.40","18.83","-1.03","1.01","20.76","84.16","1910.00","1670.00","982.00","1521.00","39.64","","","","49.81","1.00"
"METCZ","METCZ","METC","","","8.00","04/15/2025","11/30/2026","11/30/2029","0.52","8.38%","","","54.69","Cokingcoal","","10.00","","","","","","24.95","","","","","","","23.18","25.59","23.18","25.59","24.49","1.31","-1.10","58.17","53.63","72.78","20.83","-1.10","1.31","21.54","82.21","9107.00","6876.00","2127.00","6037.00","38.86","","","","52.87","1.00"
"MFA PRC","MFA-C","MFA","FF","","8.00","06/02/2025","3/31/2025","NONE","0.41","6.50%","","","102.65","Reit","","58.00","","","","","","23.75","","","24.18","24.10","-1.78","-1.45","21.62","25.03","17.84","25.03","23.60","1.98","-1.43","63.45","53.38","64.60","24.30","-1.43","5.76","25.24","53.31","20769.00","23163.00","14051.00","19328.00","40.26","46.88","31.32","77.86","55.99","1.00"
"MFAN","MFAN","MFA","","BB","8.00","08/01/2025","2/15/2026","2/15/2029","0.56","8.88%","","","102.65","Reit","","28.00","","","","","","25.06","","","24.90","25.15","0.68","-0.30","24.02","25.82","24.02","25.82","24.68","0.66","-1.14","55.31","49.91","80.72","21.25","-1.14","0.66","21.99","86.43","13194.00","15270.00","12852.00","13772.00","41.06","46.88","31.32","77.86","51.16","1.00"
"MFAO","MFAO","MFA","","BB","8.00","07/30/2025","8/15/2026","8/15/2029","0.56","9.00%","","","102.65","Reit","","26.00","","","","","","25.20","","","25.03","25.26","0.67","-0.24","24.27","25.82","24.27","25.85","24.80","0.53","-1.02","55.35","49.73","82.31","19.99","-1.05","0.53","20.98","87.27","16290.00","16362.00","10608.00","14420.00","41.06","46.88","31.32","77.86","51.15","1.00"
"MFICL","MFICL","MFIC","","BB","8.00","05/27/2025","12/15/2025","12/15/2028","0.50","8.00%","","","92.92","Assetmanagement","","52.00","","","","","","25.52","","","25.35","25.42","0.66","0.39","25.10","25.85","25.00","25.85","25.31","0.21","-0.54","55.38","47.83","86.21","14.94","-0.54","0.31","15.27","88.70","5647.00","5533.00","2550.00","4577.00","48.39","","","","51.25","1.00"
"MGRE","MGRE","AMG","","BB","12.00","06/26/2025","3/30/2029","3/30/2064","0.42","6.75%","","","28.79","Assetmanagement","","82.00","","","","","","23.70","","","23.78","24.90","-0.33","-4.83","22.51","26.02","22.51","26.51","23.66","1.15","-2.36","58.66","63.56","74.73","34.07","-2.85","1.15","41.15","83.25","24186.00","28025.00","28248.00","26820.00","63.54","58.39","84.14","82.69","63.27","1.00"
"MHLA","MHLA","MHLD","","BB","8.00","05/30/2025","6/14/2021","6/14/2046","0.41","6.63%","17.51","15.26","99.49","Insurance","","55.00","","","","","","14.69","-0.57","-2.82","14.39","15.25","2.06","-3.70","12.25","17.93","12.25","18.55","14.53","2.28","-3.40","50.74","60.16","60.93","45.01","-4.02","2.28","54.26","75.91","3394.00","3871.00","1754.00","3006.00","53.11","","","","55.17","1.00"
"MHNC","MHNC","MHLD","","BB","8.00","05/15/2025","12/1/2018","12/1/2043","0.48","7.75%","18.64","17.60","99.49","Insurance","","40.00","","","","","","16.75","-0.85","-1.89","16.79","17.25","-0.22","-2.92","14.85","19.97","14.85","20.65","16.48","1.63","-3.49","58.29","57.81","68.87","45.95","-4.17","1.63","55.94","80.13","9308.00","13160.00","50968.00","24479.00","53.11","","","","58.59","1.00"
"MITN","MITN","MITT","","BB","8.00","08/01/2025","2/15/2026","2/15/2029","0.59","9.50%","","","29.68","Reit","","28.00","","","","","","25.38","","","25.10","25.17","1.13","0.82","21.50","26.25","21.50","26.25","24.97","3.47","-1.28","53.82","46.53","46.40","22.72","-1.28","3.47","23.56","68.18","5371.00","7137.00","2172.00","4893.00","42.09","","","","48.86","1.00"
"MITP","MITP","MITT","","BB","8.00","07/30/2025","5/15/2026","5/15/2029","0.59","9.50%","","","29.68","Reit","","26.00","","","","","","25.25","","","25.01","25.14","0.97","0.45","24.20","25.70","24.20","25.80","24.83","0.63","-0.87","54.35","47.65","81.08","18.41","-0.97","0.63","20.08","86.62","11082.00","10366.00","5250.00","8900.00","42.09","","","","49.77","1.00"
"MITT PRA","MITT-A","MITT","","","8.00","05/30/2025","9/17/2024","NONE","0.52","8.25%","20.45","17.36","29.68","Reit","","55.00","","","","","","21.46","4.10","1.01","21.80","21.84","-1.55","-1.75","18.60","23.99","15.91","23.99","21.26","2.66","-2.73","62.69","54.28","56.29","37.96","-2.73","5.35","39.80","55.97","3463.00","2101.00","1978.00","2514.00","41.26","","","","55.20","1.00"
"MITT PRC","MITT-C","MITT","FF","","8.00","05/30/2025","8/3/2017","NONE","0.71","8.00%","","","29.68","Reit","","55.00","","","","","","24.90","","","24.73","24.82","0.68","0.31","20.65","25.50","17.57","25.50","24.62","3.97","-0.88","55.31","48.07","40.29","18.52","-0.88","7.05","19.08","44.94","9825.00","10486.00","5638.00","8650.00","41.26","","","","50.14","1.00"
"MS PRA","MS-A","MS","FLR","","11.00","06/27/2025","7/15/2011","NONE","0.33","4.00%","","","1603.20","Bank","","83.00","","","","","","21.69","","","22.32","23.01","-2.82","-5.74","20.50","24.65","20.31","24.65","21.66","1.16","-2.99","66.90","66.31","74.61","40.70","-2.99","1.35","42.72","81.95","52826.00","50392.00","58656.00","53958.00","76.23","64.71","83.70","88.27","71.90","1.00"
"MS PRE","MS-E","MS","","","11.00","06/27/2025","10/15/2023","NONE","0.45","7.13%","26.10","24.99","1603.20","Bank","","83.00","","","","","","25.45","0.46","-0.65","25.41","25.41","0.16","0.15","25.01","25.71","24.93","25.93","25.41","0.40","-0.30","57.03","48.55","83.89","12.42","-0.52","0.48","15.04","87.60","50915.00","48008.00","37026.00","45316.00","76.23","64.71","83.70","88.27","60.31","1.00"
"MS PRF","MS-F","MS","","","11.00","06/27/2025","1/15/2024","NONE","0.43","6.88%","26.31","24.43","1603.20","Bank","","83.00","","","","","","25.21","0.78","-1.10","25.26","25.32","-0.20","-0.43","24.87","25.63","24.33","25.83","25.18","0.31","-0.45","58.23","50.30","84.99","13.99","-0.65","0.85","16.50","85.19","51253.00","50484.00","43546.00","48428.00","76.23","64.71","83.70","88.27","61.68","1.00"
"MS PRP","MS-P","MS","","","11.00","06/27/2025","10/15/2027","NONE","0.41","6.50%","26.33","24.28","1603.20","Bank","","83.00","","","","","","26.00","1.72","-0.33","25.51","25.89","1.90","0.44","24.70","26.78","24.25","27.14","25.97","1.27","-0.81","51.27","47.68","73.27","17.78","-1.17","1.72","22.32","79.55","48027.00","56378.00","53485.00","52630.00","76.23","64.71","83.70","88.27","58.12","1.00"
"MS PRQ","MS-Q","MS","","","11.00","06/30/2025","10/15/2029","NONE","0.41","6.63%","","","1603.20","Bank","","86.00","","","","","","26.12","","","","","","","24.82","27.02","21.92","27.35","26.18","1.36","-0.84","58.17","53.63","72.17","18.09","-1.17","4.26","22.32","63.05","74578.00","73893.00","39441.00","62637.00","76.23","64.71","83.70","88.27","63.88","1.00"
"MSBIP","MSBIP","MSBI","NFF","","8.00","06/16/2025","9/30/2027","NONE","0.48","7.75%","","","21.40","Regionalbank","","72.00","","","","","","22.70","","","23.56","24.50","-3.64","-7.34","22.03","25.66","21.22","26.55","22.60","0.57","-3.06","69.61","71.13","81.82","41.43","-3.95","1.38","53.47","81.75","8404.00","7288.00","7125.00","7605.00","37.58","","","","64.29","1.00"
"MTB PRH","MTB-H","MTB","NFF","","10.50","06/02/2025","12/15/2026","NONE","0.35","5.63%","","","160.60","Regionalbank","","58.00","","","","","","25.05","","","24.54","24.74","2.09","1.26","23.02","26.12","20.22","26.12","24.93","1.91","-1.19","50.65","45.21","65.45","21.77","-1.19","4.71","22.55","60.13","16704.00","21498.00","26321.00","21508.00","62.04","","","","52.10","1.00"
"MTB PRJ","MTB-J","MTB","","","10.50","06/02/2025","6/15/2029","NONE","0.47","7.50%","","","160.60","Regionalbank","","58.00","","","","","","26.65","","","26.32","26.67","1.27","-0.09","25.00","27.98","24.09","28.04","26.48","1.48","-1.50","53.36","49.28","70.70","25.03","-1.56","2.39","26.69","75.19","53983.00","56948.00","47800.00","52910.00","62.04","","","","56.77","1.00"
"NEWTG","NEWTG","NEWT","","BB","8.00","05/30/2025","6/1/2027","6/1/2029","0.53","8.50%","","","27.29","Regionalbank","","55.00","","","","","","24.76","","","24.76","25.08","-0.02","-1.26","24.00","25.84","24.00","25.84","24.55","0.55","-1.29","57.63","52.80","82.06","22.83","-1.29","0.55","23.67","87.14","8240.00","7574.00","5170.00","6995.00","34.44","","","","51.50","1.00"
"NEWTH","NEWTH","NEWT","","BB","8.00","07/14/2025","10/15/2026","10/15/2029","0.54","8.63%","","","27.29","Regionalbank","","10.00","","","","","","25.01","","","","","","","23.00","25.95","23.00","25.95","24.52","1.52","-1.43","58.17","53.63","70.21","24.30","-1.43","1.52","25.24","80.84","13770.00","11476.00","7225.00","10824.00","34.44","","","","52.28","1.00"
"NEWTI","NEWTI","NEWT","","BB","8.00","05/15/2025","9/1/2025","9/1/2028","0.50","8.00%","","24.80","27.29","Regionalbank","","40.00","","","","","","24.99","0.20","","24.96","25.11","0.15","-0.45","23.90","26.57","23.48","26.57","24.72","0.82","-1.85","57.07","50.36","78.76","28.71","-1.85","1.24","29.94","82.66","1592.00","1659.00","1350.00","1534.00","34.44","","","","49.96","1.00"
"NEWTZ","NEWTZ","NEWT","","","8.00","07/11/2025","2/1/2022","2/1/2026","0.34","5.50%","24.46","23.61","27.29","Regionalbank","","7.00","","","","","","24.91","1.30","0.45","24.74","24.61","0.68","1.23","24.40","25.25","23.10","26.02","24.60","0.20","-0.65","55.31","45.30","86.34","16.10","-1.42","1.50","25.13","80.97","4531.00","4602.00","1700.00","3611.00","33.76","","","","47.22","1.00"
"NLY PRF","NLY-F","NLY","FF","","8.00","06/02/2025","9/30/2022","NONE","0.60","6.95%","","","26.45","Reit","","58.00","","","","","","25.44","","","25.45","25.57","-0.05","-0.52","21.75","26.34","21.75","26.34","25.23","3.48","-1.11","57.73","50.57","46.27","20.93","-1.11","3.48","21.65","68.12","51779.00","58665.00","45628.00","52024.00","42.32","","","","55.04","1.00"
"NLY PRG","NLY-G","NLY","FF","","8.00","06/02/2025","3/31/2023","NONE","0.55","6.50%","","","26.45","Reit","","58.00","","","","","","25.18","","","24.80","25.18","1.53","-0.01","23.01","25.75","22.39","25.78","24.98","1.97","-0.77","52.50","49.04","64.72","17.36","-0.80","2.59","18.18","73.90","20299.00","24595.00","24625.00","23173.00","42.32","","","","50.53","1.00"
"NLY PRI","NLY-I","NLY","FF","","8.00","06/02/2025","6/30/2024","NONE","0.60","6.75%","","","26.45","Reit","","58.00","","","","","","25.39","","","25.41","25.55","-0.07","-0.63","24.15","26.05","22.24","26.05","25.18","1.03","-0.87","57.79","50.90","76.20","18.41","-0.87","2.94","18.96","71.62","26367.00","29368.00","30367.00","28701.00","42.32","","","","53.73","1.00"
"NMFCZ","NMFCZ","NMFC","","BB","9.50","08/01/2025","6/17/2027","11/15/2028","0.52","8.25%","","","107.59","Assetmanagement","","28.00","","","","","","25.43","","","25.39","25.52","0.14","-0.37","25.09","26.20","24.95","26.74","25.07","-0.02","-1.13","57.10","50.12","89.02","21.14","-1.67","0.12","27.93","89.94","8999.00","10653.00","8658.00","9436.00","49.95","","","","53.47","1.00"
"NREF PRA","NREF-A","NREF","","","8.00","07/11/2025","7/24/2025","NONE","0.53","8.50%","24.00","18.80","17.64","Reit","","7.00","","","","","","23.15","4.35","-0.85","22.71","22.86","1.92","1.27","21.47","24.50","18.00","24.79","22.66","1.19","-1.84","51.21","45.18","74.24","28.61","-2.13","4.66","33.08","60.45","2037.00","1951.00","1074.00","1688.00","41.52","","","","46.97","1.00"
"NYMTG","NYMTG","NYMT","","","8.00","03/14/2025","4/1/2027","4/1/2030","0.57","9.13%","","","90.30","Reit","","68.00","","","","","","24.11","","","","","","","22.70","25.69","22.70","25.69","23.97","1.27","-1.72","58.17","53.63","73.27","27.35","-1.72","1.27","28.49","82.47","24329.00","26559.00","15654.00","22181.00","41.01","73.83","60.67","85.70","54.31","1.00"
"NYMTI","NYMTI","NYMT","","BB","8.00","06/12/2025","7/1/2026","7/1/2029","0.57","9.13%","","","90.30","Reit","","68.00","","","","","","24.30","","","","","","","23.09","25.59","23.09","26.00","24.16","1.07","-1.43","58.17","53.63","75.71","24.30","-1.84","1.07","29.83","83.77","11085.00","11553.00","5740.00","9460.00","41.83","73.83","60.67","85.70","53.68","1.00"
"NYMTL","NYMTL","NYMT","NFF","","8.00","07/01/2025","10/15/2026","NONE","0.43","6.88%","","","90.30","Reit","","87.00","","","","","","21.51","","","21.60","21.53","-0.43","-0.11","19.36","23.03","17.55","23.03","21.50","2.14","-1.53","58.99","49.34","62.64","25.35","-1.53","3.95","26.36","65.06","6560.00","7064.00","7493.00","7039.00","41.01","73.83","60.67","85.70","51.97","1.00"
"NYMTM","NYMTM","NYMT","FF","","8.00","07/01/2025","1/15/2025","NONE","0.69","7.88%","","","90.30","Reit","","87.00","","","","","","24.29","","","24.43","24.44","-0.57","-0.61","22.50","25.39","20.86","25.39","24.27","1.77","-1.12","59.45","50.84","67.16","21.04","-1.12","3.41","21.76","68.57","19001.00","23963.00","22012.00","21659.00","41.01","73.83","60.67","85.70","53.67","1.00"
"NYMTN","NYMTN","NYMT","NFF","","8.00","07/01/2025","10/15/2027","NONE","0.50","8.00%","","","90.30","Reit","","87.00","","","","","","20.82","","","21.77","22.13","-4.34","-5.92","19.21","23.56","18.71","23.56","20.80","1.59","-2.76","71.93","66.85","69.36","38.28","-2.76","2.09","40.14","77.14","7640.00","8018.00","9989.00","8549.00","41.01","73.83","60.67","85.70","64.25","1.00"
"OCCIM","OCCIM","OCCI","","Term","8.00","05/20/2025","10/31/2026","10/31/2029","0.16","7.88%","","","20.70","Cef","","45.00","","","","","","24.97","","","","","","","24.18","25.21","24.18","25.21","24.89","0.71","-0.32","58.17","53.63","80.11","12.63","-0.32","0.71","12.80","86.10","2184.00","1817.00","2027.00","2010.00","37.76","","","","52.40","1.00"
"OCCIN","OCCIN","OCCI","","","8.00","05/20/2025","12/31/2023","12/31/2026","0.11","5.25%","22.99","22.07","20.70","Cef","","45.00","","","","","","24.25","2.18","1.26","23.94","23.69","1.29","2.36","23.50","24.56","21.53","24.56","24.20","0.70","-0.36","53.29","41.89","80.23","13.05","-0.36","2.67","13.25","73.38","1607.00","1815.00","945.00","1456.00","37.76","","","","45.72","1.00"
"OCCIO","OCCIO","OCCI","","","8.00","05/20/2025","4/30/2023","4/30/2026","0.13","6.13%","24.87","23.35","20.70","Cef","","45.00","","","","","","24.85","1.50","-0.02","24.68","24.59","0.69","1.06","24.20","25.60","22.86","25.60","24.79","0.59","-0.81","55.28","45.81","81.57","17.78","-0.81","1.93","18.29","78.18","925.00","1011.00","1559.00","1165.00","37.76","","","","48.06","1.00"
"OFSSH","OFSSH","OFS","","BB","8.00","07/11/2025","10/31/2023","10/31/2028","0.31","4.95%","22.99","21.00","13.41","Cef","","7.00","","","","","","23.18","2.18","0.19","22.67","22.44","2.23","3.28","22.06","23.18","20.52","23.18","22.89","0.83","-0.29","50.18","39.12","78.64","12.31","-0.29","2.37","12.46","75.32","783.00","788.00","2640.00","1404.00","46.16","","","","45.04","1.00"
"ONBPO","ONBPO","ONB","","","9.00","08/01/2025","8/20/2025","NONE","0.44","7.00%","","","370.09","Regionalbank","","28.00","","","","","","24.88","","","24.83","25.05","0.19","-0.67","24.44","25.70","21.58","27.00","24.58","0.14","-1.12","56.93","51.02","87.07","21.04","-2.42","3.00","36.33","71.23","5402.00","7072.00","7684.00","6719.00","56.36","","","","54.87","1.00"
"ONBPP","ONBPP","ONB","","","9.00","08/01/2025","8/20/2025","NONE","0.44","7.00%","26.93","22.98","370.09","Regionalbank","","28.00","","","","","","25.15","2.17","-1.78","25.02","25.13","0.52","0.08","24.40","25.65","21.60","26.36","24.85","0.45","-0.80","55.84","48.76","83.28","17.67","-1.51","3.25","26.13","69.61","3782.00","4395.00","4004.00","4060.00","56.36","","","","53.37","1.00"
"OXLCG","OXLCG","OXLC","","","8.00","06/13/2025","2/28/2030","2/29/2032","0.68","7.95%","","","437.24","Cef","","69.00","","","","","","24.79","","","","","","","24.06","25.01","24.06","25.01","24.63","0.57","-0.38","58.17","53.63","81.82","13.26","-0.38","0.57","13.47","87.01","25973.00","25973.00","40765.00","30904.00","42.02","","","","55.05","1.00"
"OXLCO","OXLCO","OXLC","","","8.00","05/16/2025","8/31/2024","8/31/2029","0.13","6.00%","23.37","21.49","437.24","Cef","","41.00","","","","","","23.18","1.69","-0.19","22.87","22.82","1.34","1.59","22.28","23.29","20.70","23.47","23.11","0.83","-0.18","53.13","44.21","78.64","11.16","-0.36","2.41","13.25","75.06","1814.00","1382.00","2449.00","1882.00","42.02","","","","47.46","1.00"
"OXLCP","OXLCP","OXLC","","","8.00","05/16/2025","2/28/2023","2/28/2027","0.13","6.25%","24.00","22.74","437.24","Cef","","41.00","","","","","","24.35","1.60","0.34","24.22","24.01","0.51","1.38","23.75","24.46","22.54","24.46","24.27","0.52","-0.19","55.88","44.85","82.43","11.26","-0.19","1.73","11.34","79.48","4406.00","5226.00","3095.00","4242.00","42.02","","","","48.96","1.00"
"OXLCZ","OXLCZ","OXLC","","BB","8.00","06/13/2025","1/31/2024","1/31/2027","0.31","5.00%","23.69","22.31","437.24","Cef","","69.00","","","","","","24.03","1.72","0.34","23.90","23.70","0.53","1.40","23.44","24.37","21.93","24.37","23.96","0.52","-0.41","55.81","44.79","82.43","13.57","-0.41","2.03","13.81","77.53","4848.00","5085.00","6177.00","5370.00","42.86","","","","49.15","1.00"
"OXSQG","OXSQG","OXSQ","","BB","8.00","06/20/2025","5/31/2024","7/31/2028","0.34","5.50%","23.55","21.50","71.37","Cef","","76.00","","","","","","23.88","2.38","0.33","23.29","23.12","2.53","3.30","22.75","23.90","21.39","23.90","23.83","1.08","-0.07","49.19","39.06","75.59","10.00","-0.07","2.44","10.00","74.87","2172.00","3747.00","10275.00","5398.00","38.32","","","","43.30","1.00"
"OXSQZ","OXSQZ","OXSQ","","BB","8.00","06/20/2025","4/30/2022","4/30/2026","0.39","6.25%","24.70","23.48","71.37","Cef","","76.00","","","","","","25.17","1.69","0.47","24.83","24.64","1.38","2.17","24.30","25.22","23.27","25.22","25.11","0.81","-0.11","53.00","42.46","78.89","10.42","-0.11","1.84","10.45","78.77","1949.00","2367.00","3415.00","2577.00","38.32","","","","46.01","1.00"
"PBI PRB","PBI-B","PBI","","BB","8.00","05/23/2025","3/7/2018","3/7/2043","0.42","6.70%","23.44","16.07","183.19","Integratedfreight&logistics","","48.00","","","","","","19.14","3.07","-4.30","19.64","19.77","-2.56","-3.18","17.31","22.23","14.77","22.23","18.94","1.63","-3.29","66.04","58.59","68.87","43.85","-3.29","4.17","46.08","63.64","20547.00","20716.00","22824.00","21362.00","49.30","","","","61.05","1.00"
"PDPA","PDPA","-","","","8.00","05/16/2025","12/31/2026","12/31/2029","0.17","8.00%","","","-","-","","41.00","","","","","","25.05","","","","","","","24.30","25.84","24.30","25.84","24.96","0.66","-0.88","58.17","53.63","80.72","18.52","-0.88","0.66","19.08","86.43","3856.00","2190.00","1992.00","2679.00","53.11","","","","55.51","1.00"
