"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","6M_Low_diff","6M_High_diff","SMA88_chg_norm","SMA268_chg_norm","6M_Low_diff_norm","6M_High_diff_norm","1Y_High_diff","1Y_Low_diff","1Y_High_diff_norm","1Y_Low_diff_norm","ADV_6M","ADV_3M","ADV_15D","AVG_ADV","SOLIDITY_SCORE","Normalized_COM_6M","Normalized_COM_3M","Normalized_52W_LOW","FINAL_THG","CS_FACTOR"
"CIMN","CIMN","CIM","","BB","8.00","07/30/2025","5/15/2026","5/15/2029","0.56","9.00%","","","80.92","Reit","","26.00","","","","","","25.23","","","24.90","25.14","1.31","0.35","23.62","25.74","23.62","25.85","24.83","1.21","-0.91","53.23","47.95","74.00","18.83","-1.02","1.21","20.64","82.86","9726.00","8521.00","5206.00","7817.00","39.04","52.39","62.26","87.65","48.77","1.00"
"CIMO","CIMO","CIM","","","8.00","07/30/2025","8/15/2026","8/15/2029","0.58","9.25%","","","80.92","Reit","","26.00","","","","","","25.41","","","","","","","24.12","25.90","24.12","26.25","25.00","0.88","-0.90","58.17","53.63","78.03","18.73","-1.25","0.88","23.22","85.00","12894.00","10628.00","3265.00","8929.00","38.27","52.39","62.26","87.65","52.93","1.00"
"CMRE PRB","CMRE-B","CMRE","","","8.00","07/10/2025","8/6/2018","NONE","0.48","7.63%","25.18","24.82","119.96","Marineshipping","","6.00","","","","","","25.10","0.28","-0.08","25.29","25.63","-0.77","-2.08","24.02","26.25","22.13","28.16","24.65","0.63","-1.60","60.11","55.28","81.08","26.08","-3.51","2.52","48.54","74.35","2043.00","2727.00","3925.00","2898.00","44.00","","","","55.14","1.00"
"CMRE PRC","CMRE-C","CMRE","","","8.00","07/10/2025","1/21/2019","NONE","0.53","8.50%","25.32","25.17","119.96","Marineshipping","","6.00","","","","","","25.90","0.72","0.57","25.85","26.08","0.15","-0.75","25.05","26.94","24.50","27.19","25.40","0.35","-1.54","57.07","51.27","84.50","25.45","-1.79","0.90","29.27","84.87","3335.00","4133.00","3563.00","3677.00","44.00","","","","52.37","1.00"
"CMRE PRD","CMRE-D","CMRE","","","8.00","07/10/2025","5/13/2020","NONE","0.55","8.75%","25.83","25.07","119.96","Marineshipping","","6.00","","","","","","26.42","1.36","0.60","26.25","26.31","0.70","0.45","24.54","27.01","24.54","27.29","25.92","1.38","-1.09","55.25","47.65","71.92","20.72","-1.37","1.38","24.57","81.75","3008.00","2824.00","2198.00","2677.00","44.00","","","","50.13","1.00"
"CNOBP","CNOBP","CNOB","NFF","","8.00","05/15/2025","9/1/2026","NONE","0.33","5.25%","","","38.47","Regionalbank","","40.00","","","","","","22.94","","","22.52","21.80","1.85","5.24","20.60","23.42","15.86","23.42","22.76","2.16","-0.66","51.44","33.21","62.40","16.20","-0.66","6.90","16.61","45.91","5247.00","6109.00","3872.00","5076.00","42.85","","","","42.75","1.00"
"CODI PRA","CODI-A","CODI","","","8.00","06/17/2025","7/30/2022","NONE","0.45","7.25%","25.08","22.03","75.24","Conglomerates","","73.00","","","","","","17.28","-4.75","-7.80","19.16","22.44","-9.80","-22.99","10.88","24.88","10.88","26.06","17.20","6.32","-7.68","90.00","53.63","11.59","90.00","-8.86","6.32","","49.68","12896.00","16162.00","11320.00","13459.00","24.54","","","","63.20","1.00"
"CODI PRB","CODI-B","CODI","FF","","8.00","06/17/2025","4/30/2028","NONE","0.49","7.88%","26.85","23.50","75.24","Conglomerates","","73.00","","","","","","18.75","-4.75","-8.10","20.09","22.89","-6.65","-18.10","12.75","24.60","12.75","25.87","18.66","5.91","-5.94","79.57","53.63","16.60","71.71","-7.21","5.91","90.00","52.34","46030.00","54907.00","32787.00","44575.00","24.54","","","","60.97","1.00"
"CODI PRC","CODI-C","CODI","FF","","8.00","06/17/2025","1/30/2025","NONE","0.49","7.88%","25.79","23.89","75.24","Conglomerates","","73.00","","","","","","18.98","-4.91","-6.81","20.17","22.97","-5.89","-17.35","12.44","25.18","12.44","25.69","18.89","6.45","-6.29","77.06","53.63","10.00","75.39","-6.80","6.45","85.41","48.83","46195.00","55031.00","38124.00","46450.00","24.54","","","","60.09","1.00"
"CRBD","CRBD","CRBG","","","11.00","05/30/2025","12/15/2029","12/15/2064","0.40","6.38%","","","550.13","Assetmanagement","","55.00","","","","","","23.50","","","","","","","19.76","31.75","19.76","31.75","23.34","3.58","-8.41","58.17","53.63","45.05","","-8.41","3.58","","67.47","101956.00","50684.00","50899.00","67846.00","65.18","","","","61.99","1.00"
"CSWCZ","CSWCZ","CSWC","","BB","8.00","07/15/2025","8/1/2025","8/1/2028","0.48","7.75%","","25.05","50.37","Assetmanagement","","11.00","","","","","","25.61","0.56","","25.55","25.70","0.24","-0.34","25.03","26.17","24.79","26.48","25.19","0.16","-0.98","56.77","50.03","86.82","19.57","-1.29","0.40","23.67","88.12","3268.00","3166.00","1817.00","2750.00","46.72","","","","52.24","1.00"
"CUBI PRF","CUBI-F","CUBI","FF","","8.00","05/30/2025","12/14/2021","NONE","0.59","6.00%","","","31.54","Regionalbank","","55.00","","","","","","25.68","","","25.43","25.40","0.97","1.09","23.90","25.99","22.28","25.99","25.45","1.55","-0.54","54.35","45.72","69.85","14.94","-0.54","3.17","15.27","70.13","4459.00","5145.00","4911.00","4838.00","44.35","58.82","56.18","78.22","49.20","1.00"
"DBRG PRH","DBRG-H","DBRG","","","8.00","07/10/2025","4/15/2020","NONE","0.45","7.13%","24.50","21.28","176.33","Assetmanagement","","6.00","","","","","","21.12","-0.16","-3.38","22.39","23.66","-5.67","-10.73","20.20","25.45","18.88","25.80","20.70","0.50","-4.75","76.33","81.35","82.67","59.20","-5.10","1.82","66.36","78.90","11071.00","14237.00","9592.00","11633.00","35.06","","","","70.81","1.00"
"DBRG PRI","DBRG-I","DBRG","","","8.00","07/10/2025","6/5/2022","NONE","0.45","7.15%","24.30","20.80","176.33","Assetmanagement","","6.00","","","","","","21.02","0.22","-3.28","22.42","23.68","-6.24","-11.22","20.28","25.40","18.59","25.86","20.60","0.32","-4.80","78.22","82.83","84.87","59.72","-5.26","2.01","68.15","77.66","23959.00","34477.00","28508.00","28981.00","35.06","","","","73.24","1.00"
"DBRG PRJ","DBRG-J","DBRG","","","8.00","07/10/2025","9/22/2022","NONE","0.45","7.13%","24.72","21.00","176.33","Assetmanagement","","6.00","","","","","","20.81","-0.19","-3.91","22.25","23.52","-6.48","-11.53","20.30","25.20","18.72","25.66","20.39","0.09","-4.81","79.01","83.76","87.68","59.83","-5.27","1.67","68.26","79.87","23592.00","31769.00","21392.00","25585.00","35.06","","","","73.72","1.00"
"DCOMG","DCOMG","DCOM","NFF","","10.00","06/30/2025","7/15/2029","7/15/2034","0.56","9.00%","","","43.64","Regionalbank","","86.00","","","","","","26.88","","","","","","","24.25","27.64","24.25","27.64","26.86","2.61","-0.78","58.17","53.63","56.90","17.46","-0.78","2.61","17.96","73.77","5527.00","7317.00","924.00","4590.00","46.79","33.68","41.01","90.91","54.36","1.00"
"DDT","DDT","DDS","","TP","10.50","07/11/2025","8/12/2003","8/1/2038","0.47","7.50%","27.00","25.40","15.68","Departmentstores","","7.00","","","","","","25.82","0.42","-1.18","25.94","25.89","-0.46","-0.26","24.39","26.55","24.39","26.59","25.39","1.00","-1.16","59.09","49.79","76.56","21.46","-1.20","1.00","22.66","84.22","7538.00","8665.00","7852.00","8018.00","55.87","","","","55.23","1.00"
"DRH PRA","DRH-A","DRH","","","8.00","06/20/2025","8/31/2025","NONE","0.52","8.25%","27.00","24.87","205.53","Reit","","76.00","","","","","","24.84","-0.03","-2.16","25.02","25.34","-0.71","-1.97","23.51","26.26","23.51","27.54","24.76","1.25","-1.50","59.91","54.94","73.51","25.03","-2.78","1.25","40.36","82.60","8370.00","7538.00","4568.00","6826.00","44.35","","","","55.24","1.00"
"DSX PRB","DSX-B","DSX","","","8.00","07/10/2025","3/14/2019","NONE","0.56","8.88%","25.80","25.16","115.77","Marineshipping","","6.00","","","","","","26.51","1.35","0.71","26.19","26.26","1.21","0.95","23.88","27.75","23.88","27.75","25.99","2.11","-1.76","53.56","46.14","63.01","27.77","-1.76","2.11","28.94","77.01","1831.00","1823.00","1304.00","1653.00","31.44","","","","46.27","1.00"
"DX PRC","DX-C","DX","NFF","","8.00","06/27/2025","4/25/2025","NONE","0.43","6.90%","","","107.00","Reit","","83.00","","","","","","25.23","","","25.46","25.25","-0.92","-0.08","24.56","25.80","21.48","25.80","25.20","0.64","-0.60","60.61","49.25","80.96","15.57","-0.60","3.72","15.94","66.56","10570.00","14160.00","8428.00","11053.00","45.25","","","","53.68","1.00"
"ECC PRD","ECC-D","ECC","","","8.00","05/12/2025","11/29/2026","NONE","0.14","6.75%","23.19","19.60","120.18","Cef","","37.00","","","","","","20.00","0.40","-3.19","19.26","19.56","3.83","2.28","18.08","20.42","18.08","21.45","19.92","1.84","-0.50","44.89","42.13","66.31","14.52","-1.53","1.84","26.36","78.77","26119.00","17191.00","14337.00","19216.00","40.08","","","","44.03","1.00"
"ECCC","ECCC","ECC","","","8.00","05/12/2025","6/16/2024","6/30/2031","0.14","6.50%","24.15","20.52","120.18","Cef","","37.00","","","","","","23.34","2.82","-0.81","22.79","22.92","2.43","1.83","21.87","24.89","20.24","24.89","23.26","1.39","-1.63","49.52","43.49","71.80","26.40","-1.63","3.02","27.48","71.10","3460.00","3704.00","2781.00","3315.00","40.08","","","","45.43","1.00"
"ECCF","ECCF","ECC","","Term","8.00","05/12/2025","1/18/2026","1/31/2029","0.17","8.00%","","","120.18","Cef","","37.00","","","","","","25.00","","","24.87","24.93","0.53","0.29","24.03","25.50","24.03","25.55","24.90","0.87","-0.60","55.81","48.13","78.15","15.57","-0.65","0.87","16.50","85.06","5327.00","4438.00","4566.00","4777.00","40.08","","","","49.89","1.00"
"ECCU","ECCU","ECC","","","8.00","05/12/2025","6/30/2027","4/30/2030","0.15","7.75%","","","120.18","Cef","","37.00","","","","","","24.84","","","","","","","23.89","25.45","23.89","25.45","24.75","0.86","-0.70","58.17","53.63","78.27","16.62","-0.70","0.86","17.06","85.13","16633.00","15332.00","6113.00","12693.00","40.08","","","","53.53","1.00"
"ECCV","ECCV","ECC","","BB","8.00","06/13/2025","1/31/2025","1/31/2029","0.34","5.38%","22.84","21.11","120.18","Cef","","69.00","","","","","","23.20","2.09","0.36","22.97","22.90","1.01","1.29","21.94","23.53","21.03","23.53","23.12","1.18","-0.41","54.22","45.12","74.37","13.57","-0.41","2.09","13.81","77.14","3177.00","3877.00","3046.00","3366.00","40.88","","","","48.12","1.00"
"ECCW","ECCW","ECC","","BB","8.00","06/13/2025","3/29/2024","3/31/2031","0.42","6.75%","24.50","21.90","120.18","Cef","","69.00","","","","","","23.64","1.74","-0.86","23.48","24.11","0.70","-1.94","22.28","24.90","21.44","25.21","23.54","1.26","-1.36","55.25","54.85","73.39","23.56","-1.67","2.10","27.93","77.08","2776.00","3924.00","3080.00","3260.00","40.88","","","","52.42","1.00"
"ECCX","ECCX","ECC","","BB","8.00","06/12/2025","4/30/2021","4/30/2028","0.42","6.69%","24.91","23.24","120.18","Cef","","68.00","","","","","","24.43","1.19","-0.48","24.74","24.74","-1.25","-1.24","23.85","26.95","22.70","26.95","24.33","0.48","-2.62","61.70","52.74","82.92","36.81","-2.62","1.63","38.57","80.13","2640.00","3348.00","2329.00","2773.00","40.88","","","","54.13","1.00"
"EFC PRA","EFC-A","EFC","FF","","8.00","06/27/2025","10/30/2024","NONE","0.61","6.75%","","","94.36","Reit","","83.00","","","","","","24.90","","","24.94","24.99","-0.17","-0.36","21.50","25.54","21.15","25.54","24.85","3.35","-0.69","58.13","50.09","47.86","16.52","-0.69","3.70","16.95","66.69","14287.00","14284.00","23388.00","17320.00","46.97","","","","53.76","1.00"
"EFC PRB","EFC-B","EFC","NFF","","8.00","06/27/2025","1/30/2027","NONE","0.39","6.25%","","","94.36","Reit","","83.00","","","","","","22.71","","","22.76","22.45","-0.23","1.14","20.29","23.75","18.35","23.75","22.68","2.39","-1.07","58.32","45.57","59.59","20.51","-1.07","4.33","21.20","62.60","5684.00","6894.00","7444.00","6674.00","46.97","","","","51.37","1.00"
"EFC PRC","EFC-C","EFC","NFF","","8.00","06/27/2025","4/30/2028","","0.54","8.63%","","","94.36","Reit","","83.00","","","","","","24.70","","","24.82","25.03","-0.47","-1.31","22.68","26.25","21.31","26.25","24.66","1.98","-1.59","59.12","52.95","64.60","25.98","-1.59","3.35","27.03","68.96","2052.00","2256.00","2645.00","2318.00","46.97","","","","54.37","1.00"
"EFC PRD","EFC-D","EFC","","","8.00","06/18/2025","5/12/2022","NONE","0.44","7.00%","","","94.36","Reit","","74.00","","","","","","23.34","","","23.21","23.03","0.54","1.34","21.41","27.00","20.24","27.00","23.26","1.85","-3.74","55.78","44.97","66.18","48.58","-3.74","3.02","51.12","71.10","635.00","545.00","69.00","416.00","46.97","","","","49.72","1.00"
"EICA","EICA","EIC","","Term","8.00","05/12/2025","10/31/2023","10/30/2026","0.10","5.00%","23.25","22.68","21.14","Cef","","37.00","","","","","","24.34","1.66","1.09","24.22","23.90","0.49","1.86","23.51","24.60","22.29","24.60","24.28","0.77","-0.32","55.94","43.40","79.37","12.63","-0.32","1.99","12.80","77.79","3269.00","3198.00","1815.00","2761.00","43.30","","","","48.57","1.00"
"EICB","EICB","EIC","","Term","8.00","05/12/2025","7/31/2025","7/31/2028","0.16","7.75%","","24.42","21.14","Cef","","37.00","","","","","","25.03","0.61","","24.88","24.92","0.59","0.45","23.63","25.20","23.63","25.50","24.94","1.31","-0.26","55.61","47.65","72.78","12.00","-0.56","1.31","15.49","82.21","6348.00","7043.00","8532.00","7308.00","43.30","","","","50.42","1.00"
"EICC","EICC","EIC","","Term","8.00","05/12/2025","4/3/2026","4/30/2029","0.17","8.00%","","","21.14","Cef","","37.00","","","","","","25.16","","","25.01","25.02","0.59","0.55","23.75","25.23","23.75","25.45","25.06","1.31","-0.17","55.61","47.35","72.78","11.05","-0.39","1.31","13.59","82.21","18511.00","23336.00","25471.00","22439.00","43.30","","","","51.25","1.00"
"EIIA","EIIA","-","","","8.00","05/12/2025","10/31/2026","10/31/2029","0.17","8.13%","","","-","-","","37.00","","","","","","25.06","","","","","","","24.37","25.37","24.37","25.37","24.96","0.59","-0.41","58.17","53.63","81.57","13.57","-0.41","0.59","13.81","86.88","8604.00","5720.00","2724.00","5683.00","53.11","","","","55.69","1.00"
"ESGRO","ESGRO","-","","","9.00","05/15/2025","3/1/2024","NONE","0.44","7.00%","25.62","22.50","-","-","","40.00","","","","","","19.55","-2.95","-6.07","20.26","20.95","-3.48","-6.67","18.22","21.30","18.22","25.47","19.31","1.09","-1.99","69.08","69.11","75.47","30.18","-6.16","1.09","78.24","83.64","12934.00","10378.00","14857.00","12723.00","53.11","","","","66.69","1.00"
"F PRD","F-D","F","","BB","9.00","04/30/2025","8/15/2027","8/15/2062","0.40","6.50%","","20.79","3980.84","Automanufacturers","","25.00","","","","","","22.84","2.05","","22.31","24.19","2.39","-5.58","20.85","26.06","20.10","26.19","22.55","1.70","-3.51","49.65","65.83","68.02","46.16","-3.64","2.45","50.00","74.81","44444.00","56331.00","41871.00","47549.00","54.05","69.95","72.75","78.56","59.97","1.00"
"FCRX","FCRX","CCAP","","BB","8.00","05/30/2025","5/25/2023","5/25/2026","0.31","5.00%","","23.25","37.06","Assetmanagement","","55.00","","","","","","24.70","1.45","","24.73","24.51","-0.10","0.79","24.22","25.00","22.50","25.00","24.58","0.36","-0.42","57.89","46.62","84.38","13.68","-0.42","2.08","13.92","77.21","7366.00","8808.00","13859.00","10011.00","44.24","","","","51.28","1.00"
"FGN","FGN","FG","","BB","11.00","05/30/2025","12/15/2028","12/15/2053","0.50","7.95%","","","134.94","Insurance","","55.00","","","","","","26.19","","","25.78","26.29","1.59","-0.37","24.21","27.65","24.21","27.65","26.00","1.79","-1.65","52.30","50.12","66.92","26.61","-1.65","1.79","27.70","79.09","15721.00","15115.00","19889.00","16909.00","49.53","","","","51.93","1.00"
"FGSN","FGSN","FG","","","8.50","07/01/2025","1/15/2030","1/15/2065","0.46","7.30%","","","134.94","Insurance","","87.00","","","","","","24.10","","","","","","","20.51","25.02","20.51","25.02","24.08","3.57","-0.94","58.17","53.63","45.18","19.15","-0.94","3.57","19.75","67.53","25956.00","26368.00","38650.00","30325.00","48.56","","","","56.33","1.00"
"FHN PRB","FHN-B","FHN","FF","","8.50","07/17/2025","8/1/2025","NONE","0.42","6.63%","","","506.74","Regionalbank","","13.00","","","","","","25.72","","","25.25","25.11","1.88","2.43","24.42","25.75","20.58","25.77","25.36","0.94","-0.39","51.34","41.68","77.30","13.36","-0.41","4.78","13.81","59.68","7230.00","9142.00","15289.00","10554.00","56.40","56.06","63.12","85.32","49.15","1.00"
"FHN PRC","FHN-C","FHN","NFF","","8.50","07/17/2025","5/1/2026","NONE","0.41","6.60%","","","506.74","Regionalbank","","13.00","","","","","","25.29","","","25.06","25.04","0.90","1.00","23.95","25.75","19.11","25.77","24.94","0.99","-0.81","54.58","45.99","76.69","17.78","-0.83","5.83","18.52","52.86","2490.00","2139.00","2339.00","2323.00","56.40","56.06","63.12","85.32","51.65","1.00"
"FHN PRE","FHN-E","FHN","","","8.50","06/25/2025","10/10/2025","NONE","0.41","6.50%","","","506.74","Regionalbank","","81.00","","","","","","24.00","","","23.82","24.15","0.74","-0.60","22.77","25.50","18.19","25.71","23.96","1.19","-1.54","55.11","50.81","74.24","25.45","-1.75","5.77","28.82","53.25","8154.00","7201.00","7576.00","7644.00","56.40","56.06","63.12","85.32","54.13","1.00"
"FITBI","FITBI","FITB","","","10.50","06/26/2025","12/31/2023","NONE","0.52","6.63%","","","667.97","Regionalbank","","82.00","","","","","","25.29","","","25.52","25.69","-0.91","-1.55","24.75","26.25","24.11","26.25","25.24","0.49","-1.01","60.58","53.68","82.79","19.88","-1.01","1.13","20.53","83.38","29973.00","36967.00","28484.00","31808.00","60.50","38.07","52.93","73.51","59.79","1.00"
"FLG PRA","FLG-A","FLG","NFF","","8.50","06/06/2025","6/17/2027","NONE","0.40","6.38%","","","415.83","Regionalbank","","62.00","","","","","","21.05","","","22.21","21.21","-5.22","-0.74","20.05","24.15","8.50","24.15","20.93","0.88","-3.22","74.84","51.24","78.03","43.11","-3.22","12.43","45.29","10.00","35903.00","41110.00","45798.00","40937.00","42.25","","","","61.44","1.00"
"FRMEP","FRMEP","FRME","","","8.00","07/28/2025","8/15/2025","NONE","0.47","7.50%","26.00","23.23","58.20","Regionalbank","","24.00","","","","","","25.32","2.09","-0.68","25.34","25.39","-0.09","-0.26","24.15","25.90","22.79","26.43","24.98","0.83","-0.92","57.86","49.79","78.64","18.94","-1.45","2.19","25.46","76.49","727.00","974.00","349.00","684.00","46.52","","","","52.41","1.00"
"GAINI","GAINI","GAIN","","","8.00","07/14/2025","2/1/2027","2/1/2030","0.49","7.88%","","","36.84","Assetmanagement","","10.00","","","","","","25.40","","","","","","","24.60","25.53","24.60","25.53","24.96","0.36","-0.57","58.17","53.63","84.38","15.26","-0.57","0.36","15.60","88.38","23523.00","18326.00","8920.00","16923.00","49.43","","","","55.66","1.00"
"GAINL","GAINL","GAIN","","BB","8.00","07/15/2025","8/1/2025","8/1/2028","0.50","8.00%","","25.07","36.84","Assetmanagement","","11.00","","","","","","25.68","0.61","","25.65","25.75","0.13","-0.29","25.27","26.22","24.70","27.13","25.24","-0.03","-0.98","57.13","49.88","89.15","19.57","-1.89","0.54","30.39","87.21","3101.00","2920.00","2259.00","2760.00","50.42","","","","53.06","1.00"
"GAINN","GAINN","GAIN","","BB","8.00","07/11/2025","5/1/2023","5/1/2026","0.31","5.00%","23.85","23.23","36.84","Assetmanagement","","7.00","","","","","","25.06","1.84","1.22","24.89","24.64","0.71","1.73","24.25","25.13","23.00","25.28","24.78","0.53","-0.35","55.21","43.79","82.31","12.94","-0.50","1.78","14.82","79.16","7570.00","2992.00","1661.00","4074.00","50.42","","","","49.94","1.00"
"GAINZ","GAINZ","GAIN","","BB","8.00","07/11/2025","11/1/2023","11/1/2028","0.31","4.75%","23.45","21.85","36.84","Assetmanagement","","7.00","","","","","","23.35","1.50","-0.10","23.04","23.22","1.34","0.56","22.21","23.99","21.38","24.76","23.06","0.85","-0.93","53.13","47.32","78.40","19.04","-1.70","1.68","28.26","79.81","3500.00","3866.00","3608.00","3658.00","50.42","","","","50.49","1.00"
"GAM PRB","GAM-B","GAM","","","8.00","06/09/2025","9/24/2008","NONE","0.37","5.95%","26.21","24.28","27.06","Cef","","65.00","","","","","","24.86","0.58","-1.35","24.83","25.18","0.13","-1.28","24.43","26.24","23.74","26.24","24.76","0.33","-1.48","57.13","52.86","84.75","24.82","-1.48","1.02","25.80","84.09","8236.00","10542.00","4943.00","7907.00","55.03","","","","55.50","1.00"
"GECCH","GECCH","GECC","","BB","8.00","06/13/2025","12/30/2026","12/31/2029","0.50","8.13%","","","11.54","Assetmanagement","","69.00","","","","","","25.24","","","","","","","24.38","25.44","24.38","25.44","25.12","0.74","-0.32","58.17","53.63","79.74","12.63","-0.32","0.74","12.80","85.91","5311.00","2848.00","2853.00","3671.00","41.03","","","","53.15","1.00"
"GECCI","GECCI","GECC","","","8.00","06/13/2025","4/30/2026","4/30/2029","0.53","8.50%","","","11.54","Assetmanagement","","69.00","","","","","","25.08","","","25.14","25.21","-0.24","-0.50","24.75","25.48","24.67","25.70","24.96","0.21","-0.52","58.36","50.51","86.21","14.73","-0.74","0.29","17.51","88.83","1169.00","1367.00","578.00","1038.00","40.23","","","","51.66","1.00"
"GECCO","GECCO","GECC","","BB","8.00","06/13/2025","6/30/2023","6/30/2026","0.36","5.88%","24.75","24.05","11.54","Assetmanagement","","69.00","","","","","","25.04","0.99","0.29","25.25","24.93","-0.84","0.44","24.26","27.20","23.00","27.20","24.96","0.70","-2.24","60.34","47.68","80.23","32.81","-2.24","1.96","34.31","77.99","1125.00","925.00","697.00","916.00","41.03","","","","51.47","1.00"
"GECCZ","GECCZ","GECC","","BB","8.00","06/13/2025","9/30/2025","9/30/2028","0.54","8.75%","","24.64","11.54","Assetmanagement","","","","","","","","25.15","","","","","","","","","","","25.15","","","58.17","53.63","","","","","","","1514.00","1679.00","1697.00","1630.00","41.03","","","","53.03","1.00"
"GLADZ","GLADZ","GLAD","","BB","8.00","05/15/2025","9/1/2025","9/1/2028","0.48","7.75%","","25.02","22.33","Cef","","40.00","","","","","","25.45","0.43","","25.49","25.46","-0.17","-0.04","24.97","25.98","24.45","25.98","25.18","0.21","-0.80","58.13","49.13","86.21","17.67","-0.80","0.73","18.18","85.97","4276.00","4457.00","1846.00","3527.00","51.03","","","","53.33","1.00"
"GMRE PRA","GMRE-A","GMRE","","","8.00","07/11/2025","9/15/2022","NONE","0.47","7.50%","25.54","24.46","66.88","Reit","","7.00","","","","","","25.17","0.71","-0.37","25.04","25.14","0.52","0.11","23.38","26.26","23.32","26.26","24.74","1.36","-1.52","55.84","48.67","72.17","25.24","-1.52","1.42","26.25","81.49","3865.00","3149.00","2177.00","3064.00","34.04","","","","48.80","1.00"
"GNL PRA","GNL-A","GNL","","","8.00","07/02/2025","9/12/2022","NONE","0.45","7.25%","25.75","16.96","229.01","Reit","","88.00","","","","","","22.06","5.55","-3.24","22.17","22.15","1.52","1.63","19.36","23.77","16.42","23.77","22.50","3.14","-1.27","52.53","44.09","50.43","22.61","-1.27","6.08","23.45","51.23","7597.00","6381.00","4877.00","6285.00","40.33","","","","47.11","1.00"
"GNL PRB","GNL-B","GNL","","","8.00","07/02/2025","11/26/2024","NONE","0.43","6.88%","26.04","16.01","229.01","Reit","","88.00","","","","","","20.84","5.26","-4.77","21.13","21.25","0.68","0.09","18.68","23.20","15.61","24.21","21.26","2.58","-1.94","55.31","48.73","57.27","29.66","-2.95","5.65","42.27","54.03","6723.00","5935.00","3794.00","5484.00","40.33","","","","50.02","1.00"
"GNL PRD","GNL-D","GNL","","","8.00","07/03/2025","3/26/2024","NONE","0.47","7.50%","","17.92","229.01","Reit","","89.00","","","","","","22.75","5.30","","22.78","22.55","1.94","2.96","20.25","23.97","16.44","24.47","23.21","2.96","-0.76","51.14","40.08","52.63","17.25","-1.26","6.77","23.33","46.75","9052.00","7328.00","6518.00","7632.00","40.33","","","","45.03","1.00"
"GNL PRE","GNL-E","GNL","","","8.00","07/03/2025","12/15/2025","NONE","0.46","7.38%","","17.64","229.01","Reit","","89.00","","","","","","22.18","5.00","","22.32","22.27","1.41","1.65","20.29","23.72","16.10","23.79","22.63","2.34","-1.09","52.90","44.03","60.20","20.72","-1.16","6.53","22.21","48.31","5305.00","4109.00","5306.00","4907.00","40.33","","","","47.14","1.00"
"GPMT PRA","GPMT-A","GPMT","NFF","","8.00","06/30/2025","1/15/2027","NONE","0.44","7.00%","","","48.41","Reit","","86.00","","","","","","18.15","","","17.70","17.14","2.53","5.88","16.20","19.22","15.38","19.22","18.13","1.93","-1.09","49.19","31.28","65.21","20.72","-1.09","2.75","21.43","72.86","10402.00","8863.00","6718.00","8661.00","31.03","","","","38.94","1.00"
"GS PRA","GS-A","GS","FLR","","9.50","07/24/2025","4/10/2010","NONE","0.34","3.75%","","","306.83","Bank","","20.00","","","","","","21.50","","","22.10","22.99","-2.70","-6.50","20.84","24.48","20.06","24.48","21.24","0.40","-3.24","66.50","68.60","83.89","43.32","-3.24","1.18","45.52","83.05","38549.00","42694.00","59227.00","46823.00","73.53","","","","71.67","1.00"
"GS PRC","GS-C","GS","FLR","","9.50","07/24/2025","5/24/2011","NONE","0.34","4.00%","","","306.83","Bank","","20.00","","","","","","21.46","","","22.45","23.52","-4.42","-8.75","21.14","25.03","20.37","25.24","21.20","0.06","-3.83","72.19","75.38","88.05","49.53","-4.04","0.83","54.48","85.32","13770.00","15923.00","26707.00","18800.00","73.53","","","","74.91","1.00"
"GS PRD","GS-D","GS","FLR","","9.50","07/24/2025","10/31/2010","NONE","0.33","4.00%","","","306.83","Bank","","20.00","","","","","","21.15","","","21.86","22.68","-3.26","-6.75","20.00","23.83","20.00","23.83","20.89","0.89","-2.94","68.35","69.35","77.91","40.17","-2.94","0.89","42.16","84.94","77041.00","83469.00","127495.00","96002.00","73.53","","","","75.79","1.00"
"GSL PRB","GSL-B","GSL","","","8.00","06/23/2025","8/20/2019","NONE","0.55","8.75%","","","35.74","Marineshipping","","79.00","","","","","","26.01","","","26.10","26.27","-0.36","-1.00","24.75","27.00","24.75","28.85","25.94","1.19","-1.06","58.75","52.02","74.24","20.41","-2.91","1.19","41.82","82.99","5276.00","5715.00","5820.00","5604.00","50.36","","","","54.73","1.00"
"HBANL","HBANL","HBAN","NFF","","10.50","07/01/2025","4/15/2028","NONE","0.43","6.88%","","","1455.68","Regionalbank","","87.00","","","","","","24.95","","","25.20","25.44","-0.98","-1.92","24.32","26.61","20.76","26.61","24.94","0.62","-1.67","60.81","54.79","81.21","26.82","-1.67","4.18","27.93","63.57","17121.00","19402.00","20979.00","19168.00","63.01","49.23","69.22","82.41","60.04","1.00"
