PREF IBKR,PREF YF,CMON,FF-FR_,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CMON OUTS SHARES,CMON SECTOR,LAST PRICE,TIME TO DIV,DIV ADJ.PRICE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV
CODI PRA,CODI-A,CODI,,,8.0,06/17/2025,7/30/2022,NONE,0.45,7.25%,25.08,22.03,75.24,Conglomerates,,73.0,,,,,,17.28,-4.75,-7.8,19.16,22.44,-9.8,-22.99,10.88,24.88,10.88,26.06,17.2,6.32,-7.68,90.0,,11.587786,90.0,-8.86,6.32,,49.675325,12896,16162,11320,13459
CODI PRB,CODI-B,CODI,FF,,8.0,06/17/2025,4/30/2028,NONE,0.49,7.88%,26.85,23.5,75.24,Conglomerates,,73.0,,,,,,18.75,-4.75,-8.1,20.09,22.89,-6.65,-18.1,12.75,24.6,12.75,25.87,18.66,5.91,-5.94,79.573852,,16.59542,71.708279,-7.21,5.91,90.0,52.337662,46030,54907,32787,44575
CODI PRC,CODI-C,CODI,FF,,8.0,06/17/2025,1/30/2025,NONE,0.49,7.88%,25.79,23.89,75.24,Conglomerates,,73.0,,,,,,18.98,-4.91,-6.81,20.17,22.97,-5.89,-17.35,12.44,25.18,12.44,25.69,18.89,6.45,-6.29,77.058337,,10.0,75.387648,-6.8,6.45,85.406162,48.831169,46195,55031,38124,46450
CRBD,CRBD,CRBG,,,11.0,05/30/2025,12/15/2029,12/15/2064,0.4,6.38%,,,550.13,Assetmanagement,,55.0,,,,,,23.5,,,,,,,19.76,31.75,19.76,31.75,23.34,3.58,-8.41,,,45.053435,,-8.41,3.58,,67.467532,101956,50684,50899,67846
CSWCZ,CSWCZ,CSWC,,BB,8.0,07/15/2025,8/1/2025,8/1/2028,0.48,7.75%,,25.05,50.37,Assetmanagement,,11.0,,,,,,25.61,0.56,,25.55,25.7,0.24,-0.34,25.03,26.17,24.79,26.48,25.19,0.16,-0.98,56.768722,50.030143,86.824427,19.56636,-1.29,0.4,23.669468,88.116883,3268,3166,1817,2750
CUBI PRE,CUBI-E,CUBI,FF,,8.0,05/30/2025,6/15/2021,NONE,0.61,6.45%,,,31.54,Regionalbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUBI PRF,CUBI-F,CUBI,FF,,8.0,05/30/2025,12/14/2021,NONE,0.59,6.00%,,,31.54,Regionalbank,,55.0,,,,,,25.68,,,25.43,25.4,0.97,1.09,23.9,25.99,22.28,25.99,25.45,1.55,-0.54,54.352503,45.719668,69.847328,14.940867,-0.54,3.17,15.266106,70.12987,4459,5145,4911,4838
DBRG PRH,DBRG-H,DBRG,,,8.0,07/10/2025,4/15/2020,NONE,0.45,7.13%,24.5,21.28,176.33,Assetmanagement,,6.0,,,,,,21.12,-0.16,-3.38,22.39,23.66,-5.67,-10.73,20.2,25.45,18.88,25.8,20.7,0.5,-4.75,76.330161,81.348907,82.671756,59.198423,-5.1,1.82,66.358543,78.896104,11071,14237,9592,11633
DBRG PRI,DBRG-I,DBRG,,,8.0,07/10/2025,6/5/2022,NONE,0.45,7.15%,24.3,20.8,176.33,Assetmanagement,,6.0,,,,,,21.02,0.22,-3.28,22.42,23.68,-6.24,-11.22,20.28,25.4,18.59,25.86,20.6,0.32,-4.8,78.216798,82.825923,84.870229,59.724047,-5.26,2.01,68.151261,77.662338,23959,34477,28508,28981
DBRG PRJ,DBRG-J,DBRG,,,8.0,07/10/2025,9/22/2022,NONE,0.45,7.13%,24.72,21.0,176.33,Assetmanagement,,6.0,,,,,,20.81,-0.19,-3.91,22.25,23.52,-6.48,-11.53,20.3,25.2,18.72,25.66,20.39,0.09,-4.81,79.011171,83.760362,87.679389,59.829172,-5.27,1.67,68.263305,79.87013,23592,31769,21392,25585
DCOMG,DCOMG,DCOM,NFF,,10.0,06/30/2025,7/15/2029,7/15/2034,0.56,9.00%,,,43.64,Regionalbank,,86.0,,,,,,26.88,,,,,,,24.25,27.64,24.25,27.64,26.86,2.61,-0.78,,,56.900763,17.463863,-0.78,2.61,17.955182,73.766234,5527,7317,924,4590
DDT,DDT,DDS,,TP,10.5,07/11/2025,8/12/2003,8/1/2038,0.47,7.50%,27.0,25.4,15.68,Departmentstores,,7.0,,,,,,25.82,0.42,-1.18,25.94,25.89,-0.46,-0.26,24.39,26.55,24.39,26.59,25.39,1.0,-1.16,59.085643,49.788998,76.564885,21.458607,-1.2,1.0,22.661064,84.220779,7538,8665,7852,8018
DRH PRA,DRH-A,DRH,,,8.0,06/20/2025,8/31/2025,NONE,0.52,8.25%,27.0,24.87,205.53,Reit,,76.0,,,,,,24.84,-0.03,-2.16,25.02,25.34,-0.71,-1.97,23.51,26.26,23.51,27.54,24.76,1.25,-1.5,59.913115,54.943482,73.51145,25.032852,-2.78,1.25,40.364146,82.597403,8370,7538,4568,6826
DSX PRB,DSX-B,DSX,,,8.0,07/10/2025,3/14/2019,NONE,0.56,8.88%,25.8,25.16,115.77,Marineshipping,,6.0,,,,,,26.51,1.35,0.71,26.19,26.26,1.21,0.95,23.88,27.75,23.88,27.75,25.99,2.11,-1.76,53.55813,46.141673,63.007634,27.766097,-1.76,2.11,28.935574,77.012987,1831,1823,1304,1653
DX PRC,DX-C,DX,NFF,,8.0,06/27/2025,4/25/2025,NONE,0.43,6.90%,,,107.00,Reit,,83.0,,,,,,25.23,,,25.46,25.25,-0.92,-0.08,24.56,25.8,21.48,25.8,25.2,0.64,-0.6,60.608192,49.24642,80.961832,15.571616,-0.6,3.72,15.938375,66.558442,10570,14160,8428,11053
ECC PRD,ECC-D,ECC,,,8.0,05/12/2025,11/29/2026,NONE,0.14,6.75%,23.19,19.6,120.18,Cef,,37.0,,,,,,20.0,0.4,-3.19,19.26,19.56,3.83,2.28,18.08,20.42,18.08,21.45,19.92,1.84,-0.5,44.886223,42.13263,66.305344,14.520368,-1.53,1.84,26.358543,78.766234,26119,17191,14337,19216
ECCC,ECCC,ECC,,,8.0,05/12/2025,6/16/2024,6/30/2031,0.14,6.50%,24.15,20.52,120.18,Cef,,37.0,,,,,,23.34,2.82,-0.81,22.79,22.92,2.43,1.83,21.87,24.89,20.24,24.89,23.26,1.39,-1.63,49.520066,43.489073,71.801527,26.399474,-1.63,3.02,27.478992,71.103896,3460,3704,2781,3315
ECCF,ECCF,ECC,,Term,8.0,05/12/2025,1/18/2026,1/31/2029,0.17,8.00%,,,120.18,Cef,,37.0,,,,,,25.0,,,24.87,24.93,0.53,0.29,24.03,25.5,24.03,25.55,24.9,0.87,-0.6,55.808854,48.131123,78.152672,15.571616,-0.65,0.87,16.498599,85.064935,5327,4438,4566,4777
ECCU,ECCU,ECC,,,8.0,05/12/2025,6/30/2027,4/30/2030,0.15,7.75%,,,120.18,Cef,,37.0,,,,,,24.84,,,,,,,23.89,25.45,23.89,25.45,24.75,0.86,-0.7,,,78.274809,16.622865,-0.7,0.86,17.058824,85.12987,16633,15332,6113,12693
ECCV,ECCV,ECC,,BB,8.0,06/13/2025,1/31/2025,1/31/2029,0.34,5.38%,22.84,21.11,120.18,Cef,,69.0,,,,,,23.2,2.09,0.36,22.97,22.9,1.01,1.29,21.94,23.53,21.03,23.53,23.12,1.18,-0.41,54.220108,45.116805,74.366412,13.574244,-0.41,2.09,13.809524,77.142857,3177,3877,3046,3366
ECCW,ECCW,ECC,,BB,8.0,06/13/2025,3/29/2024,3/31/2031,0.42,6.75%,24.5,21.9,120.18,Cef,,69.0,,,,,,23.64,1.74,-0.86,23.48,24.11,0.7,-1.94,22.28,24.9,21.44,25.21,23.54,1.26,-1.36,55.246173,54.853052,73.389313,23.561104,-1.67,2.1,27.927171,77.077922,2776,3924,3080,3260
ECCX,ECCX,ECC,,BB,8.0,06/12/2025,4/30/2021,4/30/2028,0.42,6.69%,24.91,23.24,120.18,Cef,,68.0,,,,,,24.43,1.19,-0.48,24.74,24.74,-1.25,-1.24,23.85,26.95,22.7,26.95,24.33,0.48,-2.62,61.700455,52.743029,82.916031,36.806833,-2.62,1.63,38.571429,80.12987,2640,3348,2329,2773
EFC PRA,EFC-A,EFC,FF,,8.0,06/27/2025,10/30/2024,NONE,0.61,6.75%,,,94.36,Reit,,83.0,,,,,,24.9,,,24.94,24.99,-0.17,-0.36,21.5,25.54,21.15,25.54,24.85,3.35,-0.69,58.125776,50.09043,47.862595,16.51774,-0.69,3.7,16.946779,66.688312,14287,14284,23388,17320
EFC PRB,EFC-B,EFC,NFF,,8.0,06/27/2025,1/30/2027,NONE,0.39,6.25%,,,94.36,Reit,,83.0,,,,,,22.71,,,22.76,22.45,-0.23,1.14,20.29,23.75,18.35,23.75,22.68,2.39,-1.07,58.324369,45.568953,59.587786,20.512484,-1.07,4.33,21.204482,62.597403,5684,6894,7444,6674
EFC PRC,EFC-C,EFC,NFF,,8.0,06/27/2025,4/30/2028,,0.54,8.63%,,,94.36,Reit,,83.0,,,,,,24.7,,,24.82,25.03,-0.47,-1.31,22.68,26.25,21.31,26.25,24.66,1.98,-1.59,59.118742,52.954032,64.59542,25.978975,-1.59,3.35,27.030812,68.961039,2052,2256,2645,2318
EFC PRD,EFC-D,EFC,,,8.0,06/18/2025,5/12/2022,NONE,0.44,7.00%,,,94.36,Reit,,74.0,,,,,,23.34,,,23.21,23.03,0.54,1.34,21.41,27.0,20.24,27.0,23.26,1.85,-3.74,55.775755,44.966089,66.183206,48.580815,-3.74,3.02,51.120448,71.103896,635,545,69,416
EICA,EICA,EIC,,Term,8.0,05/12/2025,10/31/2023,10/30/2026,0.1,5.00%,23.25,22.68,21.14,Cef,,37.0,,,,,,24.34,1.66,1.09,24.22,23.9,0.49,1.86,23.51,24.6,22.29,24.6,24.28,0.77,-0.32,55.941249,43.398644,79.374046,12.628121,-0.32,1.99,12.80112,77.792208,3269,3198,1815,2761
EICB,EICB,EIC,,Term,8.0,05/12/2025,7/31/2025,7/31/2028,0.16,7.75%,,24.42,21.14,Cef,,37.0,,,,,,25.03,0.61,,24.88,24.92,0.59,0.45,23.63,25.2,23.63,25.5,24.94,1.31,-0.26,55.610261,47.648832,72.778626,11.997372,-0.56,1.31,15.490196,82.207792,6348,7043,8532,7308
EICC,EICC,EIC,,Term,8.0,05/12/2025,4/3/2026,4/30/2029,0.17,8.00%,,,21.14,Cef,,37.0,,,,,,25.16,,,25.01,25.02,0.59,0.55,23.75,25.23,23.75,25.45,25.06,1.31,-0.17,55.610261,47.3474,72.778626,11.051248,-0.39,1.31,13.585434,82.207792,18511,23336,25471,22439
EIIA,EIIA,-,,,8.0,05/12/2025,10/31/2026,10/31/2029,0.17,8.13%,,,-,-,,37.0,,,,,,25.06,,,,,,,24.37,25.37,24.37,25.37,24.96,0.59,-0.41,,,81.572519,13.574244,-0.41,0.59,13.809524,86.883117,8604,5720,2724,5683
ESGRO,ESGRO,-,,,9.0,05/15/2025,3/1/2024,NONE,0.44,7.00%,25.62,22.5,-,-,,40.0,,,,,,19.55,-2.95,-6.07,20.26,20.95,-3.48,-6.67,18.22,21.3,18.22,25.47,19.31,1.09,-1.99,69.081506,69.110776,75.465649,30.183968,-6.16,1.09,78.235294,83.636364,12934,10378,14857,12723
ESGRP,ESGRP,-,,,9.0,05/15/2025,9/1/2028,NONE,0.44,7.00%,25.18,22.44,-,-,,40.0,,,,,,,-2.2,-4.94,20.75,21.14,-2.46,-4.28,18.17,21.94,18.17,26.12,20.0,1.83,-1.94,65.70542,61.906556,66.427481,29.658344,-6.12,1.83,77.787115,78.831169,28260,24343,34470,29024
ET PRI,ET-I,ETR,,,8.0,08/01/2025,Never,Never,0.21,9.25%,,,430.81,Utilities,,28.0,,,,,,,,,11.49,11.62,-1.15,-2.25,10.5,12.19,9.28,12.19,11.22,0.72,-0.97,61.369466,55.787491,79.984733,19.461235,-0.97,1.94,20.084034,78.116883,62701,68738,47011,59483
F PRD,F-D,F,,BB,9.0,04/30/2025,8/15/2027,8/15/2062,0.4,6.50%,,20.79,3980.84,Automanufacturers,,25.0,,,,,,22.84,2.05,,22.31,24.19,2.39,-5.58,20.85,26.06,20.1,26.19,22.55,1.7,-3.51,49.652462,65.82517,68.015267,46.162943,-3.64,2.45,50.0,74.805195,44444,56331,41871,47549
FCRX,FCRX,CCAP,,BB,8.0,05/30/2025,5/25/2023,5/25/2026,0.31,5.00%,,23.25,37.06,Assetmanagement,,55.0,,,,,,24.7,1.45,,24.73,24.51,-0.1,0.79,24.22,25.0,22.5,25.0,24.58,0.36,-0.42,57.894084,46.623964,84.381679,13.679369,-0.42,2.08,13.921569,77.207792,7366,8808,13859,10011
FGN,FGN,FG,,BB,11.0,05/30/2025,12/15/2028,12/15/2053,0.5,7.95%,,,134.94,Insurance,,55.0,,,,,,26.19,,,25.78,26.29,1.59,-0.37,24.21,27.65,24.21,27.65,26.0,1.79,-1.65,52.300372,50.120573,66.916031,26.609724,-1.65,1.79,27.703081,79.090909,15721,15115,19889,16909
FGSN,FGSN,FG,,,8.5,07/01/2025,1/15/2030,1/15/2065,0.46,7.30%,,,134.94,Insurance,,87.0,,,,,,24.1,,,,,,,20.51,25.02,20.51,25.02,24.08,3.57,-0.94,,,45.175573,19.145861,-0.94,3.57,19.747899,67.532468,25956,26368,38650,30325
FHN PRB,FHN-B,FHN,FF,,8.5,07/17/2025,8/1/2025,NONE,0.42,6.63%,,,506.74,Regionalbank,,13.0,,,,,,25.72,,,25.25,25.11,1.88,2.43,24.42,25.75,20.58,25.77,25.36,0.94,-0.39,51.340505,41.680482,77.29771,13.363995,-0.41,4.78,13.809524,59.675325,7230,9142,15289,10554
FHN PRC,FHN-C,FHN,NFF,,8.5,07/17/2025,5/1/2026,NONE,0.41,6.60%,,,506.74,Regionalbank,,13.0,,,,,,25.29,,,25.06,25.04,0.9,1.0,23.95,25.75,19.11,25.77,24.94,0.99,-0.81,54.584195,45.990957,76.687023,17.779238,-0.83,5.83,18.515406,52.857143,2490,2139,2339,2323
FHN PRE,FHN-E,FHN,,,8.5,06/25/2025,10/10/2025,NONE,0.41,6.50%,,,506.74,Regionalbank,,81.0,,,,,,24.0,,,23.82,24.15,0.74,-0.6,22.77,25.5,18.19,25.71,23.96,1.19,-1.54,55.113777,50.813866,74.244275,25.453351,-1.75,5.77,28.823529,53.246753,8154,7201,7576,7644
FITBI,FITBI,FITB,,,10.5,06/26/2025,12/31/2023,NONE,0.52,6.63%,,,667.97,Regionalbank,,82.0,,,,,,25.29,,,25.52,25.69,-0.91,-1.55,24.75,26.25,24.11,26.25,25.24,0.49,-1.01,60.575093,53.677468,82.793893,19.881735,-1.01,1.13,20.532213,83.376623,29973,36967,28484,31808
FLG PRA,FLG-A,FLG,NFF,,8.5,06/06/2025,6/17/2027,NONE,0.4,6.38%,,,415.83,Regionalbank,,62.0,,,,,,21.05,,,22.21,21.21,-5.22,-0.74,20.05,24.15,8.5,24.15,20.93,0.88,-3.22,74.840712,51.23587,78.030534,43.114323,-3.22,12.43,45.294118,10.0,35903,41110,45798,40937
FRMEP,FRMEP,FRME,,,8.0,07/28/2025,8/15/2025,NONE,0.47,7.50%,26.0,23.23,58.20,Regionalbank,,24.0,,,,,,25.32,2.09,-0.68,25.34,25.39,-0.09,-0.26,24.15,25.9,22.79,26.43,24.98,0.83,-0.92,57.860985,49.788998,78.641221,18.935611,-1.45,2.19,25.462185,76.493506,727,974,349,684
GAINI,GAINI,GAIN,,,8.0,07/14/2025,2/1/2027,2/1/2030,0.49,7.88%,,,36.84,Assetmanagement,,10.0,,,,,,25.4,,,,,,,24.6,25.53,24.6,25.53,24.96,0.36,-0.57,,,84.381679,15.256242,-0.57,0.36,15.602241,88.376623,23523,18326,8920,16923
GAINL,GAINL,GAIN,,BB,8.0,07/15/2025,8/1/2025,8/1/2028,0.5,8.00%,,25.07,36.84,Assetmanagement,,11.0,,,,,,25.68,0.61,,25.65,25.75,0.13,-0.29,25.27,26.22,24.7,27.13,25.24,-0.03,-0.98,57.132809,49.879427,89.145038,19.56636,-1.89,0.54,30.392157,87.207792,3101,2920,2259,2760
GAINN,GAINN,GAIN,,BB,8.0,07/11/2025,5/1/2023,5/1/2026,0.31,5.00%,23.85,23.23,36.84,Assetmanagement,,7.0,,,,,,25.06,1.84,1.22,24.89,24.64,0.71,1.73,24.25,25.13,23.0,25.28,24.78,0.53,-0.35,55.213074,43.790505,82.305344,12.943495,-0.5,1.78,14.817927,79.155844,7570,2992,1661,4074
GAINZ,GAINZ,GAIN,,BB,8.0,07/11/2025,11/1/2023,11/1/2028,0.31,4.75%,23.45,21.85,36.84,Assetmanagement,,7.0,,,,,,23.35,1.5,-0.1,23.04,23.22,1.34,0.56,22.21,23.99,21.38,24.76,23.06,0.85,-0.93,53.127844,47.317257,78.396947,19.040736,-1.7,1.68,28.263305,79.805195,3500,3866,3608,3658
GAM PRB,GAM-B,GAM,,,8.0,06/09/2025,9/24/2008,NONE,0.37,5.95%,26.21,24.28,27.06,Cef,,65.0,,,,,,24.86,0.58,-1.35,24.83,25.18,0.13,-1.28,24.43,26.24,23.74,26.24,24.76,0.33,-1.48,57.132809,52.863602,84.748092,24.822602,-1.48,1.02,25.798319,84.090909,8236,10542,4943,7907
GECCH,GECCH,GECC,,BB,8.0,06/13/2025,12/30/2026,12/31/2029,0.5,8.13%,,,11.54,Assetmanagement,,69.0,,,,,,25.24,,,,,,,24.38,25.44,24.38,25.44,25.12,0.74,-0.32,,,79.740458,12.628121,-0.32,0.74,12.80112,85.909091,5311,2848,2853,3671
GECCI,GECCI,GECC,,,8.0,06/13/2025,4/30/2026,4/30/2029,0.53,8.50%,,,11.54,Assetmanagement,,69.0,,,,,,25.08,,,25.14,25.21,-0.24,-0.5,24.75,25.48,24.67,25.7,24.96,0.21,-0.52,58.357468,50.512434,86.21374,14.730618,-0.74,0.29,17.507003,88.831169,1169,1367,578,1038
GECCO,GECCO,GECC,,BB,8.0,06/13/2025,6/30/2023,6/30/2026,0.36,5.88%,24.75,24.05,11.54,Assetmanagement,,69.0,,,,,,25.04,0.99,0.29,25.25,24.93,-0.84,0.44,24.26,27.2,23.0,27.2,24.96,0.7,-2.24,60.343401,47.678975,80.229008,32.812089,-2.24,1.96,34.313725,77.987013,1125,925,697,916
GECCZ,GECCZ,GECC,,BB,8.0,06/13/2025,9/30/2025,9/30/2028,0.54,8.75%,,24.64,11.54,Assetmanagement,,,,,,,,25.15,,,,,,,,,,,25.15,,,,,,,,,,,1514,1679,1697,1630
GLADZ,GLADZ,GLAD,,BB,8.0,05/15/2025,9/1/2025,9/1/2028,0.48,7.75%,,25.02,22.33,Cef,,40.0,,,,,,25.45,0.43,,25.49,25.46,-0.17,-0.04,24.97,25.98,24.45,25.98,25.18,0.21,-0.8,58.125776,49.125848,86.21374,17.674113,-0.8,0.73,18.179272,85.974026,4276,4457,1846,3527
GMRE PRA,GMRE-A,GMRE,,,8.0,07/11/2025,9/15/2022,NONE,0.47,7.50%,25.54,24.46,66.88,Reit,,7.0,,,,,,25.17,0.71,-0.37,25.04,25.14,0.52,0.11,23.38,26.26,23.32,26.26,24.74,1.36,-1.52,55.841953,48.6737,72.167939,25.243101,-1.52,1.42,26.246499,81.493506,3865,3149,2177,3064
GNL PRA,GNL-A,GNL,,,8.0,07/02/2025,9/12/2022,NONE,0.45,7.25%,25.75,16.96,229.01,Reit,,88.0,,,,,,22.06,5.55,-3.24,22.17,22.15,1.52,1.63,19.36,23.77,16.42,23.77,22.5,3.14,-1.27,52.532065,44.091937,50.427481,22.61498,-1.27,6.08,23.445378,51.233766,7597,6381,4877,6285
GNL PRB,GNL-B,GNL,,,8.0,07/02/2025,11/26/2024,NONE,0.43,6.88%,26.04,16.01,229.01,Reit,,88.0,,,,,,20.84,5.26,-4.77,21.13,21.25,0.68,0.09,18.68,23.2,15.61,24.21,21.26,2.58,-1.94,55.312371,48.733986,57.267176,29.658344,-2.95,5.65,42.268908,54.025974,6723,5935,3794,5484
GNL PRD,GNL-D,GNL,,,8.0,07/03/2025,3/26/2024,NONE,0.47,7.50%,,17.92,229.01,Reit,,89.0,,,,,,22.75,5.3,,22.78,22.55,1.94,2.96,20.25,23.97,16.44,24.47,23.21,2.96,-0.76,51.141911,40.082894,52.625954,17.253614,-1.26,6.77,23.333333,46.753247,9052,7328,6518,7632
GNL PRE,GNL-E,GNL,,,8.0,07/03/2025,12/15/2025,NONE,0.46,7.38%,,17.64,229.01,Reit,,89.0,,,,,,22.18,5.0,,22.32,22.27,1.41,1.65,20.29,23.72,16.1,23.79,22.63,2.34,-1.09,52.896152,44.03165,60.198473,20.722733,-1.16,6.53,22.212885,48.311688,5305,4109,5306,4907
GPMT PRA,GPMT-A,GPMT,NFF,,8.0,06/30/2025,1/15/2027,NONE,0.44,7.00%,,,48.41,Reit,,86.0,,,,,,18.15,,,17.7,17.14,2.53,5.88,16.2,19.22,15.38,19.22,18.13,1.93,-1.09,49.189077,31.281085,65.206107,20.722733,-1.09,2.75,21.428571,72.857143,10402,8863,6718,8661
GS PRA,GS-A,GS,FLR,,9.5,07/24/2025,4/10/2010,NONE,0.34,3.75%,,,306.83,Bank,,20.0,,,,,,21.5,,,22.1,22.99,-2.7,-6.5,20.84,24.48,20.06,24.48,21.24,0.4,-3.24,66.499793,68.598342,83.89313,43.324573,-3.24,1.18,45.518207,83.051948,38549,42694,59227,46823
GS PRC,GS-C,GS,FLR,,9.5,07/24/2025,5/24/2011,NONE,0.34,4.00%,,,306.83,Bank,,20.0,,,,,,21.46,,,22.45,23.52,-4.42,-8.75,21.14,25.03,20.37,25.24,21.2,0.06,-3.83,72.192801,75.380558,88.045802,49.526938,-4.04,0.83,54.481793,85.324675,13770,15923,26707,18800
GS PRD,GS-D,GS,FLR,,9.5,07/24/2025,10/31/2010,NONE,0.33,4.00%,,,306.83,Bank,,20.0,,,,,,21.15,,,21.86,22.68,-3.26,-6.75,20.0,23.83,20.0,23.83,20.89,0.89,-2.94,68.353331,69.351922,77.908397,40.170828,-2.94,0.89,42.156863,84.935065,77041,83469,127495,96002
GSL PRB,GSL-B,GSL,,,8.0,06/23/2025,8/20/2019,NONE,0.55,8.75%,,,35.74,Marineshipping,,79.0,,,,,,26.01,,,26.1,26.27,-0.36,-1.0,24.75,27.0,24.75,28.85,25.94,1.19,-1.06,58.754655,52.019593,74.244275,20.407359,-2.91,1.19,41.820728,82.987013,5276,5715,5820,5604
HBANL,HBANL,HBAN,NFF,,10.5,07/01/2025,4/15/2028,NONE,0.43,6.88%,,,1455.68,Regionalbank,,87.0,,,,,,24.95,,,25.2,25.44,-0.98,-1.92,24.32,26.61,20.76,26.61,24.94,0.62,-1.67,60.806785,54.792766,81.206107,26.819974,-1.67,4.18,27.927171,63.571429,17121,19402,20979,19168
HCXY,HCXY,HTGC,,BB,8.0,07/11/2025,10/30/2023,10/30/2033,0.39,6.25%,25.31,23.56,175.77,Assetmanagement,,7.0,,,,,,25.31,1.75,0.0,25.0,25.1,1.26,0.85,24.42,25.98,22.7,25.98,24.95,0.53,-1.03,53.392635,46.443105,82.305344,20.091984,-1.03,2.25,20.756303,76.103896,983,755,721,820
HNNAZ,HNNAZ,HNNA,,BB,8.0,06/13/2025,12/31/2023,12/31/2026,0.31,4.88%,24.59,23.49,7.79,Assetmanagement,,69.0,,,,,,24.6,1.11,0.01,24.61,24.32,-0.02,1.16,23.85,25.57,22.25,25.57,24.53,0.68,-1.04,57.629293,45.508666,80.473282,20.197109,-1.04,2.28,20.868347,75.909091,567,728,783,693
HOVNP,HOVNP,HOVN,,,2.5,06/27/2025,7/12/2010,NONE,0.48,7.63%,,,-,-,,83.0,,,,,,16.2,,,16.67,17.4,-2.8,-6.88,16.05,18.2,16.05,19.89,16.16,0.11,-2.04,66.830782,69.743783,87.435115,30.709593,-3.73,0.11,51.008403,90.0,11750,12459,10207,11472
HPP PRC,HPP-C,HPP,,,7.0,06/16/2025,11/16/2026,NONE,0.3,4.75%,21.92,10.5,141.39,Reit,,72.0,,,,,,15.15,4.65,-6.77,13.25,13.41,14.37,12.94,11.23,15.8,9.31,15.8,15.09,3.86,-0.71,10.0,10.0,41.633588,16.727989,-0.71,5.78,17.170868,53.181818,28563,31250,43935,34583
HROWL,HROWL,HROW,,BB,8.0,07/11/2025,2/1/2026,4/30/2026,0.54,8.63%,24.39,23.7,36.69,Healthcare,,7.0,,,,,,25.51,1.8,1.11,25.3,25.32,0.78,0.71,25.0,25.71,22.05,25.73,25.0,0.0,-0.71,54.981382,46.865109,88.778626,16.727989,-0.73,2.95,17.394958,71.558442,3994,4115,4090,4066
HROWM,HROWM,HROW,,BB,8.0,07/11/2025,12/31/2024,12/31/2027,0.74,11.88%,,25.2,36.69,Healthcare,,7.0,,,,,,26.58,1.38,,26.4,26.4,0.68,0.68,24.9,27.7,22.71,27.72,25.9,1.0,-1.8,55.312371,46.955539,76.564885,28.186597,-1.82,3.19,29.607843,70.0,2449,2476,2247,2390
HTFB,HTFB,HRZN,,BB,8.0,06/13/2025,3/30/2023,3/30/2026,0.31,4.88%,24.49,23.53,40.36,Assetmanagement,,69.0,,,,,,24.75,1.22,0.26,24.92,24.64,-0.66,0.43,24.3,25.23,23.27,26.11,24.68,0.38,-0.55,59.747621,47.709118,84.137405,15.045992,-1.43,1.41,25.238095,81.558442,2015,950,312,1093
HTFC,HTFC,HRZN,,BB,8.0,06/13/2025,6/15/2024,6/15/2027,0.39,4.88%,25.25,24.2,40.36,Assetmanagement,,69.0,,,,,,24.55,0.35,-0.7,24.4,24.24,0.6,1.28,23.84,24.83,22.9,24.83,24.46,0.62,-0.37,55.577162,45.146948,81.206107,13.153745,-0.37,1.56,13.361345,80.584416,2915,2891,1323,2376
INBKZ,INBKZ,INBK,FF,,8.0,05/15/2025,6/30/2024,6/30/2029,0.54,6.00%,,,8.70,Regionalbank,,40.0,,,,,,24.58,,,24.42,24.89,0.64,-1.26,23.0,25.65,19.25,25.65,24.28,1.28,-1.37,55.444766,52.803316,73.145038,23.666229,-1.37,5.03,24.565826,58.051948,2005,1867,1539,1804
IVR PRC,IVR-C,IVR,NFF,,8.0,06/05/2025,9/27/2027,NONE,0.47,7.50%,,,65.94,Reit,,61.0,,,,,,23.52,,,23.73,23.87,-0.87,-1.47,20.23,25.2,17.52,25.2,23.37,3.14,-1.83,60.442698,53.436323,50.427481,28.501971,-1.83,5.85,29.719888,52.727273,10491,10288,9076,9952
JXN PRA,JXN-A,JXN,NFF,,10.0,06/12/2025,3/30/2028,NONE,0.5,8.00%,,,71.42,Insurance,,68.0,,,,,,25.55,,,25.92,26.39,-1.44,-3.19,25.25,27.5,23.6,27.69,25.43,0.18,-2.07,62.329334,58.62095,86.580153,31.024967,-2.26,1.83,34.537815,78.831169,28247,33854,35476,32526
KEY PRI,KEY-I,KEY,NFF,,10.5,05/28/2025,12/15/2026,NONE,0.38,6.13%,,,1095.55,Regionalbank,,53.0,,,,,,24.81,,,24.72,24.61,0.38,0.83,23.5,25.78,17.66,25.97,24.65,1.15,-1.13,56.305337,46.503391,74.732824,21.143233,-1.32,6.99,24.005602,45.324675,26600,25139,26777,26172
