Ticker,Direction,Size,Avg Cost,Current Price,Avg Benchmark,Current Benchmark,Market Value,Cost Basis,Unrealized PnL,PnL %,Avg Outperformance,Fills Count,Last Updated
SOJD,long,3500,20.3429,100.0,30.3583,100.0,350000.0,71200.0,278800.0,391.57,10.125,3,2025-07-03 16:04:05
