PREF IBKR,PREF YF,CMON,FF-FR_,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CMON OUTS SHARES,CMON SECTOR,LAST PRICE,TIME TO DIV,DIV ADJ.PRICE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV
CMRE PRD,CMRE-D,CMRE,,,8.0,07/10/2025,5/13/2020,NONE,0.55,8.75%,25.83,25.07,119.96,Marineshipping,,38.0,,,,,,26.2,1.11,0.35,26.31,26.3,-0.51,-0.45,24.54,27.25,24.54,27.29,25.86,1.32,-1.39,42.120885,44.912803,59.719626,26.342669,-1.43,1.32,23.390071,79.835294,3062,2908,1428,2466
CNOBP,CNOBP,CNOB,NFF,,8.0,05/15/2025,9/1/2026,NONE,0.33,5.25%,,,38.47,Regionalbank,,72.0,,,,,,22.65,,,22.61,21.59,0.39,5.14,20.51,23.42,14.76,23.42,22.63,2.12,-0.79,38.235294,25.89111,44.766355,18.434926,-0.79,7.87,16.12766,38.737255,5284,6057,9737,7026
CODI PRA,CODI-A,CODI,,,8.0,06/17/2025,7/30/2022,NONE,0.45,7.25%,25.08,22.03,75.24,Conglomerates,,15.0,,,,,,16.21,-7.53,-10.58,20.92,23.1,-30.69,-37.24,10.88,24.88,10.88,26.06,14.12,3.24,-10.76,,,23.831776,,-11.94,3.24,,67.788235,12501,15230,42396,23376
CODI PRB,CODI-B,CODI,,FF,8.0,06/17/2025,4/30/2028,NONE,0.49,7.88%,26.85,23.5,75.24,Conglomerates,,15.0,,,,,,17.02,-7.86,-11.21,21.52,23.47,-27.32,-33.36,12.75,24.86,12.75,26.5,15.23,2.48,-9.63,,,38.037383,,-11.27,2.48,,72.556863,45676,55728,85218,62207
CODI PRC,CODI-C,CODI,,,8.0,06/17/2025,1/30/2025,NONE,0.49,7.88%,25.79,23.89,75.24,Conglomerates,,15.0,,,,,,17.4,-8.39,-10.29,21.61,23.52,-28.28,-34.1,12.44,25.18,12.44,25.91,15.09,2.65,-10.09,,,34.859813,,-10.82,2.65,,71.490196,45602,55603,99668,66958
CRBD,CRBD,CRBG,,,11.0,05/30/2025,12/15/2029,12/15/2064,0.4,6.38%,,,550.13,Assetmanagement,,87.0,,,,,,22.75,,,,,,,19.76,31.75,19.76,31.75,22.76,3.0,-8.99,,,28.317757,,-8.99,3.0,,69.294118,108707,49790,43310,67269
CSWCZ,CSWCZ,CSWC,,BB,8.0,07/15/2025,8/1/2025,8/1/2028,0.48,7.75%,,25.05,50.37,Assetmanagement,,43.0,,,,,,25.48,0.43,,25.56,25.72,-0.31,-0.94,25.03,26.25,24.79,26.48,25.23,0.2,-1.02,41.25742,46.580179,80.654206,21.466227,-1.25,0.44,21.347518,85.356863,3569,3463,2789,3274
CUBI PRE,CUBI-E,CUBI,FF,,8.0,05/30/2025,6/15/2021,NONE,0.61,6.45%,,,31.54,Regionalbank,,87.0,,,,,,24.97,,,25.71,25.64,-2.95,-2.7,24.38,26.44,22.1,26.44,24.93,0.55,-1.51,52.655154,52.56912,74.11215,27.924217,-1.51,2.83,24.297872,70.360784,4392,5716,12280,7463
CUBI PRF,CUBI-F,CUBI,FF,,8.0,05/30/2025,12/14/2021,NONE,0.59,6.00%,,,31.54,Regionalbank,,87.0,,,,,,25.35,,,25.46,25.4,-0.63,-0.41,23.9,25.99,21.0,25.99,25.28,1.38,-0.71,42.638964,44.776691,58.598131,17.38056,-0.71,4.28,15.219858,61.262745,4426,4742,5043,4737
DBRG PRH,DBRG-H,DBRG,,,8.0,07/10/2025,4/15/2020,NONE,0.45,7.13%,24.5,21.28,176.33,Assetmanagement,,38.0,,,,,,20.72,-0.68,-3.9,23.3,23.87,-11.6,-13.7,20.57,25.8,17.91,25.8,20.34,-0.23,-5.46,90.0,90.0,88.691589,79.983526,-5.46,2.43,69.120567,72.870588,11718,13974,40566,22086
DBRG PRI,DBRG-I,DBRG,,,8.0,07/10/2025,6/5/2022,NONE,0.45,7.15%,24.3,20.8,176.33,Assetmanagement,,38.0,,,,,,20.54,-0.1,-3.6,23.29,23.88,-11.11,-13.31,20.69,25.86,17.82,25.86,20.44,-0.25,-5.42,87.884512,88.672905,89.065421,79.456343,-5.42,2.62,68.666667,71.678431,24418,34521,121162,60034
DBRG PRJ,DBRG-J,DBRG,,,8.0,07/10/2025,9/22/2022,NONE,0.45,7.13%,24.72,21.0,176.33,Assetmanagement,,38.0,,,,,,20.57,-0.18,-3.9,23.16,23.74,-10.11,-12.3,20.47,25.66,17.64,25.66,20.56,0.09,-5.1,83.567188,85.23607,82.71028,75.23888,-5.1,2.92,65.035461,69.796078,23021,30292,93397,48903
DCOMG,DCOMG,DCOM,NFF,,10.0,06/30/2025,7/15/2029,7/15/2034,0.56,9.00%,,,43.64,Regionalbank,,28.0,,,,,,26.59,,,,,,,24.25,27.64,24.25,27.64,25.91,1.66,-1.73,,,53.364486,30.823723,-1.73,1.66,26.794326,77.701961,6342,7968,1850,5387
DDT,DDT,DDS,,TP,10.5,07/11/2025,8/12/2003,8/1/2038,0.47,7.50%,27.0,25.4,15.68,Departmentstores,,39.0,,,,,,26.1,0.58,-1.02,25.91,25.87,0.27,0.41,24.39,26.55,24.39,26.59,25.71,1.32,-0.84,38.753373,41.986389,59.719626,19.093904,-0.88,1.32,17.148936,79.835294,7172,8354,4503,6677
DRH PRA,DRH-A,DRH,,,8.0,06/20/2025,8/31/2025,NONE,0.52,8.25%,27.0,24.87,205.53,Reit,,18.0,,,,,,25.2,0.23,-1.9,25.07,25.38,0.13,-1.12,23.51,26.26,23.51,27.54,24.68,1.17,-1.58,39.357798,47.192684,62.523364,28.846787,-2.86,1.17,39.617021,80.776471,9015,9344,3177,7179
DSX PRB,DSX-B,DSX,,,8.0,07/10/2025,3/14/2019,NONE,0.56,8.88%,25.8,25.16,115.77,Marineshipping,,38.0,,,,,,26.34,1.13,0.49,26.16,26.26,0.52,0.11,23.88,27.75,23.88,27.75,25.97,2.09,-1.78,37.674042,43.007231,45.327103,31.482702,-1.78,2.09,27.361702,75.003922,1807,1948,1871,1875
DX PRC,DX-C,DX,NFF,,8.0,06/27/2025,4/25/2025,NONE,0.43,6.90%,,,107.00,Reit,,25.0,,,,,,25.47,,,25.4,25.17,0.15,1.07,24.56,25.74,21.26,25.74,25.13,0.57,-0.61,39.271452,39.740536,73.738318,16.062603,-0.61,3.87,14.085106,63.835294,10389,14292,8068,10916
ECC PRD,ECC-D,ECC,,,8.0,05/12/2025,11/29/2026,NONE,0.14,6.75%,23.19,19.6,120.18,Cef,,69.0,,,,,,19.08,-0.55,-4.14,19.45,19.59,-2.04,-2.75,18.08,20.42,18.08,21.45,19.02,0.94,-1.4,48.72639,52.73926,66.82243,26.474465,-2.43,0.94,34.737589,82.219608,29168,17177,14288,20211
ECCC,ECCC,ECC,,,8.0,05/12/2025,6/16/2024,6/30/2031,0.14,6.50%,24.15,20.52,120.18,Cef,,69.0,,,,,,22.63,1.95,-1.68,22.79,22.86,-1.4,-1.72,21.87,24.89,20.24,24.89,22.44,0.57,-2.45,45.963303,49.234368,73.738318,40.313015,-2.45,2.2,34.964539,74.313725,3524,3820,4467,3937
ECCF,ECCF,ECC,,Term,8.0,05/12/2025,1/18/2026,1/31/2029,0.17,8.00%,,,120.18,Cef,,69.0,,,,,,25.0,,,24.9,24.92,0.07,0.0,24.03,25.5,24.03,25.55,24.88,0.85,-0.62,39.616838,43.38154,68.504673,16.194399,-0.67,0.85,14.765957,82.784314,5912,4344,2858,4371
ECCU,ECCU,ECC,,,8.0,05/12/2025,6/30/2027,4/30/2030,0.15,7.75%,,,120.18,Cef,,69.0,,,,,,24.83,,,,,,,23.89,25.45,23.89,25.45,24.77,0.88,-0.68,,,67.943925,16.985173,-0.68,0.88,14.879433,82.596078,18244,18402,13141,16596
ECCV,ECCV,ECC,,BB,8.0,06/13/2025,1/31/2025,1/31/2029,0.34,5.38%,22.84,21.11,120.18,Cef,,11.0,,,,,,23.05,1.93,0.2,22.92,22.86,0.5,0.79,21.94,23.53,21.03,23.53,22.74,0.8,-0.79,37.760389,40.693322,69.439252,18.434926,-0.79,1.71,16.12766,77.388235,3268,3701,2796,3255
ECCW,ECCW,ECC,,BB,8.0,06/13/2025,3/29/2024,3/31/2031,0.42,6.75%,24.5,21.9,120.18,Cef,,11.0,,,,,,23.6,1.58,-1.02,23.61,24.15,-0.56,-2.77,22.28,25.21,21.44,25.21,23.11,0.83,-2.1,42.336751,52.807316,68.878505,35.700165,-2.1,1.67,30.992908,77.639216,2583,3521,4527,3544
ECCX,ECCX,ECC,,BB,8.0,06/12/2025,4/30/2021,4/30/2028,0.42,6.69%,24.91,23.24,120.18,Cef,,10.0,,,,,,24.9,1.45,-0.22,24.81,24.71,-0.49,-0.09,23.85,26.95,22.7,26.95,24.32,0.47,-2.63,42.034539,43.687792,75.607477,42.685338,-2.63,1.62,37.007092,77.952941,2797,3255,2366,2806
EFC PRA,EFC-A,EFC,FF,,8.0,06/27/2025,10/30/2024,NONE,0.61,6.75%,,,94.36,Reit,,25.0,,,,,,24.95,,,24.98,24.94,-0.65,-0.47,21.5,25.54,20.77,25.54,24.38,2.88,-1.16,42.72531,44.980859,30.560748,23.311367,-1.16,3.61,20.326241,65.466667,12188,10199,4218,8868
EFC PRB,EFC-B,EFC,NFF,,8.0,06/27/2025,1/30/2027,NONE,0.39,6.25%,,,94.36,Reit,,25.0,,,,,,22.66,,,22.81,22.33,-1.4,0.73,20.29,23.75,18.25,23.75,22.21,1.92,-1.54,45.963303,40.89749,48.504673,28.319605,-1.54,3.96,24.638298,63.270588,5373,6342,4850,5521
EFC PRC,EFC-C,EFC,NFF,,8.0,06/27/2025,4/30/2028,,0.54,8.63%,,,94.36,Reit,,25.0,,,,,,24.53,,,24.96,24.99,-2.24,-2.35,22.68,26.25,21.31,26.25,24.01,1.33,-2.24,49.589854,51.378137,59.53271,37.545305,-2.24,2.7,32.58156,71.176471,1900,2130,1648,1892
EFC PRD,EFC-D,EFC,,,8.0,06/18/2025,5/12/2022,NONE,0.44,7.00%,,,94.36,Reit,,16.0,,,,,,23.9,,,23.27,22.95,-1.17,0.23,21.25,27.0,20.24,27.0,22.64,1.39,-4.36,44.970318,42.598894,58.411215,65.485997,-4.36,2.4,56.638298,73.058824,751,933,314,666
EICA,EICA,EIC,,Term,8.0,05/12/2025,10/31/2023,10/30/2026,0.1,5.00%,23.25,22.68,21.14,Cef,,69.0,,,,,,24.33,1.6,1.03,24.17,23.81,0.44,1.97,23.51,24.6,22.29,24.6,24.26,0.75,-0.34,38.019428,36.678009,70.373832,12.504119,-0.34,1.97,11.021277,75.756863,3369,3446,2346,3054
EICB,EICB,EIC,,Term,8.0,05/12/2025,7/31/2025,7/31/2028,0.16,7.75%,,24.42,21.14,Cef,,69.0,,,,,,25.09,0.56,,24.89,24.91,0.34,0.3,23.63,25.24,23.63,25.5,24.94,1.31,-0.3,38.45116,42.360698,59.906542,11.976936,-0.56,1.31,13.51773,79.898039,6021,6178,5884,6028
EICC,EICC,EIC,,Term,8.0,05/12/2025,4/3/2026,4/30/2029,0.17,8.00%,,,21.14,Cef,,69.0,,,,,,25.06,,,25.02,25.02,0.5,0.48,23.75,25.25,23.75,25.45,25.1,1.35,-0.15,37.760389,41.748192,59.158879,10.0,-0.35,1.35,11.134752,79.647059,17844,20948,16960,18584
EIIA,EIIA,-,,,8.0,05/12/2025,10/31/2026,10/31/2029,0.17,8.13%,,,-,-,,69.0,,,,,,25.01,,,,,,,24.37,25.37,24.37,25.37,24.81,0.44,-0.56,,,76.168224,15.403624,-0.56,0.44,13.51773,85.356863,9198,6872,3574,6548
ESGRO,ESGRO,-,,,9.0,05/15/2025,3/1/2024,NONE,0.44,7.00%,25.62,22.5,-,-,,72.0,,,,,,20.3,-2.36,-5.48,20.29,21.3,-0.73,-5.42,18.9,21.3,18.59,25.47,20.05,1.15,-1.25,43.070696,61.824755,62.897196,24.497529,-5.42,1.46,68.666667,78.956863,12780,9587,10771,11046
ESGRP,ESGRP,-,,,9.0,05/15/2025,9/1/2028,NONE,0.44,7.00%,25.18,22.44,-,-,,72.0,,,,,,20.31,-0.87,-3.61,20.79,21.53,3.78,0.17,18.52,21.94,18.52,26.12,21.48,2.96,-0.46,23.599568,42.803063,29.065421,14.085667,-4.64,2.96,59.815603,69.545098,29895,19439,16111,21815
ET PRI,ET-I,ETR,,,8.0,08/01/2025,Never,Never,0.21,9.25%,,,430.81,Utilities,,60.0,,,,,,,,,11.6,11.59,-0.98,-0.83,10.5,12.19,9.28,12.19,11.42,0.92,-0.77,44.150027,46.20587,67.196262,18.171334,-0.77,2.14,15.900709,74.690196,64594,72245,46087,60976
F PRD,F-D,F,,BB,9.0,04/30/2025,8/15/2027,8/15/2062,0.4,6.50%,,20.79,3980.84,Automanufacturers,,57.0,,,,,,22.05,0.93,,22.86,24.4,-4.97,-10.97,20.85,26.06,20.1,26.19,21.57,0.72,-4.49,61.376147,80.710336,70.934579,67.199341,-4.62,1.47,59.588652,78.894118,42903,55601,55368,51291
FCRX,FCRX,CCAP,,BB,8.0,05/30/2025,5/25/2023,5/25/2026,0.31,5.00%,,23.25,37.06,Assetmanagement,,87.0,,,,,,24.64,1.26,,24.73,24.47,-0.9,0.17,24.2,25.0,22.5,25.0,24.5,0.3,-0.5,43.804641,42.803063,78.785047,14.61285,-0.5,2.0,12.836879,75.568627,6110,7496,4721,6109
FGN,FGN,FG,,BB,11.0,05/30/2025,12/15/2028,12/15/2053,0.5,7.95%,,,134.94,Insurance,,87.0,,,,,,25.89,,,25.89,26.29,-1.42,-2.94,24.21,27.65,24.21,27.65,25.5,1.29,-2.15,46.049649,53.385793,60.280374,36.359143,-2.15,1.29,31.560284,80.023529,15247,13111,11095,13151
FGSN,FGSN,FG,,,8.5,07/01/2025,1/15/2030,1/15/2065,0.46,7.30%,,,134.94,Insurance,,29.0,,,,,,23.55,,,,,,,20.51,25.02,20.51,25.02,22.94,2.43,-2.08,,,38.971963,35.436573,-2.08,2.43,30.765957,72.870588,22826,22826,10621,18758
FHN PRB,FHN-B,FHN,NFF,,8.5,07/17/2025,8/1/2025,NONE,0.42,6.63%,,,506.74,Regionalbank,,45.0,,,,,,25.57,,,25.1,25.06,1.36,1.53,24.42,25.7,20.58,25.77,25.23,0.81,-0.47,34.047491,38.175245,69.252336,14.217463,-0.54,4.65,13.29078,58.941176,7326,7753,16460,10513
FHN PRC,FHN-C,FHN,NFF,,8.5,07/17/2025,5/1/2026,NONE,0.41,6.60%,,,506.74,Regionalbank,,45.0,,,,,,25.01,,,25.1,25.02,-0.12,0.22,23.95,25.75,19.11,25.77,24.87,0.92,-0.88,40.437129,42.632922,67.196262,19.621087,-0.9,5.76,17.375887,51.976471,2417,1983,2501,2300
FHN PRE,FHN-E,FHN,,,8.5,06/25/2025,10/10/2025,NONE,0.41,6.50%,,,506.74,Regionalbank,,23.0,,,,,,23.2,,,24.13,24.19,-5.15,-5.39,22.77,25.71,18.19,25.71,22.58,-0.19,-3.13,62.153265,61.722671,87.943925,49.275124,-3.13,4.39,42.680851,60.572549,8027,8038,7762,7942
FITBI,FITBI,FITB,,,10.5,06/26/2025,12/31/2023,NONE,0.52,6.63%,,,667.97,Regionalbank,,24.0,,,,,,25.64,,,25.64,25.69,0.21,-0.01,24.75,26.25,24.11,26.25,25.31,0.56,-0.94,39.012412,43.415568,73.925234,20.411862,-0.94,1.2,17.829787,80.588235,30220,34681,26799,30566
FLG PRA,FLG-A,FLG,NFF,,8.5,06/06/2025,6/17/2027,NONE,0.4,6.38%,,,415.83,Regionalbank,,4.0,,,,,,20.83,,,22.51,20.93,-5.24,1.91,19.72,24.15,8.5,24.15,20.95,1.23,-3.2,62.541824,36.882178,61.401869,50.197694,-3.2,12.45,43.475177,10.0,35488,37887,32551,35309
FRMEP,FRMEP,FRME,,,8.0,07/28/2025,8/15/2025,NONE,0.47,7.50%,26.0,23.23,58.20,Regionalbank,,56.0,,,,,,25.28,2.17,-0.6,25.35,25.39,0.19,0.05,24.15,25.9,22.79,26.43,25.22,1.07,-0.68,39.098759,43.211399,64.392523,16.985173,-1.21,2.43,20.893617,72.870588,751,987,449,729
GAINI,GAINI,GAIN,,,8.0,07/14/2025,2/1/2027,2/1/2030,0.49,7.88%,,,36.84,Assetmanagement,,42.0,,,,,,25.23,,,,,,,24.6,25.53,24.6,25.53,24.8,0.2,-0.73,,,80.654206,17.644152,-0.73,0.2,15.446809,86.862745,25597,20395,9731,18574
GAINL,GAINL,GAIN,,BB,8.0,07/15/2025,8/1/2025,8/1/2028,0.5,8.00%,,25.07,36.84,Assetmanagement,,43.0,,,,,,25.51,0.65,,25.67,25.75,0.2,-0.11,25.27,26.66,24.7,27.13,25.46,0.19,-1.2,39.055586,43.755849,80.841121,23.83855,-1.67,0.76,26.113475,83.34902,3364,3033,2177,2858
GAINN,GAINN,GAIN,,BB,8.0,07/11/2025,5/1/2023,5/1/2026,0.31,5.00%,23.85,23.23,36.84,Assetmanagement,,39.0,,,,,,24.85,1.34,0.72,24.84,24.58,-1.08,-0.03,24.25,25.28,23.0,25.28,24.39,0.14,-0.89,44.581759,43.483624,81.775701,19.752883,-0.89,1.39,17.262411,79.396078,7659,6017,1631,5102
GAINZ,GAINZ,GAIN,,BB,8.0,07/11/2025,11/1/2023,11/1/2028,0.31,4.75%,23.45,21.85,36.84,Assetmanagement,,39.0,,,,,,23.0,0.91,-0.69,23.08,23.2,-1.4,-1.88,22.21,24.16,21.38,24.76,22.58,0.37,-1.58,45.963303,49.778818,77.476636,28.846787,-2.18,1.2,31.900709,80.588235,3458,3596,3581,3545
GAM PRB,GAM-B,GAM,,,8.0,06/09/2025,9/24/2008,NONE,0.37,5.95%,26.21,24.28,27.06,Cef,,7.0,,,,,,24.8,0.49,-1.44,24.93,25.18,-0.65,-1.64,24.55,26.24,23.74,26.24,24.43,-0.12,-1.81,42.72531,48.962144,86.635514,31.878089,-1.81,0.69,27.702128,83.788235,8219,10513,4426,7719
GECCH,GECCH,GECC,,BB,8.0,06/13/2025,12/30/2026,12/31/2029,0.5,8.13%,,,11.54,Assetmanagement,,11.0,,,,,,25.07,,,,,,,24.38,25.44,24.38,25.44,24.66,0.28,-0.78,,,79.158879,18.30313,-0.78,0.28,16.014184,86.360784,6009,3801,1254,3688
GECCI,GECCI,GECC,,,8.0,06/13/2025,4/30/2026,4/30/2029,0.53,8.50%,,,11.54,Assetmanagement,,11.0,,,,,,25.25,,,25.18,25.2,0.15,0.08,24.75,25.7,24.67,25.7,24.75,0.0,-0.95,39.271452,43.109315,84.392523,20.543657,-0.95,0.08,17.943262,87.615686,1229,1434,706,1123
GECCO,GECCO,GECC,,BB,8.0,06/13/2025,6/30/2023,6/30/2026,0.36,5.88%,24.75,24.05,11.54,Assetmanagement,,11.0,,,,,,25.2,1.2,0.5,25.16,24.86,0.36,1.56,24.26,26.55,23.0,26.55,24.93,0.67,-1.62,38.364814,38.07316,71.869159,29.37397,-1.62,1.93,25.546099,76.007843,1204,1070,626,967
GECCZ,GECCZ,GECC,,BB,8.0,06/13/2025,9/30/2025,9/30/2028,0.54,8.75%,,24.64,11.54,Assetmanagement,,,,,,,,25.48,,,,,,,,,,,25.48,,,,,,,,,,,,1715,1077,1396
GLADZ,GLADZ,GLAD,,BB,8.0,05/15/2025,9/1/2025,9/1/2028,0.48,7.75%,,25.02,22.33,Cef,,72.0,,,,,,25.5,0.34,,25.53,25.45,-0.65,-0.35,24.97,25.98,24.45,25.98,25.26,0.29,-0.72,42.72531,44.572522,78.971963,17.512356,-0.72,0.81,15.333333,83.035294,4397,4781,2904,4028
GMRE PRA,GMRE-A,GMRE,,,8.0,07/11/2025,9/15/2022,NONE,0.47,7.50%,25.54,24.46,66.88,Reit,,39.0,,,,,,25.1,0.59,-0.49,25.03,25.12,0.07,-0.26,23.38,26.26,23.32,26.26,24.78,1.4,-1.48,39.616838,44.26627,58.224299,27.52883,-1.48,1.46,23.957447,78.956863,4450,3272,3529,3750
GNL PRA,GNL-A,GNL,,,8.0,07/02/2025,9/12/2022,NONE,0.45,7.25%,25.75,16.96,229.01,Reit,,30.0,,,,,,22.3,5.31,-3.48,22.15,21.99,0.55,1.27,19.36,23.77,16.42,23.77,21.97,2.61,-1.8,37.544522,39.059974,35.607477,31.746293,-1.8,5.55,27.588652,53.294118,9984,6819,5452,7418
GNL PRB,GNL-B,GNL,,,8.0,07/02/2025,11/26/2024,NONE,0.43,6.88%,26.04,16.01,229.01,Reit,,30.0,,,,,,21.14,5.18,-4.85,21.08,21.12,0.52,0.33,18.68,24.21,15.61,24.21,20.9,2.22,-3.31,37.674042,42.258613,42.897196,51.647446,-3.31,5.29,44.723404,54.92549,6950,6454,4009,5804
GNL PRD,GNL-D,GNL,,,8.0,07/03/2025,3/26/2024,NONE,0.47,7.50%,,17.92,229.01,Reit,,31.0,,,,,,22.73,4.34,,22.82,22.39,-2.45,-0.57,20.25,24.47,16.44,24.47,21.95,1.7,-2.52,50.496492,45.32114,52.616822,41.235585,-2.52,5.51,35.758865,53.545098,9343,7782,8597,8574
GNL PRE,GNL-E,GNL,,,8.0,07/03/2025,12/15/2025,NONE,0.46,7.38%,,17.64,229.01,Reit,,31.0,,,,,,22.49,4.47,,22.46,22.16,-1.57,-0.23,20.29,23.79,16.1,23.79,21.81,1.52,-1.98,46.697248,44.164185,55.981308,34.118616,-1.98,5.71,29.631206,52.290196,5205,4305,3305,4272
GPMT PRA,GPMT-A,GPMT,NFF,,8.0,06/30/2025,1/15/2027,NONE,0.44,7.00%,,,48.41,Reit,,28.0,,,,,,18.35,,,17.43,16.97,6.93,9.81,15.86,19.02,15.38,19.02,18.34,2.48,-0.68,10.0,10.0,38.037383,16.985173,-0.68,2.96,14.879433,69.545098,11521,9680,6130,9110
GS PRA,GS-A,GS,FLR,,9.5,07/24/2025,4/10/2010,NONE,0.34,3.75%,,,306.83,Bank,,52.0,,,,,,21.32,,,22.62,23.17,-7.2,-9.41,20.84,24.48,20.06,24.48,20.85,0.01,-3.63,71.003778,75.401957,84.205607,55.864909,-3.63,0.79,48.35461,83.160784,36066,37478,47437,40327
GS PRC,GS-C,GS,FLR,,9.5,07/24/2025,5/24/2011,NONE,0.34,4.00%,,,306.83,Bank,,52.0,,,,,,21.66,,,23.13,23.71,-6.56,-8.87,21.34,25.03,20.37,25.24,21.47,0.13,-3.56,68.240691,73.564441,81.962617,54.942339,-3.77,1.1,49.943262,81.215686,12757,12492,12439,12563
GS PRD,GS-D,GS,FLR,,9.5,07/24/2025,10/31/2010,NONE,0.33,4.00%,,,306.83,Bank,,52.0,,,,,,21.12,,,22.37,22.87,-5.87,-7.9,20.31,23.83,20.18,23.83,20.92,0.61,-2.91,65.261738,70.263718,72.990654,46.375618,-2.91,0.74,40.184397,83.47451,75526,73019,86055,78200
GSL PRB,GSL-B,GSL,,,8.0,06/23/2025,8/20/2019,NONE,0.55,8.75%,,,35.74,Marineshipping,,21.0,,,,,,26.11,,,26.1,26.31,0.36,-0.47,24.75,27.28,24.75,28.85,25.77,1.02,-1.51,38.364814,44.980859,65.327103,27.924217,-3.08,1.02,42.113475,81.717647,5594,5370,3336,4767
HBANL,HBANL,HBAN,NFF,,10.5,07/01/2025,4/15/2028,NONE,0.43,6.88%,,,1455.68,Regionalbank,,29.0,,,,,,25.0,,,25.33,25.43,-2.23,-2.65,24.32,26.61,20.76,26.61,24.47,0.15,-2.14,49.546681,52.398979,81.588785,36.227348,-2.14,3.71,31.446809,64.839216,17745,17470,16148,17121
HCXY,HCXY,HTGC,,BB,8.0,07/11/2025,10/30/2023,10/30/2033,0.39,6.25%,25.31,23.56,175.77,Assetmanagement,,39.0,,,,,,24.89,1.15,-0.6,24.99,25.11,-1.13,-1.59,24.42,25.98,22.7,25.98,24.49,0.07,-1.49,44.797625,48.792003,83.084112,27.660626,-1.49,1.79,24.070922,76.886275,1027,744,412,728
HNNAZ,HNNAZ,HNNA,,BB,8.0,06/13/2025,12/31/2023,12/31/2026,0.31,4.88%,24.59,23.49,7.79,Assetmanagement,,11.0,,,,,,24.75,1.26,0.16,24.51,24.23,0.96,2.15,23.8,25.57,21.76,25.57,24.48,0.68,-1.09,35.77442,36.065504,71.682243,22.388797,-1.09,2.72,19.531915,71.05098,505,594,391,497
HOVNP,HOVNP,HOVN,,,2.5,06/27/2025,7/12/2010,NONE,0.48,7.63%,,,-,-,,25.0,,,,,,16.25,,,16.91,17.54,-4.18,-7.64,16.05,18.43,16.05,19.89,15.85,-0.2,-2.58,57.965461,69.378988,88.130841,42.026359,-4.04,-0.2,53.007092,89.372549,19018,11331,10132,13494
HPP PRC,HPP-C,HPP,,,7.0,06/16/2025,11/16/2026,NONE,0.3,4.75%,21.92,10.5,141.39,Reit,,14.0,,,,,,12.46,1.84,-9.58,13.2,13.43,-6.53,-8.09,11.23,15.57,8.16,15.57,12.09,0.86,-3.48,68.111171,70.910251,68.317757,53.887974,-3.48,3.93,46.652482,63.458824,29533,24382,27400,27105
HROWL,HROWL,HROW,,BB,8.0,07/11/2025,2/1/2026,4/30/2026,0.54,8.63%,24.39,23.7,36.69,Healthcare,,39.0,,,,,,25.2,1.69,1.0,25.27,25.27,0.47,0.46,25.0,25.73,22.05,25.73,25.08,0.08,-0.65,37.889908,41.816248,82.897196,16.589786,-0.65,3.03,14.539007,69.105882,3904,4267,4590,4254
HROWM,HROWM,HROW,,BB,8.0,07/11/2025,12/31/2024,12/31/2027,0.74,11.88%,,25.2,36.69,Healthcare,,39.0,,,,,,26.03,1.18,,26.45,26.4,-0.26,-0.09,24.9,27.7,22.71,27.72,25.96,1.06,-1.74,41.041554,43.687792,64.579439,30.955519,-1.76,3.25,27.134752,67.72549,2514,2384,3144,2681
HTFB,HTFB,HRZN,,BB,8.0,06/13/2025,3/30/2023,3/30/2026,0.31,4.88%,24.49,23.53,40.36,Assetmanagement,,11.0,,,,,,25.0,1.48,0.52,24.86,24.57,0.59,1.8,24.24,26.11,23.0,26.11,24.74,0.5,-1.37,37.371829,37.256487,75.046729,26.079077,-1.37,1.74,22.70922,77.2,2024,3041,57,1707
HTFC,HTFC,HRZN,,BB,8.0,06/13/2025,6/15/2024,6/15/2027,0.39,4.88%,25.25,24.2,40.36,Assetmanagement,,11.0,,,,,,24.53,0.31,-0.74,24.39,24.19,0.48,1.31,23.84,24.83,22.9,24.83,24.17,0.33,-0.66,37.846735,38.923862,78.224299,16.721582,-0.66,1.27,14.652482,80.14902,2954,3009,2317,2760
INBKZ,INBKZ,INBK,FF,,8.0,05/15/2025,6/30/2024,6/30/2029,0.54,6.00%,,,8.70,Regionalbank,,72.0,,,,,,24.31,,,24.64,24.88,-1.77,-2.74,23.0,25.65,17.15,25.65,24.09,1.09,-1.56,47.560712,52.705232,64.018692,28.583196,-1.56,6.94,24.865248,44.572549,1991,1768,1142,1634
IVR PRC,IVR-C,IVR,NFF,,8.0,06/05/2025,9/27/2027,NONE,0.47,7.50%,,,65.94,Reit,,3.0,,,,,,24.19,,,23.94,23.83,-1.46,-1.0,20.23,25.2,17.52,25.2,23.14,2.91,-2.06,46.222342,46.784347,30.0,35.172982,-2.06,5.62,30.539007,52.854902,10382,10524,7558,9488
