PREF IBKR,PREF YF,CMON,FF-FR_,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CMON OUTS SHARES,CMON SECTOR,LAST PRICE,TIME TO DIV,DIV ADJ.PRICE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV
JXN PRA,JXN-A,JXN,NFF,,10.0,06/12/2025,3/30/2028,NONE,0.5,8.00%,,,71.42,Insurance,,10.0,,,,,,26.27,,,26.15,26.42,-0.65,-1.68,25.25,27.5,23.6,27.69,25.54,0.29,-1.96,42.72531,49.098256,78.971963,33.855025,-2.15,1.94,31.560284,75.945098,27028,30042,37497,31522
KEY PRI,KEY-I,KEY,NFF,,10.5,05/28/2025,12/15/2026,NONE,0.38,6.13%,,,1095.55,Regionalbank,,85.0,,,,,,24.43,,,24.86,24.55,-2.23,-0.97,23.5,25.97,17.66,25.97,24.29,0.79,-1.68,49.546681,46.682263,69.626168,30.164745,-1.68,6.63,26.22695,46.517647,26031,26015,23416,25154
KEY PRL,KEY-L,KEY,NFF,,10.5,05/28/2025,9/15/2027,NONE,0.39,6.20%,,,1095.55,Regionalbank,,85.0,,,,,,24.62,,,24.45,24.07,1.42,3.01,22.33,25.65,16.3,25.65,24.78,2.45,-0.87,33.788451,33.13909,38.598131,19.489292,-0.87,8.48,17.035461,34.909804,42915,38318,63651,48295
KMPB,KMPB,KMPR,NFF,,10.0,05/30/2025,3/15/2027,3/15/2062,0.37,5.88%,,,63.97,Insurance,,87.0,,,,,,23.17,,,22.77,22.94,0.57,-0.19,20.69,23.94,16.62,23.94,22.89,2.2,-1.05,37.458176,44.028073,43.271028,21.861614,-1.05,6.27,19.078014,48.776471,13745,15249,22686,17227
LBRDP,LBRDP,LBRDA,,,8.0,06/27/2025,,3/9/2039,0.44,7.00%,26.23,21.31,143.16,Communicationservices,,25.0,,,,,,24.36,3.01,-1.91,24.67,24.04,-1.44,1.15,23.39,26.88,20.9,26.88,24.0,0.61,-2.88,46.135996,39.468311,72.990654,45.980231,-2.88,3.1,39.843972,68.666667,13035,6311,5486,8277
LNC PRD,LNC-D,LNC,,,11.0,05/15/2025,12/1/2027,NONE,0.56,9.00%,,26.41,170.70,Insurance,,72.0,,,,,,27.03,0.29,,26.97,27.64,-1.01,-3.41,25.78,28.89,25.36,28.89,26.59,0.81,-2.3,44.279547,54.985113,69.252336,38.336079,-2.3,1.23,33.262411,80.4,23645,26129,33300,27691
MBINL,MBINL,MBIN,,,8.0,06/12/2025,1/1/2030,NONE,0.48,7.63%,,,45.76,Regionalbank,,10.0,,,,,,23.34,,,,,,,22.83,25.9,22.83,25.9,23.05,0.22,-2.85,,,80.280374,45.584843,-2.85,0.22,39.503546,86.737255,67716,48188,18435,44780
MBINM,MBINM,MBIN,NFF,,8.0,06/13/2025,10/1/2027,NONE,0.52,8.25%,,,45.76,Regionalbank,,11.0,,,,,,,,,25.6,25.8,-1.71,-2.47,24.8,26.92,21.6,26.92,24.7,-0.1,-2.22,47.301673,51.786474,86.261682,37.281713,-2.22,3.1,32.35461,68.666667,5060,5304,6708,5690
MBNKP,MBNKP,MFIN,FF,,8.0,06/16/2025,4/1/2025,NONE,0.68,8.00%,,,23.24,Creditservices,,14.0,,,,,,,,,25.47,25.25,0.26,1.14,24.25,27.0,21.97,27.0,24.97,0.72,-2.03,38.796546,39.502339,70.934579,34.777595,-2.03,3.0,30.198582,69.294118,2976,4043,16388,7802
MER PRK,MER-K,BAC,,TP,11.5,06/12/2025,12/15/2011,12/15/2066,0.4,6.45%,26.45,24.62,7537.21,Bank,,10.0,,,,,,25.45,0.73,-1.1,25.66,25.73,-1.22,-1.48,25.11,26.64,24.51,26.64,24.99,-0.12,-1.65,45.186185,48.417695,86.635514,29.769357,-1.65,0.48,25.886525,85.105882,34314,36348,72066,47576
MET PRA,MET-A,MET,FLR,,11.5,05/30/2025,9/15/2010,NONE,0.36,4.00%,,,671.16,Insurance,,87.0,,,,,,23.96,,,24.36,24.54,-1.03,-1.73,22.07,25.43,22.0,25.43,24.1,2.03,-1.33,44.365893,49.268396,46.448598,25.551895,-1.33,2.1,22.255319,74.941176,32606,29211,31593,31137
METCL,METCL,METC,,BB,8.0,07/15/2025,7/30/2023,7/30/2026,0.56,9.00%,26.32,25.45,54.69,Cokingcoal,,43.0,,,,,,25.65,0.15,-0.72,25.54,25.65,0.24,-0.19,24.75,26.22,24.18,26.22,25.31,0.56,-0.91,38.882893,44.028073,73.925234,20.016474,-0.91,1.13,17.489362,81.027451,1930,1877,1139,1649
METCZ,METCZ,METC,,,8.0,04/15/2025,11/30/2026,11/30/2029,0.52,8.38%,,,54.69,Cokingcoal,,42.0,,,,,,24.21,,,,,,,23.18,25.59,23.18,25.59,23.98,0.8,-1.61,,,69.439252,29.242175,-1.61,0.8,25.432624,83.098039,10052,7753,4709,7505
MFA PRC,MFA-C,MFA,FF,,8.0,06/02/2025,3/31/2025,NONE,0.41,6.50%,,,102.65,Reit,,0.0,,,,,,23.9,,,24.4,24.09,-0.84,0.47,21.62,25.03,17.44,25.03,23.79,2.17,-1.24,43.545602,41.78222,43.831776,24.365733,-1.24,6.35,21.234043,48.27451,20457,22985,21108,21516
MFAN,MFAN,MFA,,BB,8.0,08/01/2025,2/15/2026,2/15/2029,0.56,8.88%,,,102.65,Reit,,60.0,,,,,,24.92,,,24.96,25.17,-0.99,-1.82,24.02,25.82,24.02,25.82,24.52,0.5,-1.3,44.1932,49.574649,75.046729,25.156507,-1.3,0.5,21.914894,84.980392,13329,14857,14132,14106
MFAO,MFAO,MFA,,BB,8.0,07/30/2025,8/15/2026,8/15/2029,0.56,9.00%,,,102.65,Reit,,58.0,,,,,,25.1,,,25.06,25.28,-0.03,-0.9,24.27,25.85,24.27,25.85,24.85,0.58,-1.0,40.04857,46.444066,73.551402,21.202636,-1.0,0.58,18.510638,84.478431,16485,16719,16153,16452
MFICL,MFICL,MFIC,,BB,8.0,05/27/2025,12/15/2025,12/15/2028,0.5,8.00%,,,92.92,Assetmanagement,,84.0,,,,,,25.22,,,25.43,25.43,-1.11,-1.11,25.11,25.85,25.0,25.85,25.12,0.01,-0.73,44.711279,47.158656,84.205607,17.644152,-0.73,0.12,15.446809,87.364706,5608,5995,5986,5863
MGRE,MGRE,AMG,,BB,12.0,06/26/2025,3/30/2029,3/30/2064,0.42,6.75%,,,28.79,Assetmanagement,,24.0,,,,,,23.3,,,24.21,25.08,-3.65,-6.99,22.51,26.51,22.51,26.51,23.02,0.51,-3.49,55.67728,67.167163,74.859813,54.019769,-3.49,0.51,46.765957,84.917647,27622,26631,23449,25900
MHLA,MHLA,MHLD,,BB,8.0,05/30/2025,6/14/2021,6/14/2046,0.41,6.63%,17.51,15.26,99.49,Insurance,,87.0,,,,,,14.71,-0.56,-2.81,14.41,15.3,2.02,-3.94,12.25,17.93,12.25,18.67,14.69,2.44,-3.24,31.198057,56.788601,38.785047,50.724876,-3.98,2.44,52.326241,72.807843,3752,4361,4978,4364
MHNC,MHNC,MHLD,,BB,8.0,05/15/2025,12/1/2018,12/1/2043,0.48,7.75%,18.64,17.6,99.49,Insurance,,72.0,,,,,,17.21,-0.4,-1.44,16.78,17.3,2.49,-0.58,14.85,19.97,14.85,20.65,17.1,2.25,-2.87,29.168915,45.355168,42.336449,45.848435,-3.55,2.25,47.446809,74.0,4143,3677,2423,3414
MITN,MITN,MITT,,BB,8.0,08/01/2025,2/15/2026,2/15/2029,0.59,9.50%,,,29.68,Reit,,60.0,,,,,,25.2,,,25.1,25.17,0.61,0.31,21.5,25.6,21.5,25.95,25.05,3.55,-0.55,37.285483,42.32667,18.037383,15.271829,-0.9,3.55,17.375887,65.843137,5819,7263,2405,5162
MITP,MITP,MITT,,BB,8.0,07/30/2025,5/15/2026,5/15/2029,0.59,9.50%,,,29.68,Reit,,58.0,,,,,,24.98,,,,,,,24.2,25.8,24.2,25.8,24.74,0.54,-1.06,,,74.299065,21.99341,-1.06,0.54,19.191489,84.729412,11135,10675,13398,11736
MITT PRA,MITT-A,MITT,,,8.0,05/30/2025,9/17/2024,NONE,0.52,8.25%,20.45,17.36,29.68,Reit,,87.0,,,,,,21.72,4.51,1.42,22.08,21.73,-0.96,0.67,18.6,23.99,15.91,23.99,21.85,3.25,-2.14,44.063681,41.101659,23.64486,36.227348,-2.14,5.94,31.446809,50.847059,3429,2251,1150,2276
MITT PRB,MITT-B,MITT,,,8.0,05/30/2025,9/27/2017,NONE,0.5,8.00%,20.19,16.46,29.68,Reit,,87.0,,,,,,21.17,4.84,1.11,21.39,21.11,-0.4,0.88,18.41,23.82,15.72,23.82,21.28,2.87,-2.54,41.645979,40.387069,30.747664,41.499176,-2.54,5.56,35.985816,53.231373,9893,7806,7180,8293
MITT PRC,MITT-C,MITT,FF,,8.0,05/30/2025,8/3/2017,NONE,0.71,8.00%,,,29.68,Reit,,87.0,,,,,,24.68,,,24.88,24.79,-0.93,-0.56,20.65,25.5,17.05,25.5,24.63,3.98,-0.87,43.934161,45.287112,10.0,19.489292,-0.87,7.58,17.035461,40.556863,9973,10511,5005,8496
MS PRA,MS-A,MS,FLR,,11.0,06/27/2025,7/15/2011,NONE,0.33,4.00%,,,1603.20,Bank,,25.0,,,,,,22.21,,,22.9,23.12,-3.24,-4.17,20.5,24.65,20.31,24.65,21.92,1.42,-2.73,53.907178,57.571246,57.850467,44.003295,-2.73,1.61,38.141844,78.015686,53838,47819,54700,52119
MS PRE,MS-E,MS,,,11.0,06/27/2025,10/15/2023,NONE,0.45,7.13%,26.1,24.99,1603.20,Bank,,25.0,,,,,,25.53,0.53,-0.58,25.43,25.41,0.35,0.45,25.01,25.84,24.93,26.28,25.2,0.19,-0.64,38.407987,41.850276,80.841121,16.45799,-1.08,0.27,19.41844,86.423529,53369,51011,44770,49717
MS PRF,MS-F,MS,,,11.0,06/27/2025,1/15/2024,NONE,0.43,6.88%,26.31,24.43,1603.20,Bank,,25.0,,,,,,25.31,0.9,-0.98,25.27,25.31,0.24,0.06,24.87,25.75,24.33,26.05,25.02,0.15,-0.73,38.882893,43.177371,81.588785,17.644152,-1.03,0.69,18.851064,83.788235,51680,52075,35639,46465
MS PRI,MS-I,MS,,,11.0,06/27/2025,10/15/2024,NONE,0.4,6.38%,26.49,23.4,1603.20,Bank,,25.0,,,,,,24.98,1.19,-1.9,24.91,25.14,-1.28,-2.19,24.21,26.75,23.25,26.75,24.3,0.09,-2.45,45.445224,50.833688,82.71028,40.313015,-2.45,1.05,34.964539,81.529412,67704,78907,84746,77119
MS PRP,MS-P,MS,,,11.0,06/27/2025,10/15/2027,NONE,0.41,6.50%,26.33,24.28,1603.20,Bank,,25.0,,,,,,25.71,1.3,-0.75,25.52,25.88,0.23,-1.17,24.7,27.14,24.25,27.14,25.28,0.58,-1.86,38.926066,47.362824,73.551402,32.537068,-1.86,1.03,28.269504,81.654902,49065,53467,62428,54987
MS PRQ,MS-Q,MS,,,11.0,06/30/2025,10/15/2029,NONE,0.41,6.63%,,,1603.20,Bank,,28.0,,,,,,25.83,,,,,,,24.82,27.35,21.92,27.35,25.43,0.61,-1.92,,,72.990654,33.327842,-1.92,3.51,28.950355,66.094118,79213,79347,58756,72439
MSBIP,MSBIP,MSBI,NFF,,8.0,06/16/2025,9/30/2027,NONE,0.48,7.75%,,,21.40,Regionalbank,,14.0,,,,,,23.8,,,23.81,24.63,-1.54,-4.85,22.75,25.77,21.22,26.55,23.03,0.28,-2.74,46.567728,59.885155,79.158879,44.135091,-3.52,1.81,47.106383,76.760784,8278,9389,3208,6958
MTB PRH,MTB-H,MTB,NFF,,10.5,06/02/2025,12/15/2026,NONE,0.35,5.63%,,,160.60,Regionalbank,,0.0,,,,,,24.75,,,24.54,24.65,1.17,0.72,23.02,26.12,20.22,26.12,24.48,1.46,-1.64,34.867782,40.931519,57.102804,29.637562,-1.64,4.26,25.77305,61.388235,15278,18465,12654,15466
MTB PRJ,MTB-J,MTB,,,10.5,06/02/2025,6/15/2029,NONE,0.47,7.50%,,,160.60,Regionalbank,,0.0,,,,,,26.14,,,,,,,25.0,28.04,24.09,28.04,25.51,0.51,-2.53,,,74.859813,41.367381,-2.53,1.42,35.87234,79.207843,63164,55536,56117,58272
NEWTG,NEWTG,NEWT,,BB,8.0,05/30/2025,6/1/2027,6/1/2029,0.53,8.50%,,,27.29,Regionalbank,,87.0,,,,,,24.48,,,,,,,24.0,25.84,24.0,25.84,24.57,0.57,-1.27,,,73.738318,24.76112,-1.27,0.57,21.574468,84.541176,9334,8433,4487,7418
NEWTH,NEWTH,NEWT,,BB,8.0,07/14/2025,10/15/2026,10/15/2029,0.54,8.63%,,,27.29,Regionalbank,,42.0,,,,,,24.8,,,,,,,23.0,25.95,23.0,25.95,24.4,1.4,-1.55,,,58.224299,28.4514,-1.55,1.4,24.751773,79.333333,16901,11980,9671,12851
NEWTI,NEWTI,NEWT,,BB,8.0,05/15/2025,9/1/2025,9/1/2028,0.5,8.00%,,24.8,27.29,Regionalbank,,72.0,,,,,,24.91,0.41,,25.02,25.11,0.76,0.4,23.9,26.57,23.48,26.57,25.11,1.21,-1.46,36.637885,42.020417,61.775701,27.265239,-1.46,1.63,23.730496,77.890196,1805,1719,958,1494
NEWTZ,NEWTZ,NEWT,,,8.0,07/11/2025,2/1/2022,2/1/2026,0.34,5.50%,24.46,23.61,27.29,Regionalbank,,39.0,,,,,,24.66,1.01,0.16,24.74,24.55,-0.49,0.27,24.4,25.25,23.1,26.02,24.43,0.03,-0.82,42.034539,42.462782,83.831776,18.830313,-1.59,1.33,25.205674,79.772549,4772,4638,2309,3906
NLY PRF,NLY-F,NLY,FF,,8.0,06/02/2025,9/30/2022,NONE,0.6,6.95%,,,26.45,Reit,,0.0,,,,,,25.29,,,25.61,25.6,-0.48,-0.43,21.75,26.34,21.75,26.34,24.89,3.14,-1.45,41.991365,44.844747,25.700935,27.133443,-1.45,3.14,23.617021,68.415686,53020,57306,39275,49867
NLY PRG,NLY-G,NLY,FF,,8.0,06/02/2025,3/31/2023,NONE,0.55,6.50%,,,26.45,Reit,,0.0,,,,,,24.37,,,24.97,25.23,-1.07,-2.1,23.01,25.75,22.39,25.78,24.15,1.14,-1.6,44.538586,50.527435,63.084112,29.110379,-1.63,1.76,25.659574,77.07451,20265,23346,18373,20661
NLY PRI,NLY-I,NLY,FF,,8.0,06/02/2025,6/30/2024,NONE,0.6,6.75%,,,26.45,Reit,,0.0,,,,,,25.12,,,25.55,25.56,-0.07,-0.13,24.15,26.05,21.17,26.05,24.93,0.78,-1.12,40.221263,43.823905,69.813084,22.784185,-1.12,3.76,19.87234,64.52549,26650,26377,17757,23595
NMFCZ,NMFCZ,NMFC,,BB,9.5,08/01/2025,6/17/2027,NONE,0.52,8.25%,,,107.59,Assetmanagement,,60.0,,,,,,25.31,,,25.4,25.52,-0.8,-1.25,25.09,26.2,24.95,26.74,25.03,-0.06,-1.17,43.372909,47.635049,85.514019,23.443163,-1.71,0.08,26.567376,87.615686,8598,9711,9381,9230
NREF PRA,NREF-A,NREF,,,8.0,07/11/2025,7/24/2025,NONE,0.53,8.50%,24.0,18.8,17.64,Reit,,39.0,,,,,,22.15,3.57,-1.63,22.88,22.76,-2.25,-1.7,21.47,24.79,18.0,24.79,22.07,0.6,-2.72,49.633028,49.166312,73.17757,43.871499,-2.72,4.07,38.028369,62.580392,2123,2146,1502,1924
NYMTG,NYMTG,NYMT,,,8.0,03/14/2025,4/1/2027,4/1/2030,0.57,9.13%,,,90.30,Reit,,10.0,,,,,,24.4,,,,,,,22.7,25.69,22.7,25.69,24.01,1.31,-1.68,,,59.906542,30.164745,-1.68,1.31,26.22695,79.898039,25989,26264,18879,23711
NYMTI,NYMTI,NYMT,,BB,8.0,06/12/2025,7/1/2026,7/1/2029,0.57,9.13%,,,90.30,Reit,,10.0,,,,,,24.8,,,,,,,23.09,25.83,23.09,26.0,24.15,1.06,-1.68,,,64.579439,30.164745,-1.85,1.06,28.156028,81.466667,11781,12179,6316,10092
NYMTL,NYMTL,NYMT,NFF,,8.0,07/01/2025,10/15/2026,NONE,0.43,6.88%,,,90.30,Reit,,29.0,,,,,,22.16,,,21.69,21.38,-0.68,0.76,19.36,23.03,17.44,23.03,21.25,1.89,-1.78,42.85483,40.795406,49.065421,31.482702,-1.78,3.81,27.361702,64.211765,7123,6918,5030,6357
NYMTM,NYMTM,NYMT,FF,,8.0,07/01/2025,1/15/2025,NONE,0.69,7.88%,,,90.30,Reit,,29.0,,,,,,24.52,,,24.58,24.36,-0.62,0.29,22.5,25.39,20.3,25.39,23.96,1.46,-1.43,42.595791,42.394726,57.102804,26.869852,-1.43,3.66,23.390071,65.152941,17892,21631,13249,17591
NYMTN,NYMTN,NYMT,NFF,,8.0,07/01/2025,10/15/2027,NONE,0.5,8.00%,,,90.30,Reit,,29.0,,,,,,21.52,,,22.11,22.12,-2.2,-2.26,19.21,23.56,18.71,23.56,21.28,2.07,-2.28,49.417161,51.071884,45.700935,38.072488,-2.28,2.57,33.035461,71.992157,7744,7131,8491,7789
OCCIM,OCCIM,OCCI,,Term,8.0,05/20/2025,10/31/2026,10/31/2029,0.16,7.88%,,,20.70,Cef,,77.0,,,,,,24.7222,,,,,,,24.18,25.21,24.18,25.21,24.89,0.71,-0.32,,,71.121495,12.240527,-0.32,0.71,10.794326,83.662745,2247,2066,2208,2173
OCCIN,OCCIN,OCCI,,,8.0,05/20/2025,12/31/2023,12/31/2026,0.11,5.25%,22.99,22.07,20.70,Cef,,77.0,,,,,,23.94,1.96,1.04,23.9,23.62,0.54,1.74,23.35,24.56,21.53,24.56,24.01,0.66,-0.55,37.587696,37.460655,72.056075,15.271829,-0.55,2.48,13.404255,72.556863,1798,1826,763,1462
OCCIO,OCCIO,OCCI,,,8.0,05/20/2025,4/30/2023,4/30/2026,0.13,6.13%,24.87,23.35,20.70,Cef,,77.0,,,,,,24.58,1.35,-0.17,24.68,24.54,0.08,0.66,24.2,24.99,22.86,24.99,24.68,0.48,-0.31,39.573664,41.135687,75.420561,12.108731,-0.31,1.82,10.680851,76.698039,884,803,1611,1099
OCFCP,OCFCP,OCFC,NFF,,8.0,07/25/2025,6/1/2025,NONE,0.44,7.00%,,,58.38,Regionalbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFSSH,OFSSH,OFS,,BB,8.0,07/11/2025,10/31/2023,10/31/2028,0.31,4.95%,22.99,21.0,13.41,Cef,,39.0,,,,,,22.91,1.63,-0.36,22.58,22.37,0.23,1.15,21.88,22.82,20.52,22.82,22.45,0.57,-0.37,38.926066,39.468311,73.738318,12.899506,-0.37,1.93,11.361702,76.007843,1175,906,2633,1572
ONBPO,ONBPO,ONB,,,9.0,08/01/2025,8/20/2025,NONE,0.44,7.00%,,,370.09,Regionalbank,,60.0,,,,,,24.71,,,24.9,25.06,-1.33,-1.96,24.44,25.78,21.58,27.0,24.42,-0.02,-1.36,45.66109,50.051042,84.766355,25.947282,-2.58,2.84,36.439716,70.298039,4940,6352,5381,5558
ONBPP,ONBPP,ONB,,,9.0,08/01/2025,8/20/2025,NONE,0.44,7.00%,26.93,22.98,370.09,Regionalbank,,60.0,,,,,,24.95,1.55,-2.4,25.04,25.11,-2.04,-2.32,24.4,26.2,21.6,26.36,24.38,-0.02,-1.82,48.72639,51.276053,84.766355,32.009885,-1.98,2.78,29.631206,70.67451,3565,4357,3578,3833
OXLCG,OXLCG,OXLC,,,8.0,06/13/2025,2/28/2030,2/29/2032,0.68,7.95%,,,437.24,Cef,,11.0,,,,,,,,,,,,,24.06,24.89,24.06,24.89,24.1,0.04,-0.79,,,83.64486,18.434926,-0.79,0.04,16.12766,87.866667,20698,20698,15777,19058
OXLCI,OXLCI,OXLC,,BB,8.0,06/13/2025,6/30/2028,6/30/2030,0.55,8.75%,,,437.24,Cef,,11.0,,,,,,,,,,,,,24.93,26.18,24.93,26.18,25.13,0.2,-1.05,,,80.654206,21.861614,-1.05,0.2,19.078014,86.862745,13035,12272,6168,10491
OXLCL,OXLCL,OXLC,,BB,8.0,06/13/2025,3/16/2024,3/31/2031,0.42,6.75%,24.65,22.68,437.24,Cef,,11.0,,,,,,,0.8,-1.17,23.44,23.77,0.19,-1.21,22.75,24.68,22.1,24.68,23.11,0.36,-1.57,39.098759,47.498937,77.663551,28.714992,-1.57,1.01,24.978723,81.780392,2575,2620,1416,2204
OXLCN,OXLCN,OXLC,,Term,8.0,05/16/2025,6/30/2024,6/30/2029,0.15,7.13%,24.6,22.92,437.24,Cef,,73.0,,,,,,,1.03,-0.65,24.05,24.1,-0.4,-0.61,23.4,24.5,22.11,24.5,23.92,0.52,-0.58,41.645979,45.457252,74.672897,15.667216,-0.58,1.81,13.744681,76.760784,2147,1945,2319,2137
OXLCO,OXLCO,OXLC,,,8.0,05/16/2025,8/31/2024,8/31/2029,0.13,6.00%,23.37,21.49,437.24,Cef,,73.0,,,,,,23.0,1.36,-0.52,22.86,22.75,-0.04,0.43,22.28,23.47,20.7,23.47,22.83,0.55,-0.64,40.091743,41.918333,74.11215,16.45799,-0.64,2.13,14.425532,74.752941,1686,1340,1376,1467
OXLCP,OXLCP,OXLC,,,8.0,05/16/2025,2/28/2023,2/28/2027,0.13,6.25%,24.0,22.74,437.24,Cef,,73.0,,,,,,24.29,1.49,0.23,24.2,23.95,0.13,1.16,23.73,24.46,22.47,24.46,24.21,0.48,-0.25,39.357798,39.434283,75.420561,11.317957,-0.25,1.74,10.0,77.2,4601,5568,5607,5259
OXLCZ,OXLCZ,OXLC,,BB,8.0,06/13/2025,1/31/2024,1/31/2027,0.31,5.00%,23.69,22.31,437.24,Cef,,11.0,,,,,,24.01,1.81,0.43,23.88,23.64,0.99,2.04,23.33,24.37,21.93,24.37,23.85,0.52,-0.52,35.6449,36.439813,74.672897,14.876442,-0.52,1.92,13.06383,76.070588,4628,5075,1816,3840
OXSQG,OXSQG,OXSQ,,BB,8.0,06/20/2025,5/31/2024,7/31/2028,0.34,5.50%,23.55,21.5,71.37,Cef,,18.0,,,,,,23.23,1.69,-0.36,23.23,23.04,-0.18,0.65,22.74,23.49,21.3,23.49,22.92,0.18,-0.57,40.696168,41.169715,81.028037,15.53542,-0.57,1.62,13.631206,77.952941,1162,1687,4358,2403
OXSQZ,OXSQZ,OXSQ,,BB,8.0,06/20/2025,4/30/2022,4/30/2026,0.39,6.25%,24.7,23.48,71.37,Cef,,18.0,,,,,,24.89,1.42,0.2,24.73,24.57,0.67,1.34,24.3,25.0,23.26,25.0,24.59,0.29,-0.41,37.026444,38.821778,78.971963,13.426689,-0.41,1.33,11.815603,79.772549,1715,2195,3160,2356
PBI PRB,PBI-B,PBI,,BB,8.0,05/23/2025,3/7/2018,3/7/2043,0.42,6.70%,23.44,16.07,183.19,Integratedfreight&logistics,,80.0,,,,,,19.12,3.19,-4.18,19.99,19.7,-3.63,-2.22,17.31,22.23,14.77,22.23,19.21,1.9,-3.02,55.590934,50.935772,48.878505,47.825371,-3.02,4.44,41.432624,60.258824,20157,20218,16643,19006
PDPA,PDPA,-,,,8.0,05/16/2025,12/31/2026,12/31/2029,0.17,8.00%,,,-,-,,73.0,,,,,,24.71,,,,,,,24.3,25.84,24.3,25.84,24.71,0.41,-1.13,,,76.728972,22.91598,-1.13,0.41,19.985816,85.545098,4172,2353,1918,2814
PMT PRA,PMT-A,PMT,,,8.0,05/28/2025,3/15/2024,NONE,0.51,8.13%,24.77,20.8,87.13,Reit,,85.0,,,,,,23.45,4.01,0.04,24.3,24.31,2.11,2.04,22.68,26.0,20.11,26.0,24.78,2.1,-1.22,30.809498,36.439813,45.140187,24.102142,-1.22,4.67,21.007092,58.815686,11360,10353,7980,9898
PMT PRB,PMT-B,PMT,,,8.0,05/28/2025,6/15/2024,NONE,0.5,8.00%,25.0,20.27,87.13,Reit,,85.0,,,,,,23.98,4.35,-0.38,24.28,24.16,1.41,1.89,22.76,25.21,19.8,25.21,24.59,1.83,-0.62,33.831624,36.950234,50.186916,16.194399,-0.62,4.79,14.198582,58.062745,14408,15816,6446,12223
PMT PRC,PMT-C,PMT,,,8.0,05/28/2025,8/24/2026,NONE,0.42,6.75%,21.21,16.38,87.13,Reit,,85.0,,,,,,18.73,2.52,-2.31,19.38,19.77,-2.48,-4.4,17.51,21.66,16.04,21.66,18.88,1.37,-2.78,50.626012,58.353892,58.785047,44.662273,-2.78,2.84,38.70922,70.298039,37132,47321,51437,45297
PMTU,PMTU,PMT,,BB,8.0,06/13/2025,9/30/2025,9/30/2028,0.53,8.50%,,24.25,87.13,Reit,,11.0,,,,,,25.37,1.25,,25.4,25.57,0.39,-0.27,24.46,26.29,23.75,26.49,25.03,0.57,-1.26,38.235294,44.300298,73.738318,24.629325,-1.46,1.28,23.730496,80.086275,4631,7517,26315,12821
PMTV,PMTV,PMT,,,8.0,06/13/2025,2/15/2027,2/15/2030,0.56,9.00%,,,87.13,Reit,,11.0,,,,,,25.15,,,,,,,24.5,25.79,24.5,25.79,24.45,-0.05,-1.34,,,85.327103,25.68369,-1.34,-0.05,22.368794,88.431373,45833,45833,40657,44108
PNFPP,PNFPP,PNFP,,,8.0,05/15/2025,9/1/2025,NONE,0.42,6.75%,26.08,21.0,77.52,Regionalbank,,72.0,,,,,,24.29,2.76,-2.32,24.56,24.34,-3.27,-2.37,23.68,25.29,20.5,25.29,23.68,0.0,-1.61,54.036697,51.446193,84.392523,29.242175,-1.61,3.18,25.432624,68.164706,12943,12630,21081,15551
PRIF PRD,PRIF-D,-,,,8.0,06/20/2025,3/31/2022,6/30/2029,0.44,7.00%,24.79,22.45,-,-,,18.0,,,,,,24.14,1.67,-0.67,24.1,23.88,0.09,1.02,23.39,24.78,20.3,24.78,23.77,0.38,-1.01,39.530491,39.910676,77.28972,21.334432,-1.01,3.47,18.624113,66.345098,715,686,708,703
PRIF PRF,PRIF-F,-,,,8.0,06/20/2025,2/25/2023,6/30/2027,0.41,6.63%,24.6,23.37,-,-,,18.0,,,,,,25.29,1.91,0.68,24.64,24.23,2.62,4.34,23.78,25.29,22.22,25.29,24.95,1.17,-0.34,28.607663,28.613356,62.523364,12.504119,-0.34,2.73,11.021277,70.988235,1510,2323,4138,2657
PRIF PRH,PRIF-H,-,,,8.0,06/20/2025,5/6/2023,12/31/2026,0.38,6.00%,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIF PRI,PRIF-I,-,,,8.0,06/20/2025,6/17/2024,6/30/2028,0.38,6.13%,23.73,22.13,-,-,,18.0,,,,,,23.56,1.62,0.02,23.52,23.25,0.99,2.13,23.0,24.98,21.48,24.98,23.45,0.45,-1.53,35.6449,36.13356,75.981308,28.187809,-1.53,1.97,24.524823,75.756863,2334,2740,2435,2503
PRIF PRJ,PRIF-J,-,,,8.0,06/20/2025,8/10/2024,12/31/2028,0.38,6.00%,23.06,22.36,-,-,,18.0,,,,,,23.13,0.77,0.07,23.03,22.96,0.43,0.73,22.59,23.75,21.15,23.75,22.83,0.24,-0.92,38.062601,40.89749,79.906542,20.14827,-0.92,1.68,17.602837,77.576471,4001,5108,1966,3692
