"PREF IBKR","PREF YF","CMON","FF-FR_","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CMON OUTS SHARES","CMON SECTOR","LAST PRICE","TIME TO DIV","DIV ADJ.PRICE","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020","52W_HIGH_CHG","5Y_HIGH_CHG","52W_LOW_CHG","5Y_LOW_CHG","5Y_CHG","5Y CHG SKOR","52W_CHG","52W CHG SKOR","TOTAL_HIGH_SCORE","3M_PERF","6M_PERF","RECENT_TOTAL","MKTCAP_NORM","CRDT_NORM","SOLIDITY_SCORE","H2020_SKOR","H2020_NORM","L2020_SKOR","L2020_NORM","COM_6M_NORM","COM_3M_NORM","MKTCAP_RANGE"
"DBRG PRJ","DBRG-J","DBRG","","","8.000000","07/10/2025","9/22/2022","NONE","0.450000","7.13%","24.720000","21.000000","176.33","Assetmanagement","","24.000000","","","","","","20.720000","-0.280000","-4.000000","22.740000","23.650000","-8.880000","-12.380000","20.300000","25.660000","17.640000","25.660000","20.390000","10.330000","6.410000","17.330000","11.980000","9.590000","6.410000","34.780000","1.821489","8.000000","","","0.611544","-0.702990","0.611544","-0.403924","-0.137730","0.077164","","","58.923557","26.730880","58.923557","53.646855","-1.414362","3.026134","","","","37.432135","","71.886913","56.527754","77.053025","","","-0.403924","-0.702990","0.611544","0.611544","0.611544","12.929410","0.611544","50.352723","40.188867","0.077164","-0.137730","-0.060566","42.053722","8.920000","35.064276","0.000000","1.000000","0.000000","1.000000","62.270045","80.266482","<1B USD"
"DCOMG","DCOMG","DCOM","NFF","","10.000000","06/30/2025","7/15/2029","7/15/2034","0.560000","9.00%","","","43.64","Regionalbank","","14.000000","","","","","","26.900000","","","","","","","24.250000","27.640000","24.250000","27.640000","26.430000","26.220000","17.490000","37.600000","33.960000","28.340000","15.570000","38.350000","1.144241","10.000000","","","0.684008","-0.316297","0.499142","-0.302660","-0.227915","-0.074806","","","64.720617","61.533246","49.931389","62.760638","-4.851507","-0.927881","","","","85.561148","","85.770046","60.072920","61.938838","","","-0.302660","-0.316297","0.499142","0.684008","0.684008","13.272968","0.499142","43.011832","62.146942","-0.074806","-0.227915","-0.302721","40.360602","24.760000","46.794351","0.000000","1.000000","0.000000","1.000000","52.269921","67.268861","<1B USD"
"DDT","DDT","DDS","","TP","10.500000","07/11/2025","8/12/2003","8/1/2038","0.470000","7.50%","27.000000","25.400000","15.68","Departmentstores","","25.000000","","","","","","26.090000","0.690000","-0.910000","25.940000","25.880000","0.590000","0.800000","24.390000","26.550000","24.390000","26.590000","25.750000","399.870000","282.240000","510.000000","436.850000","360.580000","22.380000","510.000000","6.269962","10.500000","64.990000","41.920000","16.867292","-0.215941","0.416773","-0.215941","-0.084651","0.108963","5.152793","8.538884","90.000000","70.565294","43.341837","70.565294","0.037479","3.853511","2074.417594","1529.388730","","98.051780","","97.658971","61.394656","80.215666","100.000000","97.095482","-0.215941","-0.215941","0.416773","16.867292","16.867292","90.000000","0.416773","37.632351","70.565294","0.108963","-0.084651","0.024312","52.539924","28.720000","55.871994","51.684589","67.551288","55.209503","69.982136","66.494073","82.986232","<1B USD"
"DRH PRA","DRH-A","DRH","","","8.000000","06/20/2025","8/31/2025","NONE","0.520000","8.25%","27.000000","24.870000","205.53","Reit","","4.000000","","","","","","25.230000","0.360000","-1.770000","25.060000","25.380000","0.670000","-0.580000","23.510000","26.260000","23.510000","27.540000","24.730000","7.480000","6.180000","10.000000","9.700000","8.040000","4.430000","11.490000","1.537364","8.000000","10.190000","3.900000","0.688488","-0.348999","0.210356","-0.252000","-0.228866","-0.069652","-0.265947","0.917949","65.079007","58.590078","26.828479","67.320000","-4.884015","-0.793777","281.836235","287.535303","","81.490971","","92.715376","59.963944","62.451449","14.450420","19.066593","-0.252000","-0.348999","0.210356","0.688488","0.688488","13.294207","0.210356","24.151422","62.955039","-0.069652","-0.228866","-0.298518","41.343410","8.920000","44.349046","31.542261","41.615165","29.939488","38.408231","52.175340","67.709687","<1B USD"
"DSX PRB","DSX-B","DSX","","","8.000000","07/10/2025","3/14/2019","NONE","0.560000","8.88%","25.800000","25.160000","115.77","Marineshipping","","24.000000","","","","","","26.510000","1.350000","0.710000","26.150000","26.260000","1.380000","0.970000","23.880000","27.750000","23.880000","27.750000","26.100000","1.680000","1.270000","2.970000","1.840000","1.810000","1.119900","6.429000","0.194494","8.000000","2.300000","1.119900","0.500134","-0.738684","0.322835","-0.434343","-0.086957","-0.071823","-0.269565","0.500134","50.010715","23.518432","35.826772","50.909091","-0.025570","-0.850275","280.293006","219.451174","","32.989565","","67.716445","61.183299","62.235486","14.376770","14.788690","-0.434343","-0.738684","0.322835","0.500134","0.500134","12.401198","0.322835","31.497314","37.213762","-0.071823","-0.086957","-0.158780","35.972470","8.920000","31.443043","26.633357","35.294249","26.520997","34.136959","66.310635","67.523966","<1B USD"
"DX PRC","DX-C","DX","NFF","","8.000000","06/27/2025","4/25/2025","NONE","0.430000","6.90%","","","107.00","Reit","","11.000000","","","","","","25.630000","","","25.430000","25.210000","0.780000","1.680000","24.560000","25.740000","21.480000","25.740000","25.250000","12.390000","10.790000","14.520000","12.570000","14.340000","9.570000","20.510000","1.325730","8.000000","19.150000","11.840000","0.294671","-0.395904","0.148285","-0.146694","-0.014320","-0.135983","-0.353003","0.046453","33.573668","54.368601","21.862836","76.797521","1.961258","-2.519620","244.705521","145.522501","","75.652990","99.979135","94.414283","67.843597","55.854428","12.678385","10.143558","-0.146694","-0.395904","0.148285","0.294671","0.294671","11.427072","0.148285","20.097645","65.583061","-0.135983","-0.014320","-0.150303","40.814325","8.920000","45.246472","36.151455","47.550160","37.718460","48.127756","72.091168","62.036501","<1B USD"
"ECC PRD","ECC-D","ECC","","","8.000000","05/12/2025","11/29/2026","NONE","0.140000","6.75%","23.190000","19.600000","120.18","Cef","","55.000000","","","","","","19.020000","-0.580000","-4.170000","19.350000","19.570000","-1.730000","-2.790000","18.080000","20.420000","18.080000","21.450000","18.970000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.081539","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"ECCC","ECCC","ECC","","","8.000000","05/12/2025","6/16/2024","6/30/2031","0.140000","6.50%","24.150000","20.520000","120.18","Cef","","55.000000","","","","","","22.960000","2.440000","-1.190000","22.760000","22.880000","0.870000","0.360000","21.870000","24.890000","20.240000","24.890000","22.910000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.081539","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"ECCF","ECCF","ECC","","Term","8.000000","05/12/2025","1/18/2026","1/31/2029","0.170000","8.00%","","","120.18","Cef","","55.000000","","","","","","24.920000","","","24.880000","24.920000","0.140000","-0.010000","24.030000","25.500000","24.030000","25.550000","24.850000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.081539","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"ECCU","ECCU","ECC","","","8.000000","05/12/2025","6/30/2027","4/30/2030","0.150000","7.75%","","","120.18","Cef","","55.000000","","","","","","24.760000","","","","","","","23.890000","25.450000","23.890000","25.450000","24.700000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.081539","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"ECCV","ECCV","ECC","","BB","8.000000","06/13/2025","1/31/2025","1/31/2029","0.340000","5.38%","22.840000","21.110000","120.18","Cef","","87.000000","","","","","","23.270000","2.160000","0.430000","22.950000","22.880000","1.380000","1.700000","21.940000","23.530000","21.030000","23.530000","23.260000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.883170","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"ECCW","ECCW","ECC","","BB","8.000000","06/13/2025","3/29/2024","3/31/2031","0.420000","6.75%","24.500000","21.900000","120.18","Cef","","87.000000","","","","","","23.660000","1.760000","-0.840000","23.560000","24.130000","0.410000","-1.960000","22.280000","24.900000","21.440000","25.210000","23.650000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.883170","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"ECCX","ECCX","ECC","","BB","8.000000","06/12/2025","4/30/2021","4/30/2028","0.420000","6.69%","24.910000","23.240000","120.18","Cef","","86.000000","","","","","","24.790000","1.550000","-0.120000","24.800000","24.730000","-0.060000","0.240000","23.850000","26.950000","22.700000","26.950000","24.770000","7.510000","6.540000","10.320000","8.820000","8.050000","6.540000","15.540000","0.902552","8.000000","15.220000","6.250000","0.148318","-0.516731","0.148318","-0.272287","-0.148526","-0.067081","-0.506570","0.201600","21.865443","43.494208","21.865443","65.494186","-1.709679","-0.726883","179.206258","170.804203","100.000000","60.614537","100.000000","89.934092","55.537784","62.707149","9.552482","11.732074","-0.272287","-0.516731","0.148318","0.148318","0.148318","10.733194","0.148318","20.099773","54.494197","-0.067081","-0.148526","-0.215607","39.512760","8.920000","40.883170","34.233483","45.080497","32.504097","41.612610","61.410842","67.929578","<1B USD"
"EFC PRA","EFC-A","EFC","FF","","8.000000","06/27/2025","10/30/2024","NONE","0.610000","6.75%","","","94.36","Reit","","11.000000","","","","","","25.070000","","","24.960000","24.960000","0.460000","0.420000","21.500000","25.540000","20.770000","25.540000","24.530000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","25.821727","59.234694","22.805755","80.625000","3.733959","-0.026931","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706","-0.104167","-0.341837","0.160072","0.197772","0.197772","10.967660","0.160072","20.867411","69.929847","-0.040179","0.050489","0.010310","40.543110","8.920000","46.966349","35.924936","47.258485","33.068152","42.317376","77.248713","70.230460","<1B USD"
"EFC PRB","EFC-B","EFC","NFF","","8.000000","06/27/2025","1/30/2027","NONE","0.390000","6.25%","","","94.36","Reit","","11.000000","","","","","","22.680000","","","22.780000","22.390000","-0.460000","1.300000","20.290000","23.750000","18.350000","23.750000","22.340000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","25.821727","59.234694","22.805755","80.625000","3.733959","-0.026931","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706","-0.104167","-0.341837","0.160072","0.197772","0.197772","10.967660","0.160072","20.867411","69.929847","-0.040179","0.050489","0.010310","40.543110","8.920000","46.966349","35.924936","47.258485","33.068152","42.317376","77.248713","70.230460","<1B USD"
"EFC PRC","EFC-C","EFC","NFF","","8.000000","06/27/2025","4/30/2028","","0.540000","8.63%","","","94.36","Reit","","11.000000","","","","","","24.680000","","","24.860000","25.000000","-0.730000","-1.270000","22.680000","26.250000","21.310000","26.250000","24.210000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","25.821727","59.234694","22.805755","80.625000","3.733959","-0.026931","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706","-0.104167","-0.341837","0.160072","0.197772","0.197772","10.967660","0.160072","20.867411","69.929847","-0.040179","0.050489","0.010310","40.543110","8.920000","46.966349","35.924936","47.258485","33.068152","42.317376","77.248713","70.230460","<1B USD"
"EFC PRD","EFC-D","EFC","","","8.000000","06/18/2025","5/12/2022","NONE","0.440000","7.00%","","","94.36","Reit","","2.000000","","","","","","22.990000","","","23.220000","23.010000","-1.010000","-0.080000","21.410000","27.000000","20.240000","27.000000","22.560000","12.900000","11.120000","14.400000","12.280000","13.440000","10.770000","19.600000","1.217244","8.000000","18.670000","6.800000","0.197772","-0.341837","0.160072","-0.104167","0.050489","-0.040179","-0.309052","0.897059","25.821727","59.234694","22.805755","80.625000","3.733959","-0.026931","263.451233","284.131234","","82.382425","","99.545074","73.786093","65.382712","13.573009","18.852706","-0.104167","-0.341837","0.160072","0.197772","0.197772","10.967660","0.160072","20.867411","69.929847","-0.040179","0.050489","0.010310","40.543110","8.920000","46.966349","35.924936","47.258485","33.068152","42.317376","77.248713","70.230460","<1B USD"
"EICA","EICA","EIC","","Term","8.000000","05/12/2025","10/31/2023","10/30/2026","0.100000","5.00%","23.250000","22.680000","21.14","Cef","","55.000000","","","","","","24.210000","1.530000","0.960000","24.200000","23.850000","0.030000","1.510000","23.510000","24.600000","22.290000","24.600000","24.170000","13.020000","12.630000","16.710000","15.220000","15.180000","12.380000","19.530000","0.275243","8.000000","19.280000","9.080000","0.051696","-0.333333","0.030879","-0.220826","-0.144547","-0.142292","-0.324689","0.433921","14.135703","60.000000","12.470309","70.125673","-1.600830","-2.683777","256.781850","208.661535","38.145271","83.440785","24.818499","96.989291","55.902671","55.226942","13.254718","14.110748","-0.220826","-0.333333","0.030879","0.051696","0.051696","10.275098","0.030879","12.429914","65.062837","-0.142292","-0.144547","-0.286839","36.376215","8.920000","43.297115","36.212452","47.628703","35.279490","45.080357","61.727530","61.496887","<1B USD"
"EICB","EICB","EIC","","Term","8.000000","05/12/2025","7/31/2025","7/31/2028","0.160000","7.75%","","24.420000","21.14","Cef","","55.000000","","","","","","24.890000","0.470000","","24.890000","24.910000","-0.010000","-0.090000","23.630000","25.240000","23.630000","25.500000","24.830000","13.020000","12.630000","16.710000","15.220000","15.180000","12.380000","19.530000","0.275243","8.000000","19.280000","9.080000","0.051696","-0.333333","0.030879","-0.220826","-0.144547","-0.142292","-0.324689","0.433921","14.135703","60.000000","12.470309","70.125673","-1.600830","-2.683777","256.781850","208.661535","38.145271","83.440785","24.818499","96.989291","55.902671","55.226942","13.254718","14.110748","-0.220826","-0.333333","0.030879","0.051696","0.051696","10.275098","0.030879","12.429914","65.062837","-0.142292","-0.144547","-0.286839","36.376215","8.920000","43.297115","36.212452","47.628703","35.279490","45.080357","61.727530","61.496887","<1B USD"
"EICC","EICC","EIC","","Term","8.000000","05/12/2025","4/3/2026","4/30/2029","0.170000","8.00%","","","21.14","Cef","","55.000000","","","","","","24.970000","","","25.020000","25.020000","-0.180000","-0.210000","23.750000","25.250000","23.750000","25.450000","24.900000","13.020000","12.630000","16.710000","15.220000","15.180000","12.380000","19.530000","0.275243","8.000000","19.280000","9.080000","0.051696","-0.333333","0.030879","-0.220826","-0.144547","-0.142292","-0.324689","0.433921","14.135703","60.000000","12.470309","70.125673","-1.600830","-2.683777","256.781850","208.661535","38.145271","83.440785","24.818499","96.989291","55.902671","55.226942","13.254718","14.110748","-0.220826","-0.333333","0.030879","0.051696","0.051696","10.275098","0.030879","12.429914","65.062837","-0.142292","-0.144547","-0.286839","36.376215","8.920000","43.297115","36.212452","47.628703","35.279490","45.080357","61.727530","61.496887","<1B USD"
"EIIA","EIIA","-","","","8.000000","05/12/2025","10/31/2026","10/31/2029","0.170000","8.13%","","","-","-","","55.000000","","","","","","24.960000","","","","","","","24.370000","25.370000","24.370000","25.370000","24.890000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ESGRO","ESGRO","-","","","9.000000","05/15/2025","3/1/2024","NONE","0.440000","7.00%","25.620000","22.500000","-","-","","58.000000","","","","","","19.950000","-2.550000","-5.670000","20.280000","21.130000","-1.620000","-5.600000","18.900000","21.300000","18.590000","25.470000","19.790000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ESGRP","ESGRP","-","","","9.000000","05/15/2025","9/1/2028","NONE","0.440000","7.00%","25.180000","22.440000","-","-","","58.000000","","","","","","20.450000","-1.990000","-4.730000","20.780000","21.350000","-1.600000","-4.230000","18.520000","21.940000","18.520000","26.120000","20.290000","","","","","","","","","","","","","","","","","","","","10.000000","10.000000","10.000000","10.000000","","","","","","","","","","","","","","","","","","","","","10.000000","","","","35.000000","","","0.000000","1.000000","0.000000","1.000000","","","<1B USD"
"ET PRI","ET-I","ETR","","","8.000000","08/01/2025","Never","Never","0.210000","9.25%","","","430.81","Utilities","","46.000000","","","","","","11.370000","","","11.560000","11.600000","-1.620000","-2.010000","10.500000","12.190000","9.280000","12.190000","11.270000","83.000000","52.070000","88.390000","74.840000","85.450000","42.890000","88.390000","35.757230","8.000000","66.450000","39.990000","0.935183","-0.060980","0.594008","-0.060980","0.109033","-0.028672","0.249059","1.075519","84.814642","84.511823","57.520645","84.511823","5.335310","0.272460","401.196279","313.211817","","1.453127","","10.222850","79.154185","66.527128","20.146787","20.679915","-0.060980","-0.060980","0.594008","0.935183","0.935183","14.463822","0.594008","49.207435","84.511823","-0.028672","0.109033","0.080361","70.946823","8.920000","64.948226","52.050378","68.022293","54.388963","68.956904","81.907729","71.214614","<1B USD"
"F PRD","F-D","F","","BB","9.000000","04/30/2025","8/15/2027","8/15/2062","0.400000","6.50%","","20.790000","3980.84","Automanufacturers","","43.000000","","","","","","22.350000","1.560000","","22.550000","24.290000","-0.890000","-8.000000","20.850000","26.060000","20.100000","26.190000","22.140000","10.470000","8.440000","14.850000","9.970000","9.920000","5.740000","25.870000","41.679395","9.000000","8.060000","4.330000","0.824042","-0.595284","0.240521","-0.294949","0.050150","0.055444","0.299007","1.418014","75.923345","36.424430","29.241706","63.454545","3.724709","2.461009","418.239225","369.022367","","50.837573","","86.827083","73.755087","74.892839","20.960149","24.186638","-0.294949","-0.595284","0.240521","0.824042","0.824042","13.936887","0.240521","26.121497","49.939488","0.055444","0.050150","0.105594","73.463743","16.840000","54.053313","30.309118","40.027318","30.428850","39.019670","77.221803","78.408805","<1B USD"
"FCRX","FCRX","CCAP","","BB","8.000000","05/30/2025","5/25/2023","5/25/2026","0.310000","5.00%","","23.250000","37.06","Assetmanagement","","73.000000","","","","","","24.580000","1.330000","","24.730000","24.490000","-0.630000","0.380000","24.220000","25.000000","22.500000","25.000000","24.520000","14.800000","13.540000","20.190000","19.560000","17.460000","11.620000","21.490000","0.548488","8.000000","16.900000","7.380000","0.273666","-0.311308","0.093058","-0.266964","-0.243354","-0.152348","-0.124260","1.005420","31.893287","61.982317","17.444609","65.973254","-5.379370","-2.945411","273.814424","301.789011","","86.182179","64.623711","90.663862","58.303401","54.226846","14.067585","19.962191","-0.266964","-0.311308","0.093058","0.273666","0.273666","11.327485","0.093058","16.490758","63.977786","-0.152348","-0.243354","-0.395702","37.742440","8.920000","44.241706","35.071448","46.159497","33.649503","43.043751","50.734139","60.636843","<1B USD"
"FGN","FGN","FG","","BB","11.000000","05/30/2025","12/15/2028","12/15/2053","0.500000","7.95%","","","134.94","Insurance","","73.000000","","","","","","26.110000","","","25.810000","26.280000","1.170000","-0.630000","24.210000","27.650000","24.210000","27.650000","26.020000","31.260000","30.100000","50.750000","43.550000","42.670000","9.030000","50.750000","4.218224","11.000000","","","2.461794","-0.384039","0.038538","-0.384039","-0.282204","-0.267401","","","90.000000","55.436453","13.083056","55.436453","-6.707718","-7.423633","","","","77.129749","29.721812","74.613029","53.850480","53.230298","","","-0.384039","-0.384039","0.038538","2.461794","2.461794","21.701681","0.038538","12.930139","55.436453","-0.267401","-0.282204","-0.549605","48.045560","32.680000","49.528220","0.000000","1.000000","0.000000","1.000000","46.869409","45.916053","<1B USD"
"FGSN","FGSN","FG","","","8.500000","07/01/2025","1/15/2030","1/15/2065","0.460000","7.30%","","","134.94","Insurance","","15.000000","","","","","","23.690000","","","","","","","20.510000","25.020000","20.510000","25.020000","23.310000","31.260000","30.100000","50.750000","43.550000","42.670000","9.030000","50.750000","4.218224","11.000000","","","2.461794","-0.384039","0.038538","-0.384039","-0.282204","-0.267401","","","90.000000","55.436453","13.083056","55.436453","-6.707718","-7.423633","","","","77.129749","29.721812","74.613029","53.850480","53.230298","","","-0.384039","-0.384039","0.038538","2.461794","2.461794","21.701681","0.038538","12.930139","55.436453","-0.267401","-0.282204","-0.549605","48.045560","32.680000","48.557079","0.000000","1.000000","0.000000","1.000000","46.869409","45.916053","<1B USD"
"FHN PRB","FHN-B","FHN","FF","","8.500000","07/17/2025","8/1/2025","NONE","0.420000","6.63%","","","506.74","Regionalbank","","31.000000","","","","","","25.620000","","","25.160000","25.090000","1.820000","2.130000","24.420000","25.700000","20.580000","25.770000","25.340000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.704071","8.500000","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","90.000000","69.161316","38.729595","76.804813","1.256087","1.432541","372.460077","379.216063","","96.110186","","94.424059","65.479704","70.961527","18.775374","24.827134","-0.146613","-0.231541","0.359120","1.304452","1.304452","16.214576","0.359120","33.867078","72.983065","0.015915","-0.040100","-0.024185","59.408142","12.880000","56.398062","34.844784","45.867634","33.984113","43.461833","70.039524","75.028027","<1B USD"
"FHN PRC","FHN-C","FHN","NFF","","8.500000","07/17/2025","5/1/2026","NONE","0.410000","6.60%","","","506.74","Regionalbank","","31.000000","","","","","","24.990000","","","25.080000","25.030000","-0.360000","-0.170000","23.950000","25.750000","19.110000","25.770000","24.720000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.704071","8.500000","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","90.000000","69.161316","38.729595","76.804813","1.256087","1.432541","372.460077","379.216063","","96.110186","","94.424059","65.479704","70.961527","18.775374","24.827134","-0.146613","-0.231541","0.359120","1.304452","1.304452","16.214576","0.359120","33.867078","72.983065","0.015915","-0.040100","-0.024185","59.408142","12.880000","56.398062","34.844784","45.867634","33.984113","43.461833","70.039524","75.028027","<1B USD"
"FHN PRE","FHN-E","FHN","","","8.500000","06/25/2025","10/10/2025","NONE","0.410000","6.50%","","","506.74","Regionalbank","","9.000000","","","","","","23.200000","","","23.960000","24.160000","-3.170000","-3.990000","22.770000","25.710000","18.190000","25.710000","22.830000","19.150000","14.090000","22.440000","19.950000","18.850000","8.310000","24.920000","9.704071","8.500000","16.440000","7.720000","1.304452","-0.231541","0.359120","-0.146613","-0.040100","0.015915","0.164842","1.480570","90.000000","69.161316","38.729595","76.804813","1.256087","1.432541","372.460077","379.216063","","96.110186","","94.424059","65.479704","70.961527","18.775374","24.827134","-0.146613","-0.231541","0.359120","1.304452","1.304452","16.214576","0.359120","33.867078","72.983065","0.015915","-0.040100","-0.024185","59.408142","12.880000","56.398062","34.844784","45.867634","33.984113","43.461833","70.039524","75.028027","<1B USD"
"FITBI","FITBI","FITB","","","10.500000","06/26/2025","12/31/2023","NONE","0.520000","6.63%","","","667.97","Regionalbank","","10.000000","","","","","","25.640000","","","25.600000","25.690000","0.150000","-0.210000","24.750000","26.250000","24.110000","26.250000","25.180000","37.980000","32.250000","49.070000","45.050000","38.990000","17.280000","50.640000","25.369501","10.500000","29.400000","12.910000","1.197917","-0.250000","0.177674","-0.226004","-0.156937","-0.025904","0.291837","1.941905","90.000000","67.500000","24.213953","69.659670","-1.939735","0.344470","415.792480","454.392028","","93.812712","","96.279422","54.766583","66.802387","20.843379","29.550636","-0.226004","-0.250000","0.177674","1.197917","1.197917","15.709476","0.177674","22.017015","68.579835","-0.025904","-0.156937","-0.182841","66.532038","28.720000","60.495025","40.555078","53.220453","38.603492","49.233569","60.741509","71.451326","<1B USD"
