"PREF IBKR","CMON","BOND_","CRDT SCORE_","EX-DIV DATE","CALL DATE","MATUR DATE","DIV AMOUNT","COUPON","Aug2022_Price","Oct19_Price","CGRUP","Last Price","Oct19_diff","Aug2022_diff","SMA88","SMA268","SMA88 chg","SMA268 chg","6M Low","6M High","1Y Low","1Y High","TIME TO DIV","Div adj.price","COM_LAST_PRICE","COM_52W_LOW","COM_52W_HIGH","COM_6M_PRICE","COM_3M_PRICE","COM_5Y_LOW","COM_5Y_HIGH","COM_MKTCAP","CRDT_SCORE","COM_FEB2020_PRICE","COM_MAR2020_PRICE","COM_5Y_LOW_CHG","COM_5Y_HIGH_CHG","COM_52W_LOW_CHG","COM_52W_HIGH_CHG","COM_6M_CHG","COM_3M_CHG","COM_FEB2020_CHG","COM_MAR2020_CHG","5Y_LOW_SKOR","5Y_HIGH_SKOR","52W_LOW_SKOR","52W_HIGH_SKOR","COM_6M_SKOR","COM_3M_SKOR","FEB2020_SKOR","MAR2020_SKOR","Normalized_5Y_LOW","Normalized_5Y_HIGH","Normalized_52W_LOW","Normalized_52W_HIGH","Normalized_COM_6M","Normalized_COM_3M","Normalized_FEB2020","Normalized_MAR2020"
"OZKAP","OZK","","9","11/1/2024","11/15/2026","","0.290000","4.63%","20.780000","14.610000","c450","16.220000","1.610000","-4.560000","16.740000","17.040000","-3.100000","-4.800000","15.690000","19.880000","14.370000","19.880000","43.000000","16.070000","44.680000","35.710000","53.640000","46.420000","44.260000","20.100000","53.640000","5.070000","9","28.030000","18.000000","1.222886","-0.167040","0.251190","-0.167040","-0.037484","0.009489","0.594006","1.482222","152.191956","430.760618","113.212903","14.443117","14.955936","8.162342","85.296389","82.111218","79.000593","92.060688","79.291600","49.090234","56.459294","61.552735","40.430167","28.602012"
"PEB PRE","PEB","","NR","12/27/2024","","","0.400000","6.38%","24.710000","18.320000","c625","18.040000","-0.280000","-6.670000","18.150000","20.330000","-0.610000","-11.280000","16.270000","23.220000","16.270000","23.220000","9.000000","17.680000","9.000000","7.410000","15.120000","14.490000","10.900000","7.410000","26.450000","1.060000","NR","24.910000","8.490000","0.214575","-0.659735","0.214575","-0.404762","-0.378882","-0.174312","-0.638699","0.060071","109.399008","181.476847","109.399008","2.809977","0.979785","2.124357","0.000000","20.743471","57.068584","39.363318","76.654128","10.356183","4.633220","16.759645","1.000000","7.973000"
"PEB PRF","PEB","","NR","12/27/2024","","","0.390000","6.30%","23.520000","18.560000","c625","18.400000","-0.160000","-5.120000","18.330000","20.410000","0.390000","-9.870000","16.850000","23.750000","16.850000","23.750000","9.000000","18.050000","9.000000","7.410000","15.120000","14.490000","10.900000","7.410000","26.450000","1.060000","NR","24.910000","8.490000","0.214575","-0.659735","0.214575","-0.404762","-0.378882","-0.174312","-0.638699","0.060071","109.399008","181.476847","109.399008","2.809977","0.979785","2.124357","0.000000","20.743471","57.068584","39.363318","76.654128","10.356183","4.633220","16.759645","1.000000","7.973000"
"PEB PRG","PEB","","NR","12/27/2024","","","0.400000","6.38%","23.400000","18.000000","c625","18.470000","0.470000","-4.930000","18.360000","20.160000","0.580000","-8.360000","16.600000","22.940000","16.600000","23.180000","9.000000","18.110000","9.000000","7.410000","15.120000","14.490000","10.900000","7.410000","26.450000","1.060000","NR","24.910000","8.490000","0.214575","-0.659735","0.214575","-0.404762","-0.378882","-0.174312","-0.638699","0.060071","109.399008","181.476847","109.399008","2.809977","0.979785","2.124357","0.000000","20.743471","57.068584","39.363318","76.654128","10.356183","4.633220","16.759645","1.000000","7.973000"
"PEB PRH","PEB","","NR","12/27/2024","","","0.360000","5.70%","21.010000","16.380000","c550","16.120000","-0.260000","-4.890000","16.650000","18.250000","-3.170000","-11.660000","15.510000","21.120000","15.020000","21.120000","9.000000","15.800000","9.000000","7.410000","15.120000","14.490000","10.900000","7.410000","26.450000","1.060000","NR","24.910000","8.490000","0.214575","-0.659735","0.214575","-0.404762","-0.378882","-0.174312","-0.638699","0.060071","109.399008","181.476847","109.399008","2.809977","0.979785","2.124357","0.000000","20.743471","57.068584","39.363318","76.654128","10.356183","4.633220","16.759645","1.000000","7.973000"
"PFH","PRU","BB","13","11/15/2024","9/1/2025","","0.260000","4.13%","22.610000","17.350000","c400","16.920000","-0.430000","-5.690000","17.600000","18.960000","-3.880000","-10.780000","16.620000","21.460000","16.620000","21.590000","57.000000","16.820000","103.000000","90.380000","130.560000","118.890000","110.290000","57.110000","130.560000","36.450000","13","94.890000","42.260000","0.803537","-0.211091","0.139633","-0.211091","-0.133653","-0.066098","0.085467","1.437293","141.773724","461.960771","4.914092","13.891991","10.963767","5.679235","50.108313","80.172459","73.661098","98.656248","4.398307","47.255191","41.655616","43.131684","24.163691","27.950291"
"PRH","PRU","BB","13","11/15/2024","","","0.370000","5.95%","","23.790000","c575","25.010000","1.220000","","24.800000","25.540000","0.850000","-2.060000","23.590000","26.890000","23.170000","26.950000","57.000000","24.870000","103.000000","90.380000","130.560000","118.890000","110.290000","57.110000","130.560000","36.450000","13","94.890000","42.260000","0.803537","-0.211091","0.139633","-0.211091","-0.133653","-0.066098","0.085467","1.437293","141.773724","461.960771","4.914092","13.891991","10.963767","5.679235","50.108313","80.172459","73.661098","98.656248","4.398307","47.255191","41.655616","43.131684","24.163691","27.950291"
"PRS","PRU","BB","13","11/1/2024","8/15/2023","","0.350000","5.63%","26.160000","22.520000","c550","23.500000","0.980000","-2.660000","23.250000","24.160000","1.090000","-2.720000","22.350000","25.420000","22.310000","25.420000","43.000000","23.320000","103.000000","90.380000","130.560000","118.890000","110.290000","57.110000","130.560000","36.450000","13","94.890000","42.260000","0.803537","-0.211091","0.139633","-0.211091","-0.133653","-0.066098","0.085467","1.437293","141.773724","461.960771","4.914092","13.891991","10.963767","5.679235","50.108313","80.172459","73.661098","98.656248","4.398307","47.255191","41.655616","43.131684","24.163691","27.950291"
"PSA PRF","PSA","","13.5","12/12/2024","","","0.320000","5.15%","25.840000","20.870000","c500","20.400000","-0.470000","-5.440000","21.220000","22.740000","-3.860000","-10.300000","19.870000","25.110000","19.870000","25.110000","84.000000","20.380000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRG","PSA","","13.5","12/12/2024","","","0.320000","5.05%","25.870000","21.110000","c500","20.050000","-1.060000","-5.820000","21.040000","22.530000","-4.700000","-11.020000","19.960000","25.000000","19.960000","25.060000","84.000000","20.030000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRH","PSA","","13.5","12/12/2024","","","0.350000","5.60%","26.960000","22.760000","c550","22.350000","-0.410000","-4.610000","23.120000","24.240000","-3.330000","-7.810000","20.850000","25.700000","20.850000","25.950000","84.000000","22.330000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRI","PSA","","13.5","12/12/2024","","","0.300000","4.88%","25.800000","19.440000","c475","19.100000","-0.340000","-6.700000","20.000000","21.480000","-4.520000","-11.070000","18.980000","23.720000","18.980000","23.940000","84.000000","19.080000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRJ","PSA","","13.5","12/12/2024","","","0.290000","4.70%","25.080000","18.250000","c475","18.390000","0.140000","-6.690000","19.270000","20.600000","-4.580000","-10.710000","18.330000","23.210000","17.940000","23.210000","84.000000","18.370000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRK","PSA","","13.5","12/12/2024","","","0.300000","4.75%","25.800000","18.400000","c475","18.570000","0.170000","-7.230000","19.490000","20.790000","-4.710000","-10.670000","18.450000","23.170000","18.160000","23.210000","84.000000","18.550000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRL","PSA","","13.5","12/12/2024","","","0.290000","4.63%","24.840000","18.170000","c450","18.110000","-0.060000","-6.730000","19.060000","20.290000","-4.960000","-10.750000","17.520000","22.750000","17.520000","22.890000","84.000000","18.090000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRM","PSA","","13.5","12/12/2024","","","0.260000","4.13%","22.790000","16.050000","c400","16.250000","0.200000","-6.540000","17.070000","18.290000","-4.810000","-11.150000","16.160000","20.750000","15.820000","20.790000","84.000000","16.230000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRN","PSA","","13.5","12/12/2024","","","0.240000","3.88%","21.020000","15.120000","c400","15.160000","0.040000","-5.860000","16.010000","17.040000","-5.300000","-11.020000","15.120000","19.230000","14.900000","19.230000","84.000000","15.140000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRO","PSA","","13.5","12/12/2024","11/17/2025","","0.240000","3.90%","20.290000","15.530000","c400","15.270000","-0.260000","-5.020000","16.080000","17.110000","-5.010000","-10.750000","15.150000","19.130000","15.100000","19.130000","84.000000","15.250000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRP","PSA","","13.5","12/12/2024","","","0.250000","4.00%","20.880000","15.540000","c400","15.700000","0.160000","-5.180000","16.430000","17.580000","-4.460000","-10.690000","15.390000","19.960000","15.370000","19.990000","84.000000","15.680000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRQ","PSA","","13.5","12/12/2024","","","0.250000","3.95%","20.840000","15.310000","c400","15.550000","0.240000","-5.290000","16.170000","17.290000","-3.820000","-10.070000","15.410000","19.470000","15.170000","19.470000","84.000000","15.530000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRR","PSA","","13.5","12/12/2024","","","0.250000","4.00%","20.780000","15.590000","c400","15.690000","0.100000","-5.090000","16.410000","17.640000","-4.390000","-11.060000","15.570000","20.160000","15.380000","20.160000","84.000000","15.670000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSA PRS","PSA","","13.5","12/12/2024","","","0.260000","4.10%","21.150000","15.830000","c400","16.040000","0.210000","-5.110000","16.780000","18.050000","-4.420000","-11.150000","14.180000","20.440000","14.180000","20.470000","84.000000","16.020000","294.890000","256.600000","369.990000","313.360000","300.410000","183.220000","421.760000","51.740000","13.5","226.420000","171.220000","0.609486","-0.300811","0.149221","-0.202978","-0.058942","-0.018375","0.302403","0.722287","134.937954","405.869445","5.270929","14.356179","14.065174","7.246983","65.119025","49.318999","70.157666","86.798816","4.645075","48.800765","53.156190","54.762105","31.102729","17.578778"
"PSEC PRA","PSEC","","9","10/16/2024","7/19/2026","","0.330000","5.35%","19.550000","15.210000","c525","16.180000","0.970000","-3.370000","16.270000","17.580000","-0.550000","-7.980000","14.580000","21.540000","14.040000","21.540000","27.000000","15.950000","3.280000","3.140000","5.650000","4.370000","4.310000","3.140000","9.250000","1.490000","9","6.520000","4.800000","0.044586","-0.645405","0.044586","-0.419469","-0.249428","-0.238979","-0.496933","-0.316667","1.376708","190.435649","1.376708","1.968424","7.697151","0.000000","12.261844","5.608437","1.705583","41.257165","1.952053","7.554124","29.542418","1.000000","6.668312","2.885298"
"REGCO","REG","","NR","10/16/2024","","","0.370000","5.88%","","21.850000","c575","22.250000","0.400000","","22.410000","22.740000","-0.720000","-2.160000","21.430000","24.700000","21.200000","24.900000","27.000000","21.990000","70.250000","60.640000","78.190000","75.500000","71.430000","33.290000","78.780000","12.830000","NR","63.800000","35.300000","1.110243","-0.108276","0.158476","-0.101548","-0.069536","-0.016520","0.101097","0.990085","149.791754","463.089776","102.123369","17.740919","13.625370","7.307929","51.189808","60.874836","77.770455","98.894914","71.622710","60.070695","51.525318","55.214229","24.663636","21.463318"
"REGCP","REG","","NR","10/16/2024","","","0.390000","6.25%","","23.100000","c625","22.970000","-0.130000","","23.380000","23.750000","-1.740000","-3.280000","21.880000","25.630000","21.880000","25.630000","27.000000","22.700000","70.250000","60.640000","78.190000","75.500000","71.430000","33.290000","78.780000","12.830000","NR","63.800000","35.300000","1.110243","-0.108276","0.158476","-0.101548","-0.069536","-0.016520","0.101097","0.990085","149.791754","463.089776","102.123369","17.740919","13.625370","7.307929","51.189808","60.874836","77.770455","98.894914","71.622710","60.070695","51.525318","55.214229","24.663636","21.463318"
"REXR PRB","REXR","","NR","12/13/2024","","","0.370000","5.88%","25.390000","21.160000","c575","22.550000","1.390000","-2.840000","23.110000","22.840000","-2.440000","-1.280000","22.210000","24.570000","20.600000","24.570000","85.000000","22.530000","36.620000","29.680000","52.610000","39.920000","40.380000","29.680000","84.680000","8.670000","NR","50.180000","33.950000","0.233827","-0.567548","0.233827","-0.303935","-0.082665","-0.093115","-0.270227","0.078645","111.476660","239.110325","111.476660","8.579391","13.080363","4.791712","31.870281","21.544981","58.133412","51.546753","78.090914","29.566198","49.504335","36.547552","15.732752","8.242431"
"REXR PRC","REXR","","NR","11/15/2024","","","0.350000","5.63%","26.100000","20.050000","c550","21.200000","1.150000","-4.900000","21.750000","21.990000","-2.550000","-3.580000","20.130000","24.540000","19.710000","24.540000","57.000000","21.070000","36.620000","29.680000","52.610000","39.920000","40.380000","29.680000","84.680000","8.670000","NR","50.180000","33.950000","0.233827","-0.567548","0.233827","-0.303935","-0.082665","-0.093115","-0.270227","0.078645","111.476660","239.110325","111.476660","8.579391","13.080363","4.791712","31.870281","21.544981","58.133412","51.546753","78.090914","29.566198","49.504335","36.547552","15.732752","8.242431"
"RF PRE","RF","","10","11/27/2024","","","0.280000","4.45%","20.690000","15.450000","c450","17.130000","1.680000","-3.560000","17.490000","18.200000","-2.040000","-5.870000","16.410000","19.980000","14.160000","19.980000","69.000000","17.060000","21.510000","17.740000","27.960000","24.610000","21.540000","9.790000","27.960000","19.340000","10","16.280000","8.260000","1.197140","-0.230687","0.212514","-0.230687","-0.125965","-0.001393","0.321253","1.604116","151.663325","449.709727","109.166030","12.770693","11.282907","7.804857","66.423372","87.371107","78.729662","96.066437","76.493014","43.521682","42.839044","58.900716","31.705693","30.370145"
"RNR PRF","RNR","","12","11/27/2024","","","0.360000","5.75%","25.110000","20.710000","c550","21.290000","0.580000","-3.820000","21.740000","23.140000","-2.060000","-7.980000","20.800000","25.030000","20.430000","25.100000","69.000000","21.210000","244.390000","208.980000","300.000000","255.190000","245.290000","124.180000","300.000000","11.890000","12","199.420000","129.300000","0.968030","-0.185367","0.169442","-0.185367","-0.042321","-0.003669","0.225504","0.890101","146.389918","420.677777","103.721922","13.520267","14.755119","7.730077","59.798066","56.560373","76.026964","89.929225","72.728178","46.017485","55.714629","58.345956","28.642996","20.012994"
"RNR PRG","RNR","","12","11/27/2024","","","0.260000","4.20%","20.020000","15.350000","c425","15.590000","0.240000","-4.430000","15.970000","17.290000","-2.370000","-9.810000","14.260000","18.970000","14.260000","19.460000","69.000000","15.530000","244.390000","208.980000","300.000000","255.190000","245.290000","124.180000","300.000000","11.890000","12","199.420000","129.300000","0.968030","-0.185367","0.169442","-0.185367","-0.042321","-0.003669","0.225504","0.890101","146.389918","420.677777","103.721922","13.520267","14.755119","7.730077","59.798066","56.560373","76.026964","89.929225","72.728178","46.017485","55.714629","58.345956","28.642996","20.012994"
"SCE PRG","EIX","TP","10","12/13/2024","","","0.320000","5.10%","20.730000","17.200000","c500","16.440000","-0.760000","-4.290000","17.480000","19.420000","-5.960000","-15.330000","16.320000","21.690000","16.320000","21.700000","85.000000","16.420000","48.480000","47.860000","88.770000","80.500000","58.960000","47.860000","88.770000","18.590000","10","78.200000","46.860000","0.012954","-0.453870","0.012954","-0.453870","-0.397764","-0.177748","-0.380051","0.034571","0.199467","310.180143","0.199467","0.000000","0.000000","2.011492","22.371270","19.643129","1.102230","66.570565","1.137940","1.000000","1.000000","15.922352","11.341621","7.603116"
"SCE PRL","EIX","TP","10","12/13/2024","","","0.310000","5.00%","20.240000","16.940000","c500","16.130000","-0.810000","-4.110000","17.090000","18.990000","-5.620000","-15.080000","15.980000","21.090000","15.980000","21.320000","85.000000","16.110000","48.480000","47.860000","88.770000","80.500000","58.960000","47.860000","88.770000","18.590000","10","78.200000","46.860000","0.012954","-0.453870","0.012954","-0.453870","-0.397764","-0.177748","-0.380051","0.034571","0.199467","310.180143","0.199467","0.000000","0.000000","2.011492","22.371270","19.643129","1.102230","66.570565","1.137940","1.000000","1.000000","15.922352","11.341621","7.603116"
"SCHW PRD","SCHW","","12","11/13/2024","","","0.370000","5.95%","25.940000","22.650000","c575","24.620000","1.970000","-1.320000","24.910000","25.150000","-1.180000","-2.100000","24.250000","25.710000","22.290000","25.710000","55.000000","24.480000","87.760000","61.010000","89.850000","76.760000","77.770000","31.630000","96.240000","158.730000","12","46.770000","30.750000","1.774581","-0.088113","0.438453","-0.023261","0.143304","0.128456","0.876417","1.853984","161.452715","27.217417","126.823600","26.249508","22.460786","12.070458","104.837598","98.153226","83.746867","6.753629","88.703984","88.401147","84.288626","90.545289","49.463529","33.994597"
"SCHW PRJ","SCHW","","12","11/13/2024","","","0.280000","4.45%","23.400000","16.750000","c450","18.680000","1.930000","-4.720000","19.280000","20.290000","-3.090000","-7.910000","18.330000","22.600000","16.630000","22.600000","55.000000","18.570000","87.760000","61.010000","89.850000","76.760000","77.770000","31.630000","96.240000","158.730000","12","46.770000","30.750000","1.774581","-0.088113","0.438453","-0.023261","0.143304","0.128456","0.876417","1.853984","161.452715","27.217417","126.823600","26.249508","22.460786","12.070458","104.837598","98.153226","83.746867","6.753629","88.703984","88.401147","84.288626","90.545289","49.463529","33.994597"
"SF PRB","SF","","8","12/2/2024","","","0.390000","6.25%","26.940000","22.010000","c625","23.390000","1.380000","-3.550000","23.910000","24.490000","-2.160000","-4.500000","22.220000","25.440000","21.560000","25.730000","74.000000","23.320000","95.370000","73.270000","120.640000","107.180000","96.870000","29.390000","120.640000","9.800000","8","44.550000","22.910000","2.244981","-0.209466","0.301624","-0.209466","-0.110188","-0.015485","1.140741","3.162811","167.308701","462.976380","117.664204","13.984947","11.937824","7.341929","123.127366","154.630877","86.748145","98.870942","82.369867","47.564698","45.267594","55.466462","57.918385","52.979784"
"SF PRC","SF","","8","12/2/2024","","","0.380000","6.13%","27.000000","22.120000","c625","22.520000","0.400000","-4.480000","23.540000","24.440000","-4.320000","-7.860000","21.810000","26.470000","21.270000","26.470000","74.000000","22.450000","95.370000","73.270000","120.640000","107.180000","96.870000","29.390000","120.640000","9.800000","8","44.550000","22.910000","2.244981","-0.209466","0.301624","-0.209466","-0.110188","-0.015485","1.140741","3.162811","167.308701","462.976380","117.664204","13.984947","11.937824","7.341929","123.127366","154.630877","86.748145","98.870942","82.369867","47.564698","45.267594","55.466462","57.918385","52.979784"
"SF PRD","SF","","8","12/2/2024","","","0.280000","4.50%","20.540000","15.640000","c450","16.890000","1.250000","-3.650000","17.560000","18.570000","-3.800000","-9.050000","15.850000","21.740000","15.000000","21.740000","74.000000","16.840000","95.370000","73.270000","120.640000","107.180000","96.870000","29.390000","120.640000","9.800000","8","44.550000","22.910000","2.244981","-0.209466","0.301624","-0.209466","-0.110188","-0.015485","1.140741","3.162811","167.308701","462.976380","117.664204","13.984947","11.937824","7.341929","123.127366","154.630877","86.748145","98.870942","82.369867","47.564698","45.267594","55.466462","57.918385","52.979784"
"SHO PRH","SHO","","NR","12/27/2024","","","0.380000","6.13%","23.750000","20.400000","c625","20.600000","0.200000","-3.150000","20.730000","21.710000","-0.640000","-5.110000","19.140000","24.220000","19.140000","24.270000","9.000000","20.260000","8.490000","7.450000","12.410000","12.380000","9.870000","7.000000","13.910000","1.690000","NR","13.170000","7.480000","0.212857","-0.389648","0.139597","-0.315874","-0.314216","-0.139818","-0.355353","0.135027","109.204964","350.330374","4.912777","7.896194","4.335276","3.257515","24.507482","23.977926","56.969134","75.058128","4.397397","27.291403","17.075981","25.166039","12.329133","9.060275"
"SHO PRI","SHO","","NR","12/27/2024","","","0.360000","5.70%","22.980000","19.430000","c550","19.010000","-0.420000","-3.970000","19.520000","20.450000","-2.620000","-7.030000","17.960000","22.790000","17.960000","22.790000","9.000000","18.690000","8.490000","7.450000","12.410000","12.380000","9.870000","7.000000","13.910000","1.690000","NR","13.170000","7.480000","0.212857","-0.389648","0.139597","-0.315874","-0.314216","-0.139818","-0.355353","0.135027","109.204964","350.330374","4.912777","7.896194","4.335276","3.257515","24.507482","23.977926","56.969134","75.058128","4.397397","27.291403","17.075981","25.166039","12.329133","9.060275"
"SIGIP","SIGI","","10","11/27/2024","","","0.290000","4.60%","20.740000","15.480000","c450","16.740000","1.260000","-4.000000","17.590000","18.360000","-4.820000","-8.810000","16.700000","20.300000","15.170000","20.300000","69.000000","16.670000","85.120000","78.130000","103.560000","95.300000","89.170000","48.040000","109.580000","5.170000","10","68.790000","46.420000","0.771857","-0.223216","0.089466","-0.178061","-0.106821","-0.045419","0.237389","0.833692","140.777724","454.380313","3.047033","13.888137","12.077632","6.358572","60.620455","54.126285","73.150633","97.053776","3.107155","47.242356","45.786028","48.171384","29.023164","19.194766"
"SLG PRI","SLG","","9.5","12/17/2024","","","0.410000","6.50%","25.670000","18.150000","c650","21.420000","3.270000","-4.250000","22.310000","22.710000","-3.990000","-5.670000","20.560000","24.870000","16.600000","24.870000","89.000000","21.420000","65.200000","45.150000","82.810000","74.110000","58.240000","19.060000","88.270000","4.960000","9.5","","","2.420776","-0.261357","0.444075","-0.212655","-0.120227","0.119505","","","169.187358","430.535124","127.136764","13.802453","11.521118","11.776438","","","87.710984","92.013019","88.920550","46.957061","43.722372","88.364088","",""
"SOJC","SO","BB","11.5","11/29/2024","","","0.330000","5.25%","25.690000","20.750000","c525","21.360000","0.610000","-4.330000","21.710000","22.980000","-1.630000","-7.050000","21.050000","24.990000","20.350000","25.070000","71.000000","21.290000","90.680000","76.960000","94.450000","83.280000","90.540000","50.400000","94.450000","99.300000","11.5","68.440000","46.360000","0.799206","-0.039915","0.178274","-0.039915","0.088857","0.001546","0.324956","0.955997","141.639890","26.028920","104.939057","27.107252","20.200587","7.901406","66.679606","59.403874","73.592506","6.502386","73.569880","91.257118","75.907401","59.616970","31.824142","20.968849"
"SOJD","SO","BB","11.5","10/29/2024","","","0.310000","4.95%","23.860000","19.450000","c500","19.750000","0.300000","-4.110000","20.370000","21.710000","-3.060000","-9.010000","19.260000","24.420000","19.260000","24.550000","40.000000","19.580000","90.680000","76.960000","94.450000","83.280000","90.540000","50.400000","94.450000","99.300000","11.5","68.440000","46.360000","0.799206","-0.039915","0.178274","-0.039915","0.088857","0.001546","0.324956","0.955997","141.639890","26.028920","104.939057","27.107252","20.200587","7.901406","66.679606","59.403874","73.592506","6.502386","73.569880","91.257118","75.907401","59.616970","31.824142","20.968849"
"SOJE","SO","BB","11.5","1/10/2025","","","0.260000","4.20%","20.960000","17.420000","c425","17.170000","-0.250000","-3.790000","18.030000","19.470000","-4.750000","-11.800000","17.090000","22.350000","17.090000","22.350000","23.000000","16.980000","90.680000","76.960000","94.450000","83.280000","90.540000","50.400000","94.450000","99.300000","11.5","68.440000","46.360000","0.799206","-0.039915","0.178274","-0.039915","0.088857","0.001546","0.324956","0.955997","141.639890","26.028920","104.939057","27.107252","20.200587","7.901406","66.679606","59.403874","73.592506","6.502386","73.569880","91.257118","75.907401","59.616970","31.824142","20.968849"
"SR PRA","SR","","11","10/25/2024","8/15/2024","","0.370000","5.90%","26.150000","21.870000","c575","23.500000","1.630000","-2.650000","24.140000","24.310000","-2.640000","-3.330000","23.200000","25.390000","21.360000","25.390000","36.000000","23.280000","72.260000","57.770000","79.810000","68.300000","76.270000","50.580000","79.810000","4.260000","11","86.340000","63.500000","0.428628","-0.094600","0.250822","-0.094600","0.057980","-0.052576","-0.163076","0.137953","126.266786","27.373141","113.177335","29.733034","18.918807","6.123444","32.910477","24.104187","65.713566","6.786548","79.267003","100.000000","71.154331","46.427071","16.213605","9.102718"
