Export_Time,Symbol,Book,Strategy,Origin,Side,Full_Taxonomy,Position_Type,Quantity,Avg_Cost,Market_Value,Unrealized_PnL,Account
2026-03-27 19:11:04,TWO PRC,LT,LT,OV,Long,LT OV Long,LONG,411.0,23.455,9640.005,0,HAMPRO
2026-03-27 19:11:04,TRTN PRB,LT,LT,OV,Short,LT OV Short,SHORT,-354.0,25.11,8888.94,0,HAMPRO
2026-03-27 19:11:04,CHSCM,LT,LT,OV,Short,LT OV Short,SHORT,-29.0,24.2,701.8,0,HAMPRO
2026-03-27 19:11:04,BOH PRB,LT,LT,OV,Long,LT OV Long,LONG,100.0,26.18,2618.0,0,HAMPRO
2026-03-27 19:11:04,NCZ PRA,LT,LT,OV,Long,LT OV Long,LONG,75.0,20.065,1504.875,0,HAMPRO
2026-03-27 19:11:04,DBRG PRH,LT,LT,OV,Long,LT OV Long,LONG,15.0,16.66,249.9,0,HAMPRO
2026-03-27 19:11:04,PSA PRK,LT,LT,OV,Long,LT OV Long,LONG,123.0,18.46,2270.58,0,HAMPRO
2026-03-27 19:11:04,NTRSO,LT,LT,OV,Long,LT OV Long,LONG,116.0,18.9,2192.3999999999996,0,HAMPRO
2026-03-27 19:11:04,WRB PRF,LT,LT,OV,Long,LT OV Long,LONG,299.0,19.23,5749.77,0,HAMPRO
2026-03-27 19:11:04,VLYPO,LT,LT,OV,Short,LT OV Short,SHORT,-75.0,24.775,1858.125,0,HAMPRO
2026-03-27 19:11:04,MGR,LT,LT,OV,Long,LT OV Long,LONG,344.0,20.2,6948.8,0,HAMPRO
2026-03-27 19:11:04,GNL PRB,LT,LT,OV,Short,LT OV Short,SHORT,-99.0,21.4,2118.6,0,HAMPRO
2026-03-27 19:11:04,PEB PRF,LT,LT,OV,Long,LT OV Long,LONG,108.0,20.02,2162.16,0,HAMPRO
2026-03-27 19:11:04,AQNB,LT,LT,OV,Long,LT OV Long,LONG,100.0,25.7,2570.0,0,HAMPRO
2026-03-27 19:11:04,KKRT,LT,LT,OV,Long,LT OV Long,LONG,1.0,23.53,23.53,0,HAMPRO
2026-03-27 19:11:04,DUK PRA,LT,LT,OV,Short,LT OV Short,SHORT,-608.0,24.6,14956.800000000001,0,HAMPRO
2026-03-27 19:11:04,FLG PRA,LT,LT,OV,Long,LT OV Long,LONG,385.0,20.64,7946.400000000001,0,HAMPRO
2026-03-27 19:11:04,MFA PRC,LT,LT,OV,Long,LT OV Long,LONG,11.0,21.84,240.24,0,HAMPRO
2026-03-27 19:11:04,MBINM,LT,LT,OV,Long,LT OV Long,LONG,104.0,24.89,2588.56,0,HAMPRO
