Export_Time,Symbol,Book,Strategy,Origin,Side,Full_Taxonomy,Position_Type,Quantity,Avg_Cost,Market_Value,Unrealized_PnL,Account
2026-03-24 19:57:57,TWO PRC,MM,MM,OV,Long,MM OV Long,LONG,911.0,23.6,21499.600000000002,0,HAMPRO
2026-03-24 19:57:57,TRTN PRB,MM,MM,OV,Short,MM OV Short,SHORT,-354.0,25.11,8888.94,0,HAMPRO
2026-03-24 19:57:57,CHSCM,MM,MM,OV,Short,MM OV Short,SHORT,-200.0,24.87,4974.0,0,HAMPRO
2026-03-24 19:57:57,BOH PRB,MM,MM,OV,Long,MM OV Long,LONG,100.0,26.13,2613.0,0,HAMPRO
2026-03-24 19:57:57,NCZ PRA,MM,MM,OV,Long,MM OV Long,LONG,75.0,20.31,1523.25,0,HAMPRO
2026-03-24 19:57:57,DBRG PRH,MM,MM,OV,Long,MM OV Long,LONG,15.0,16.3,244.5,0,HAMPRO
2026-03-24 19:57:57,PSA PRK,MM,MM,OV,Long,MM OV Long,LONG,123.0,18.42,2265.6600000000003,0,HAMPRO
2026-03-24 19:57:57,NTRSO,MM,MM,OV,Long,MM OV Long,LONG,116.0,19.05,2209.8,0,HAMPRO
2026-03-24 19:57:57,WRB PRF,MM,MM,OV,Long,MM OV Long,LONG,1232.0,19.28,23752.960000000003,0,HAMPRO
2026-03-24 19:57:57,VLYPO,MM,MM,OV,Long,MM OV Long,LONG,349.0,24.54,8564.46,0,HAMPRO
2026-03-24 19:57:57,MGR,MM,MM,OV,Long,MM OV Long,LONG,544.0,20.27,11026.88,0,HAMPRO
2026-03-24 19:57:57,GNL PRB,MM,MM,OV,Short,MM OV Short,SHORT,-99.0,21.51,2129.4900000000002,0,HAMPRO
2026-03-24 19:57:57,PEB PRF,MM,MM,OV,Long,MM OV Long,LONG,108.0,19.89,2148.12,0,HAMPRO
2026-03-24 19:57:57,AQNB,MM,MM,OV,Long,MM OV Long,LONG,100.0,25.61,2561.0,0,HAMPRO
2026-03-24 19:57:57,SEAL PRB,MM,MM,OV,Short,MM OV Short,SHORT,-61.0,25.75,1570.75,0,HAMPRO
