Export_Time,Symbol,Book,Strategy,Origin,Side,Full_Taxonomy,Position_Type,Quantity,Avg_Cost,Market_Value,Unrealized_PnL,Account
2026-04-06 15:57:10,PSA PRI,LT,LT,OV,Long,LT OV Long,LONG,18.0,18.63,335.34,0,HAMPRO
2026-04-06 15:57:10,CHMI PRB,LT,LT,OV,Long,LT OV Long,LONG,108.0,22.98,2481.84,0,HAMPRO
2026-04-06 15:57:10,MGRE,LT,LT,OV,Long,LT OV Long,LONG,100.0,22.72,2272.0,0,HAMPRO
2026-04-06 15:57:10,TCBIO,LT,LT,OV,Short,LT OV Short,SHORT,-1792.0,21.83,39119.36,0,HAMPRO
2026-04-06 15:57:10,RF PRF,LT,LT,OV,Short,LT OV Short,SHORT,-43.0,25.04,1076.72,0,HAMPRO
2026-04-06 15:57:10,PBI PRB,LT,LT,OV,Short,LT OV Short,SHORT,-50.0,19.39,969.5,0,HAMPRO
2026-04-06 15:57:10,BAC PRE,LT,LT,OV,Long,LT OV Long,LONG,100.0,18.82,1882.0,0,HAMPRO
2026-04-06 15:57:10,TRTN PRC,LT,LT,OV,Long,LT OV Long,LONG,100.0,24.28,2428.0,0,HAMPRO
2026-04-06 15:57:10,SHO PRH,LT,LT,OV,Long,LT OV Long,LONG,69.0,20.42,1408.98,0,HAMPRO
2026-04-06 15:57:10,HIG PRG,LT,LT,OV,Short,LT OV Short,SHORT,-929.0,24.71,22955.59,0,HAMPRO
2026-04-06 15:57:10,GRBK PRA,LT,LT,OV,Long,LT OV Long,LONG,56.0,21.35,1195.6000000000001,0,HAMPRO
2026-04-06 15:57:10,DLR PRJ,LT,LT,OV,Long,LT OV Long,LONG,105.0,20.14,2114.7000000000003,0,HAMPRO
2026-04-06 15:57:10,HWCPZ,LT,LT,OV,Long,LT OV Long,LONG,758.0,21.94,16630.52,0,HAMPRO
2026-04-06 15:57:10,AOMN,LT,LT,OV,Long,LT OV Long,LONG,119.0,25.16,2994.04,0,HAMPRO
