Export_Time,Symbol,Book,Strategy,Origin,Side,Full_Taxonomy,Position_Type,Quantity,Avg_Cost,Market_Value,Unrealized_PnL,Account
2026-03-18 17:55:30,SHO PRH,MM,MM,OV,Short,MM OV Short,SHORT,-100.0,20.61,2061.0,0,HAMPRO
2026-03-18 17:55:30,TRTN PRC,MM,MM,OV,Long,MM OV Long,LONG,100.0,24.62,2462.0,0,HAMPRO
2026-03-18 17:55:30,ALTG PRA,MM,MM,OV,Long,MM OV Long,LONG,18.0,25.0101,450.1818,0,HAMPRO
2026-03-18 17:55:30,BAC PRE,MM,MM,OV,Long,MM OV Long,LONG,100.0,19.33,1932.9999999999998,0,HAMPRO
2026-03-18 17:55:30,BFS PRD,MM,MM,OV,Long,MM OV Long,LONG,179.0,20.74,3712.4599999999996,0,HAMPRO
2026-03-18 17:55:30,PBI PRB,MM,MM,OV,Short,MM OV Short,SHORT,-50.0,19.71,985.5,0,HAMPRO
2026-03-18 17:55:30,MHLA,MM,MM,OV,Long,MM OV Long,LONG,393.0,11.79,4633.469999999999,0,HAMPRO
2026-03-18 17:55:30,PSA PRS,MM,MM,OV,Short,MM OV Short,SHORT,-225.0,16.08,3617.9999999999995,0,HAMPRO
2026-03-18 17:55:30,OCCIN,MM,MM,OV,Long,MM OV Long,LONG,100.0,24.49,2449.0,0,HAMPRO
2026-03-18 17:55:30,OPP PRB,MM,MM,OV,Long,MM OV Long,LONG,100.0,18.07,1807.0,0,HAMPRO
2026-03-18 17:55:30,SF PRB,MM,MM,OV,Long,MM OV Long,LONG,45.0,24.05,1082.25,0,HAMPRO
2026-03-18 17:55:30,DTB,MM,MM,OV,Long,MM OV Long,LONG,100.0,17.29,1729.0,0,HAMPRO
2026-03-18 17:55:30,CMSC,MM,MM,OV,Long,MM OV Long,LONG,63.0,22.95,1445.85,0,HAMPRO
2026-03-18 17:55:30,MET PRF,MM,MM,OV,Long,MM OV Long,LONG,1300.0,19.05,24765.0,0,HAMPRO
2026-03-18 17:55:30,AFGD,MM,MM,OV,Long,MM OV Long,LONG,100.0,20.5044,2050.44,0,HAMPRO
2026-03-18 17:55:30,PRIF PRJ,MM,MM,OV,Short,MM OV Short,SHORT,-144.0,24.5,3528.0,0,HAMPRO
2026-03-18 17:55:30,FITBP,MM,MM,OV,Long,MM OV Long,LONG,400.0,23.81,9524.0,0,HAMPRO
2026-03-18 17:55:30,GGN PRB,MM,MM,OV,Long,MM OV Long,LONG,500.0,20.3799,10189.949999999999,0,HAMPRO
2026-03-18 17:55:30,PEB PRG,MM,MM,OV,Long,MM OV Long,LONG,123.0,19.91,2448.93,0,HAMPRO
2026-03-18 17:55:30,ACGLN,MM,MM,OV,Short,MM OV Short,SHORT,-1214.0,17.07,20722.98,0,HAMPRO
2026-03-18 17:55:30,VLYPP,MM,MM,OV,Long,MM OV Long,LONG,20.0,24.95,499.0,0,HAMPRO
2026-03-18 17:55:30,FHN PRE,MM,MM,OV,Long,MM OV Long,LONG,45.0,24.34,1095.3,0,HAMPRO
2026-03-18 17:55:30,PSA PRI,MM,MM,OV,Long,MM OV Long,LONG,18.0,19.2,345.59999999999997,0,HAMPRO
2026-03-18 17:55:30,PNFP PRA,MM,MM,OV,Short,MM OV Short,SHORT,-131.0,25.14,3293.34,0,HAMPRO
2026-03-18 17:55:30,UMBFO,MM,MM,OV,Long,MM OV Long,LONG,65.0,26.68,1734.2,0,HAMPRO
2026-03-18 17:55:30,BHFAM,MM,MM,OV,Short,MM OV Short,SHORT,-92.0,11.3138,1040.8696,0,HAMPRO
2026-03-18 17:55:30,MGRE,MM,MM,OV,Long,MM OV Long,LONG,100.0,24.01,2401.0,0,HAMPRO
2026-03-18 17:55:30,TCBIO,MM,MM,OV,Short,MM OV Short,SHORT,-790.0,22.58,17838.199999999997,0,HAMPRO
2026-03-18 17:55:30,OXLCL,MM,MM,OV,Long,MM OV Long,LONG,100.0,23.815,2381.5,0,HAMPRO
2026-03-18 17:55:30,GOODO,MM,MM,OV,Long,MM OV Long,LONG,44.0,19.8414,873.0216,0,HAMPRO
2026-03-18 17:55:30,ADAMI,MM,MM,OV,Long,MM OV Long,LONG,233.0,24.8345,5786.438499999999,0,HAMPRO
2026-03-18 17:55:30,CHMI PRB,MM,MM,OV,Long,MM OV Long,LONG,170.0,23.4999,3994.983,0,HAMPRO
2026-03-18 17:55:30,GRBK PRA,MM,MM,OV,Long,MM OV Long,LONG,56.0,21.41,1198.96,0,HAMPRO
2026-03-18 17:55:30,EFSCP,MM,MM,OV,Long,MM OV Long,LONG,8.0,20.315,162.52,0,HAMPRO
2026-03-18 17:55:30,OXLCZ,MM,MM,OV,Long,MM OV Long,LONG,6.0,24.45,146.7,0,HAMPRO
2026-03-18 17:55:30,WAL PRA,MM,MM,OV,Long,MM OV Long,LONG,506.0,23.175,11726.550000000001,0,HAMPRO
2026-03-18 17:55:30,MGRB,MM,MM,OV,Long,MM OV Long,LONG,143.0,16.88,2413.8399999999997,0,HAMPRO
2026-03-18 17:55:30,FITBO,MM,MM,OV,Long,MM OV Long,LONG,286.0,19.6,5605.6,0,HAMPRO
2026-03-18 17:55:30,TRTN PRB,MM,MM,OV,Short,MM OV Short,SHORT,-354.0,25.19,8917.26,0,HAMPRO
2026-03-18 17:55:30,MHNC,MM,MM,OV,Long,MM OV Long,LONG,192.0,12.6659,2431.8528,0,HAMPRO
2026-03-18 17:55:30,ALL PRB,MM,MM,OV,Long,MM OV Long,LONG,6.0,26.18,157.07999999999998,0,HAMPRO
2026-03-18 17:55:30,NMFCZ,MM,MM,OV,Long,MM OV Long,LONG,36.0,25.25,909.0,0,HAMPRO
2026-03-18 17:55:30,AHL PRE,MM,MM,OV,Short,MM OV Short,SHORT,-647.0,20.51,13269.970000000001,0,HAMPRO
2026-03-18 17:55:30,DCOMG,MM,MM,OV,Long,MM OV Long,LONG,179.0,26.18,4686.22,0,HAMPRO
2026-03-18 17:55:30,NCZ PRA,MM,MM,OV,Long,MM OV Long,LONG,75.0,20.575,1543.125,0,HAMPRO
2026-03-18 17:55:30,WRB PRF,MM,MM,OV,Long,MM OV Long,LONG,1414.0,19.37,27389.18,0,HAMPRO
2026-03-18 17:55:30,BK PRK,MM,MM,OV,Long,MM OV Long,LONG,10.0,25.22,252.2,0,HAMPRO
2026-03-18 17:55:30,NTRSO,MM,MM,OV,Long,MM OV Long,LONG,116.0,19.18,2224.88,0,HAMPRO
2026-03-18 17:55:30,ACR PRD,MM,MM,OV,Long,MM OV Long,LONG,87.0,21.95,1909.6499999999999,0,HAMPRO
2026-03-18 17:55:30,SYF PRB,MM,MM,OV,Long,MM OV Long,LONG,101.0,25.44,2569.44,0,HAMPRO
2026-03-18 17:55:30,ECCU,MM,MM,OV,Long,MM OV Long,LONG,200.0,24.9701,4994.0199999999995,0,HAMPRO
2026-03-18 17:55:30,DUK PRA,MM,MM,OV,Short,MM OV Short,SHORT,-1145.0,25.01,28636.45,0,HAMPRO
2026-03-18 17:55:30,DBRG PRJ,MM,MM,OV,Long,MM OV Long,LONG,12.0,17.23,206.76,0,HAMPRO
2026-03-18 17:55:30,AGM PRE,MM,MM,OV,Long,MM OV Long,LONG,33.0,22.08,728.64,0,HAMPRO
2026-03-18 17:55:30,MFAN,MM,MM,OV,Long,MM OV Long,LONG,100.0,25.08,2508.0,0,HAMPRO
2026-03-18 17:55:30,PSEC PRA,MM,MM,OV,Short,MM OV Short,SHORT,-90.0,17.725,1595.2500000000002,0,HAMPRO
2026-03-18 17:55:30,WBS PRF,MM,MM,OV,Long,MM OV Long,LONG,673.0,20.45,13762.85,0,HAMPRO
2026-03-18 17:55:30,WFC PRZ,MM,MM,OV,Short,MM OV Short,SHORT,-300.0,19.32,5796.0,0,HAMPRO
2026-03-18 17:55:30,VOYA PRB,MM,MM,OV,Long,MM OV Long,LONG,6.0,24.04,144.24,0,HAMPRO
2026-03-18 17:55:30,PSA PRH,MM,MM,OV,Long,MM OV Long,LONG,585.0,22.44,13127.400000000001,0,HAMPRO
2026-03-18 17:55:30,RF PRF,MM,MM,OV,Short,MM OV Short,SHORT,-221.0,25.32,5595.72,0,HAMPRO
2026-03-18 17:55:30,PSA PRO,MM,MM,OV,Long,MM OV Long,LONG,317.0,15.35,4865.95,0,HAMPRO
2026-03-18 17:55:30,EQH PRA,MM,MM,OV,Short,MM OV Short,SHORT,-114.0,20.19,2301.6600000000003,0,HAMPRO
2026-03-18 17:55:30,DLR PRJ,MM,MM,OV,Long,MM OV Long,LONG,402.0,20.34,8176.68,0,HAMPRO
2026-03-18 17:55:30,REXR PRC,MM,MM,OV,Long,MM OV Long,LONG,121.0,20.85,2522.8500000000004,0,HAMPRO
2026-03-18 17:55:30,HBANM,MM,MM,OV,Long,MM OV Long,LONG,112.0,22.28,2495.36,0,HAMPRO
2026-03-18 17:55:30,ASB PRE,MM,MM,OV,Long,MM OV Long,LONG,2.0,20.988,41.976,0,HAMPRO
2026-03-18 17:55:30,ATH PRA,MM,MM,OV,Long,MM OV Long,LONG,477.0,23.69,11300.130000000001,0,HAMPRO
2026-03-18 17:55:30,GOODN,MM,MM,OV,Long,MM OV Long,LONG,21.0,22.566,473.88599999999997,0,HAMPRO
2026-03-18 17:55:30,PEB PRE,MM,MM,OV,Long,MM OV Long,LONG,100.0,20.07,2007.0,0,HAMPRO
2026-03-18 17:55:30,AMH PRG,MM,MM,OV,Long,MM OV Long,LONG,507.0,23.19,11757.33,0,HAMPRO
2026-03-18 17:55:30,DLR PRL,MM,MM,OV,Long,MM OV Long,LONG,230.0,19.85,4565.5,0,HAMPRO
2026-03-18 17:55:30,ANG PRD,MM,MM,OV,Long,MM OV Long,LONG,60.0,24.31,1458.6,0,HAMPRO
2026-03-18 17:55:30,TRTN PRA,MM,MM,OV,Short,MM OV Short,SHORT,-330.0,25.84,8527.2,0,HAMPRO
2026-03-18 17:55:30,MS PRP,MM,MM,OV,Long,MM OV Long,LONG,303.0,25.53,7735.59,0,HAMPRO
