Export_Time,Symbol,Book,Strategy,Origin,Side,Full_Taxonomy,Position_Type,Quantity,Avg_Cost,Market_Value,Unrealized_PnL,Account
2026-04-02 20:10:23,AHL PRD,MM,MM,OV,Long,MM OV Long,LONG,46.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MET PRF,MM,MM,OV,Long,MM OV Long,LONG,2452.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,COF PRK,MM,MM,OV,Short,MM OV Short,SHORT,-48.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,RWTP,MM,MM,OV,Short,MM OV Short,SHORT,-100.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,CHMI PRB,MM,MM,OV,Short,MM OV Short,SHORT,-35.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,PRIF PRK,MM,MM,OV,Long,MM OV Long,LONG,105.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,NCZ PRA,MM,MM,OV,Long,MM OV Long,LONG,46.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,XOMAO,MM,MM,OV,Long,MM OV Long,LONG,116.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,FITBI,MM,MM,OV,Short,MM OV Short,SHORT,-1100.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,SEAL PRB,MM,MM,OV,Short,MM OV Short,SHORT,-13.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,SHO PRH,MM,MM,OV,Long,MM OV Long,LONG,15.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,OFSSO,MM,MM,OV,Short,MM OV Short,SHORT,-306.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,CHSCM,MM,MM,OV,Short,MM OV Short,SHORT,-115.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,ANG PRD,MM,MM,OV,Long,MM OV Long,LONG,406.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,SLV,MM,MM,OV,Long,MM OV Long,LONG,700.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,PEB PRH,MM,MM,OV,Short,MM OV Short,SHORT,-104.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MS PRL,MM,MM,OV,Short,MM OV Short,SHORT,-90.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MBINN,MM,MM,OV,Long,MM OV Long,LONG,132.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,GSL PRB,MM,MM,OV,Short,MM OV Short,SHORT,-393.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,DSX PRB,MM,MM,OV,Short,MM OV Short,SHORT,-20.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,USB PRH,MM,MM,OV,Long,MM OV Long,LONG,113.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MHNC,MM,MM,OV,Long,MM OV Long,LONG,218.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,GDV PRH,MM,MM,OV,Long,MM OV Long,LONG,55.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,BHFAP,MM,MM,OV,Long,MM OV Long,LONG,73.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,APOS,MM,MM,OV,Long,MM OV Long,LONG,100.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MS PRP,MM,MM,OV,Long,MM OV Long,LONG,81.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,REXR PRB,MM,MM,OV,Long,MM OV Long,LONG,102.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MS PRA,MM,MM,OV,Long,MM OV Long,LONG,666.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,UZF,MM,MM,OV,Long,MM OV Long,LONG,2.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MSBIP,MM,MM,OV,Short,MM OV Short,SHORT,-2247.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MITT PRB,MM,MM,OV,Long,MM OV Long,LONG,76.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,TWO PRA,MM,MM,OV,Long,MM OV Long,LONG,102.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,TRTN PRA,MM,MM,OV,Short,MM OV Short,SHORT,-283.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,EFC PRB,MM,MM,OV,Short,MM OV Short,SHORT,-10.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,WBS PRF,MM,MM,OV,Long,MM OV Long,LONG,10.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,DCOMG,MM,MM,OV,Long,MM OV Long,LONG,122.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,GS PRA,MM,MM,OV,Long,MM OV Long,LONG,76.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,CMS PRC,MM,MM,OV,Long,MM OV Long,LONG,699.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,AHL PRF,MM,MM,OV,Short,MM OV Short,SHORT,-1.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,PSA PRG,MM,MM,OV,Long,MM OV Long,LONG,240.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,MFA PRC,MM,MM,OV,Long,MM OV Long,LONG,500.0,0.0,0,0,IBKR_PED
2026-04-02 20:10:23,SOJF,MM,MM,OV,Short,MM OV Short,SHORT,-14.0,0.0,0,0,IBKR_PED
