Export_Time,Symbol,Book,Strategy,Origin,Side,Full_Taxonomy,Position_Type,Quantity,Avg_Cost,Market_Value,Unrealized_PnL,Account
2026-04-08 16:53:09,VLYPP,MM,MM,OV,Long,MM OV Long,LONG,20.0,24.95,499.0,0,HAMPRO
2026-04-08 16:53:09,HWCPZ,MM,MM,OV,Long,MM OV Long,LONG,603.0,22.2,13386.6,0,HAMPRO
2026-04-08 16:53:09,SOJD,MM,MM,OV,Long,MM OV Long,LONG,36.0,19.9,716.4,0,HAMPRO
2026-04-08 16:53:09,RF PRF,MM,MM,OV,Short,MM OV Short,SHORT,-43.0,25.2,1083.6,0,HAMPRO
2026-04-08 16:53:09,MET PRF,MM,MM,OV,Long,MM OV Long,LONG,61.0,18.75,1143.75,0,HAMPRO
2026-04-08 16:53:09,TRTN PRG,MM,MM,OV,Long,MM OV Long,LONG,172.0,23.7,4076.4,0,HAMPRO
2026-04-08 16:53:09,CHMI PRB,MM,MM,OV,Long,MM OV Long,LONG,108.0,22.8,2462.4,0,HAMPRO
2026-04-08 16:53:09,BAC PRP,MM,MM,OV,Short,MM OV Short,SHORT,-1171.0,16.76,19625.960000000003,0,HAMPRO
2026-04-08 16:53:09,PSA PRI,MM,MM,OV,Long,MM OV Long,LONG,18.0,18.72,336.96,0,HAMPRO
2026-04-08 16:53:09,GRBK PRA,MM,MM,OV,Long,MM OV Long,LONG,56.0,21.255,1190.28,0,HAMPRO
2026-04-08 16:53:09,PBI PRB,MM,MM,OV,Short,MM OV Short,SHORT,-36.0,19.14,689.04,0,HAMPRO
2026-04-08 16:53:09,GL PRD,MM,MM,OV,Long,MM OV Long,LONG,32.0,16.12,515.84,0,HAMPRO
2026-04-08 16:53:09,HIG PRG,MM,MM,OV,Short,MM OV Short,SHORT,-929.0,24.8,23039.2,0,HAMPRO
2026-04-08 16:53:09,RF PRC,MM,MM,OV,Long,MM OV Long,LONG,269.0,23.7,6375.3,0,HAMPRO
2026-04-08 16:53:09,CTO PRA,MM,MM,OV,Short,MM OV Short,SHORT,-100.0,20.06,2005.9999999999998,0,HAMPRO
2026-04-08 16:53:09,USB PRQ,MM,MM,OV,Short,MM OV Short,SHORT,-12.0,14.94,179.28,0,HAMPRO
2026-04-08 16:53:09,ALL PRB,MM,MM,OV,Long,MM OV Long,LONG,6.0,25.71,154.26,0,HAMPRO
2026-04-08 16:53:09,DBRG PRJ,MM,MM,OV,Long,MM OV Long,LONG,12.0,16.45,197.39999999999998,0,HAMPRO
2026-04-08 16:53:09,GDV PRK,MM,MM,OV,Long,MM OV Long,LONG,1.0,17.915,17.915,0,HAMPRO
2026-04-08 16:53:09,EFSCP,MM,MM,OV,Long,MM OV Long,LONG,8.0,19.26,154.08,0,HAMPRO
2026-04-08 16:53:09,CMSC,MM,MM,OV,Long,MM OV Long,LONG,63.0,22.14,1394.82,0,HAMPRO
2026-04-08 16:53:09,TRTN PRC,MM,MM,OV,Long,MM OV Long,LONG,5.0,24.59,122.95,0,HAMPRO
2026-04-08 16:53:09,CFR PRB,MM,MM,OV,Long,MM OV Long,LONG,100.0,17.07,1707.0,0,HAMPRO
2026-04-08 16:53:09,LANDO,MM,MM,OV,Long,MM OV Long,LONG,90.0,20.47,1842.3,0,HAMPRO
2026-04-08 16:53:09,SF PRB,MM,MM,OV,Long,MM OV Long,LONG,45.0,23.5,1057.5,0,HAMPRO
2026-04-08 16:53:09,HBANZ,MM,MM,OV,Short,MM OV Short,SHORT,-118.0,20.57,2427.26,0,HAMPRO
2026-04-08 16:53:09,TCBIO,MM,MM,OV,Short,MM OV Short,SHORT,-1417.0,21.8,30890.600000000002,0,HAMPRO
2026-04-08 16:53:09,UZE,MM,MM,OV,Long,MM OV Long,LONG,96.0,17.9,1718.3999999999999,0,HAMPRO
2026-04-08 16:53:09,FHN PRE,MM,MM,OV,Long,MM OV Long,LONG,36.0,24.145,869.22,0,HAMPRO
2026-04-08 16:53:09,BK PRK,MM,MM,OV,Long,MM OV Long,LONG,10.0,25.41,254.1,0,HAMPRO
2026-04-08 16:53:09,UMBFO,MM,MM,OV,Long,MM OV Long,LONG,65.0,25.89,1682.8500000000001,0,HAMPRO
2026-04-08 16:53:09,MHLA,MM,MM,OV,Long,MM OV Long,LONG,198.0,11.7,2316.6,0,HAMPRO
2026-04-08 16:53:09,DCOM-,MM,MM,OV,Short,MM OV Short,SHORT,-58.0,18.51,1073.5800000000002,0,HAMPRO
2026-04-08 16:53:09,KEY PRJ,MM,MM,OV,Short,MM OV Short,SHORT,-92.0,21.12,1943.0400000000002,0,HAMPRO
2026-04-08 16:53:09,PSA PRJ,MM,MM,OV,Short,MM OV Short,SHORT,-29.0,18.02,522.58,0,HAMPRO
2026-04-08 16:53:09,MGR,MM,MM,OV,Long,MM OV Long,LONG,51.0,19.74,1006.7399999999999,0,HAMPRO
2026-04-08 16:53:09,PEB PRF,MM,MM,OV,Long,MM OV Long,LONG,108.0,19.41,2096.28,0,HAMPRO
2026-04-08 16:53:09,MS PRQ,MM,MM,OV,Long,MM OV Long,LONG,100.0,25.46,2546.0,0,HAMPRO
2026-04-08 16:53:09,ACGLN,MM,MM,OV,Short,MM OV Short,SHORT,-38.0,16.68,633.84,0,HAMPRO
2026-04-08 16:53:09,REGCP,MM,MM,OV,Long,MM OV Long,LONG,6.0,23.2796,139.67759999999998,0,HAMPRO
2026-04-08 16:53:09,DTB,MM,MM,OV,Long,MM OV Long,LONG,100.0,16.45,1645.0,0,HAMPRO
2026-04-08 16:53:09,MET PRE,MM,MM,OV,Short,MM OV Short,SHORT,-34.0,22.64,769.76,0,HAMPRO
2026-04-08 16:53:09,OXLCZ,MM,MM,OV,Long,MM OV Long,LONG,6.0,24.5374,147.2244,0,HAMPRO
2026-04-08 16:53:09,F PRD,MM,MM,OV,Long,MM OV Long,LONG,1349.0,21.22,28625.78,0,HAMPRO
2026-04-08 16:53:09,NSA PRA,MM,MM,OV,Long,MM OV Long,LONG,100.0,22.75,2275.0,0,HAMPRO
2026-04-08 16:53:09,BAC PRM,MM,MM,OV,Short,MM OV Short,SHORT,-900.0,21.9,19710.0,0,HAMPRO
2026-04-08 16:53:09,KKRS,MM,MM,OV,Long,MM OV Long,LONG,300.0,16.15,4845.0,0,HAMPRO
